key,0,1,2,3,4,5,6,7,8,9,10
8,"Treasure Hunt","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>
Lv. <Value>IntegerParameter(7)</Value>","Decipher a timeworn map and collect the treasure.","","ui/icon/111000/111042.tex",0,,66747,0,0
9,"The Hunt","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>
Lv. <Value>IntegerParameter(7)</Value>","Complete an <Sheet(EventItem,<Sheet(MobHuntOrderType,IntegerParameter(5),2)/>,0)/>.","","ui/icon/111000/111041.tex",0,,0,99,0
10,"Fishing","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>
Lv. <Value>IntegerParameter(7)</Value>","Catch <SheetEn(Item,1,<Sheet(FishParameter,IntegerParameter(5),4)/>,1,1)/>.","","ui/icon/111000/111043.tex",0,,66643,0,0
11,"GATE","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>
Lv. <Value>IntegerParameter(7)</Value>","Obtain MGP in any <Sheet(ContentType,IntegerParameter(2),0)/>.","Rewards differ depending on the GATE. Rewards can be viewed from “See Rewards.”","ui/icon/111000/111046.tex",0,,65970,0,0
12,"FATEs","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>
Lv. <Value>IntegerParameter(7)</Value>","<If(Equal(IntegerParameter(4),2))>Complete <Value>IntegerParameter(8)</Value> <Sheet(ContentType,IntegerParameter(2),0)/> in <SheetEn(PlaceName,2,<Sheet(TerritoryType,IntegerParameter(5),5)/>,2,1)/> or <SheetEn(PlaceName,2,<Sheet(TerritoryType,IntegerParameter(6),5)/>,2,1)/>.<Else/>Complete <Value>IntegerParameter(8)</Value> <Sheet(ContentType,IntegerParameter(2),0)/> in <SheetEn(PlaceName,2,<Sheet(TerritoryType,IntegerParameter(5),5)/>,2,1)/>.</If>","","ui/icon/111000/111045.tex",0,,0,0,0
13,"","","","","",,0,,0,0,0
14,"Treasure Hunt","Treasure Dungeons","Treasure Dungeon
Lv. <Value>IntegerParameter(7)</Value>","Enter a treasure dungeon via a teleportation portal <Value>IntegerParameter(8)</Value> times.
※Treasure hunts abandoned midway through will not count toward the total.","","ui/icon/111000/111047.tex",0,,0,0,179
15,"Eureka","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>
Lv. <Value>IntegerParameter(7)</Value>","Defeat <Value>IntegerParameter(8)</Value> notorious <If(Equal(IntegerParameter(8),1))>monster<Else/>monsters</If> in <Sheet(PublicContent,IntegerParameter(5),3)/>.","",,0,,0,0,283
16,"Save the Queen","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>
Lv. <Value>IntegerParameter(7)</Value>","Complete <Value>IntegerParameter(8)</Value> critical <If(Equal(IntegerParameter(8),1))>engagement<Else/>engagements</If> <If(Equal(IntegerParameter(5),27))>on the Bozjan southern front<Else/>in Zadnor</If>.","",,0,,0,0,735
17,"The Masked Carnivale","<If(GreaterThan(IntegerParameter(1),0))>Masked Carnivale<Else/>???</If>","<If(GreaterThan(IntegerParameter(1),0))>Masked Carnivale<Else/>???</If>
Lv. <Value>IntegerParameter(7)</Value>","Complete a stage of the Masked Carnivale.","","ui/icon/112000/112332.tex",7735774,,68734,0,610
18,"Island Sanctuary","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>
Lv. <Value>IntegerParameter(7)</Value>","Gather materials <Value>IntegerParameter(8)</Value> <If(Equal(IntegerParameter(8),1))>time<Else/>times</If> in <Sheet(ContentType,IntegerParameter(2),0)/>.","","ui/icon/101000/101184.tex",9323110,,70179,0,0
19,"V&C Dungeon Finder","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>
Lv. <Value>IntegerParameter(7)</Value>","Complete <Sheet(InstanceContent,IntegerParameter(5),3)/> <Value>IntegerParameter(8)</Value> times.","","ui/icon/111000/111042.tex",0,,0,0,0
20,"Custom Deliveries","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>
Lv. <Value>IntegerParameter(7)</Value>","Complete any custom delivery <Value>IntegerParameter(8)</Value> times.","","ui/icon/111000/111048.tex",0,,67634,0,0
21,"Society Quests","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>
Lv. <Value>IntegerParameter(7)</Value>","Complete any society daily quest <Value>IntegerParameter(8)</Value> times.","","ui/icon/111000/111049.tex",0,,66488,0,0
22,"PvP","<If(GreaterThan(IntegerParameter(1),0))>Crystalline Conflict<Else/>???</If>","<If(GreaterThan(IntegerParameter(1),0))>Crystalline Conflict<Else/>???</If>
Lv. <Value>IntegerParameter(7)</Value>","Participate in a casual match of Crystalline Conflict.","","ui/icon/112000/112471.tex",0,,0,0,835
23,"Gold Saucer","<If(GreaterThan(IntegerParameter(1),0))>Chocobo Racing<Else/>???</If>","<If(GreaterThan(IntegerParameter(1),0))>Chocobo Racing<Else/>???</If>
Lv. <Value>IntegerParameter(7)</Value>","Participate in <Value>IntegerParameter(8)</Value> chocobo races.","","ui/icon/112000/112295.tex",0,,66101,0,0
24,"Wondrous Tails","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>","<If(GreaterThan(IntegerParameter(1),0))><Sheet(ContentType,IntegerParameter(2),0)/><Else/>???</If>
Lv. <Value>IntegerParameter(7)</Value>","Collect <Value>IntegerParameter(8)</Value> seals for Wondrous Tails.","","ui/icon/111000/111050.tex",6526530,,67928,0,0
