key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
22,660862,"Shaded Spectacles","ui/icon/200000/200087.tex",0,"pair of brass shaded spectacles",0,"pairs of brass shaded spectacles",0,0,1,0,0,"A piece of brass facewear.","Brass Shaded Spectacles"
23,726398,"Shaded Spectacles","ui/icon/200000/200091.tex",0,"pair of purple shaded spectacles",0,"pairs of purple shaded spectacles",0,0,1,0,0,"A piece of purple facewear.","Purple Shaded Spectacles"
24,791934,"Shaded Spectacles","ui/icon/200000/200094.tex",0,"pair of brown shaded spectacles",0,"pairs of brown shaded spectacles",0,0,1,0,0,"A piece of brown facewear.","Brown Shaded Spectacles"
25,71039,"Classic Spectacles","ui/icon/200000/200061.tex",0,"pair of classic spectacles",0,"pairs of classic spectacles",0,0,1,0,0,"A piece of undyed facewear.","Classic Spectacles"
26,136575,"Classic Spectacles","ui/icon/200000/200065.tex",0,"pair of silver classic spectacles",0,"pairs of silver classic spectacles",0,0,1,0,0,"A piece of silver facewear.","Silver Classic Spectacles"
27,202111,"Classic Spectacles","ui/icon/200000/200064.tex",0,"pair of gold classic spectacles",0,"pairs of gold classic spectacles",0,0,1,0,0,"A piece of gold facewear.","Gold Classic Spectacles"
28,267647,"Classic Spectacles","ui/icon/200000/200066.tex",0,"pair of black classic spectacles",0,"pairs of black classic spectacles",0,0,1,0,0,"A piece of black facewear.","Black Classic Spectacles"
29,333183,"Classic Spectacles","ui/icon/200000/200071.tex",0,"pair of white classic spectacles",0,"pairs of white classic spectacles",0,0,1,0,0,"A piece of white facewear.","White Classic Spectacles"
30,398719,"Classic Spectacles","ui/icon/200000/200062.tex",0,"pair of grey classic spectacles",0,"pairs of grey classic spectacles",0,0,1,0,0,"A piece of grey facewear.","Grey Classic Spectacles"
31,464255,"Classic Spectacles","ui/icon/200000/200069.tex",0,"pair of red classic spectacles",0,"pairs of red classic spectacles",0,0,1,0,0,"A piece of red facewear.","Red Classic Spectacles"
32,529791,"Classic Spectacles","ui/icon/200000/200068.tex",0,"pair of blue classic spectacles",0,"pairs of blue classic spectacles",0,0,1,0,0,"A piece of blue facewear.","Blue Classic Spectacles"
33,595327,"Classic Spectacles","ui/icon/200000/200072.tex",0,"pair of green classic spectacles",0,"pairs of green classic spectacles",0,0,1,0,0,"A piece of green facewear.","Green Classic Spectacles"
34,660863,"Classic Spectacles","ui/icon/200000/200063.tex",0,"pair of brass classic spectacles",0,"pairs of brass classic spectacles",0,0,1,0,0,"A piece of brass facewear.","Brass Classic Spectacles"
35,726399,"Classic Spectacles","ui/icon/200000/200067.tex",0,"pair of purple classic spectacles",0,"pairs of purple classic spectacles",0,0,1,0,0,"A piece of purple facewear.","Purple Classic Spectacles"
36,791935,"Classic Spectacles","ui/icon/200000/200070.tex",0,"pair of brown classic spectacles",0,"pairs of brown classic spectacles",0,0,1,0,0,"A piece of brown facewear.","Brown Classic Spectacles"
37,71040,"Rose-colored Spectacles","ui/icon/200000/200013.tex",0,"pair of rose-colored spectacles",0,"pairs of rose-colored spectacles",0,0,1,0,0,"A piece of undyed facewear.","Rose-colored Spectacles"
38,136576,"Rose-colored Spectacles","ui/icon/200000/200017.tex",0,"pair of silver rose-colored spectacles",0,"pairs of silver rose-colored spectacles",0,0,1,0,0,"A piece of silver facewear.","Silver Rose-colored Spectacles"
39,202112,"Rose-colored Spectacles","ui/icon/200000/200016.tex",0,"pair of gold rose-colored spectacles",0,"pairs of gold rose-colored spectacles",0,0,1,0,0,"A piece of gold facewear.","Gold Rose-colored Spectacles"
40,267648,"Rose-colored Spectacles","ui/icon/200000/200018.tex",0,"pair of black rose-colored spectacles",0,"pairs of black rose-colored spectacles",0,0,1,0,0,"A piece of black facewear.","Black Rose-colored Spectacles"
41,333184,"Rose-colored Spectacles","ui/icon/200000/200023.tex",0,"pair of white rose-colored spectacles",0,"pairs of white rose-colored spectacles",0,0,1,0,0,"A piece of white facewear.","White Rose-colored Spectacles"
42,398720,"Rose-colored Spectacles","ui/icon/200000/200014.tex",0,"pair of grey rose-colored spectacles",0,"pairs of grey rose-colored spectacles",0,0,1,0,0,"A piece of grey facewear.","Grey Rose-colored Spectacles"
43,464256,"Rose-colored Spectacles","ui/icon/200000/200021.tex",0,"pair of red rose-colored spectacles",0,"pairs of red rose-colored spectacles",0,0,1,0,0,"A piece of red facewear.","Red Rose-colored Spectacles"
44,529792,"Rose-colored Spectacles","ui/icon/200000/200020.tex",0,"pair of blue rose-colored spectacles",0,"pairs of blue rose-colored spectacles",0,0,1,0,0,"A piece of blue facewear.","Blue Rose-colored Spectacles"
45,595328,"Rose-colored Spectacles","ui/icon/200000/200024.tex",0,"pair of green rose-colored spectacles",0,"pairs of green rose-colored spectacles",0,0,1,0,0,"A piece of green facewear.","Green Rose-colored Spectacles"
46,660864,"Rose-colored Spectacles","ui/icon/200000/200015.tex",0,"pair of brass rose-colored spectacles",0,"pairs of brass rose-colored spectacles",0,0,1,0,0,"A piece of brass facewear.","Brass Rose-colored Spectacles"
47,726400,"Rose-colored Spectacles","ui/icon/200000/200019.tex",0,"pair of purple rose-colored spectacles",0,"pairs of purple rose-colored spectacles",0,0,1,0,0,"A piece of purple facewear.","Purple Rose-colored Spectacles"
48,791936,"Rose-colored Spectacles","ui/icon/200000/200022.tex",0,"pair of brown rose-colored spectacles",0,"pairs of brown rose-colored spectacles",0,0,1,0,0,"A piece of brown facewear.","Brown Rose-colored Spectacles"
49,71041,"Simple Spectacles","ui/icon/200000/200001.tex",0,"pair of simple spectacles",0,"pairs of simple spectacles",0,0,1,0,0,"A piece of undyed facewear.","Simple Spectacles"
50,136577,"Simple Spectacles","ui/icon/200000/200005.tex",0,"pair of silver spectacles",0,"pairs of silver spectacles",0,0,1,0,0,"A piece of silver facewear.","Silver Spectacles"
51,202113,"Simple Spectacles","ui/icon/200000/200004.tex",0,"pair of gold spectacles",0,"pairs of gold spectacles",0,0,1,0,0,"A piece of gold facewear.","Gold Spectacles"
52,267649,"Simple Spectacles","ui/icon/200000/200006.tex",0,"pair of black spectacles",0,"pairs of black spectacles",0,0,1,0,0,"A piece of black facewear.","Black Spectacles"
53,333185,"Simple Spectacles","ui/icon/200000/200011.tex",0,"pair of white spectacles",0,"pairs of white spectacles",0,0,1,0,0,"A piece of white facewear.","White Spectacles"
54,398721,"Simple Spectacles","ui/icon/200000/200002.tex",0,"pair of grey spectacles",0,"pairs of grey spectacles",0,0,1,0,0,"A piece of grey facewear.","Grey Spectacles"
55,464257,"Simple Spectacles","ui/icon/200000/200009.tex",0,"pair of red spectacles",0,"pairs of red spectacles",0,0,1,0,0,"A piece of red facewear.","Red Spectacles"
56,529793,"Simple Spectacles","ui/icon/200000/200008.tex",0,"pair of blue spectacles",0,"pairs of blue spectacles",0,0,1,0,0,"A piece of blue facewear.","Blue Spectacles"
57,595329,"Simple Spectacles","ui/icon/200000/200012.tex",0,"pair of green spectacles",0,"pairs of green spectacles",0,0,1,0,0,"A piece of green facewear.","Green Spectacles"
58,660865,"Simple Spectacles","ui/icon/200000/200003.tex",0,"pair of brass spectacles",0,"pairs of brass spectacles",0,0,1,0,0,"A piece of brass facewear.","Brass Spectacles"
59,726401,"Simple Spectacles","ui/icon/200000/200007.tex",0,"pair of purple spectacles",0,"pairs of purple spectacles",0,0,1,0,0,"A piece of purple facewear.","Purple Spectacles"
60,791937,"Simple Spectacles","ui/icon/200000/200010.tex",0,"pair of brown spectacles",0,"pairs of brown spectacles",0,0,1,0,0,"A piece of brown facewear.","Brown Spectacles"
61,71042,"Monocle","ui/icon/200000/200025.tex",0,"monocle",0,"monocles",0,0,1,0,0,"A piece of undyed facewear.","Monocle"
62,136578,"Monocle","ui/icon/200000/200029.tex",0,"silver monocle",0,"silver monocles",0,0,1,0,0,"A piece of silver facewear.","Silver Monocle"
63,202114,"Monocle","ui/icon/200000/200028.tex",0,"gold monocle",0,"gold monocles",0,0,1,0,0,"A piece of gold facewear.","Gold Monocle"
64,267650,"Monocle","ui/icon/200000/200030.tex",0,"black monocle",0,"black monocles",0,0,1,0,0,"A piece of black facewear.","Black Monocle"
65,333186,"Monocle","ui/icon/200000/200035.tex",0,"white monocle",0,"white monocles",0,0,1,0,0,"A piece of white facewear.","White Monocle"
66,398722,"Monocle","ui/icon/200000/200026.tex",0,"grey monocle",0,"grey monocles",0,0,1,0,0,"A piece of grey facewear.","Grey Monocle"
67,464258,"Monocle","ui/icon/200000/200033.tex",0,"red monocle",0,"red monocles",0,0,1,0,0,"A piece of red facewear.","Red Monocle"
68,529794,"Monocle","ui/icon/200000/200032.tex",0,"blue monocle",0,"blue monocles",0,0,1,0,0,"A piece of blue facewear.","Blue Monocle"
69,595330,"Monocle","ui/icon/200000/200036.tex",0,"green monocle",0,"green monocles",0,0,1,0,0,"A piece of green facewear.","Green Monocle"
70,660866,"Monocle","ui/icon/200000/200027.tex",0,"brass monocle",0,"brass monocles",0,0,1,0,0,"A piece of brass facewear.","Brass Monocle"
71,726402,"Monocle","ui/icon/200000/200031.tex",0,"purple monocle",0,"purple monocles",0,0,1,0,0,"A piece of purple facewear.","Purple Monocle"
72,791938,"Monocle","ui/icon/200000/200034.tex",0,"brown monocle",0,"brown monocles",0,0,1,0,0,"A piece of brown facewear.","Brown Monocle"
73,71043,"Contemporary Pince-nez","ui/icon/200000/200037.tex",0,"pair of contemporary pince-nez",0,"pairs of contemporary pince-nez",0,0,1,0,0,"A piece of undyed facewear.","Contemporary Pince-nez"
74,136579,"Contemporary Pince-nez","ui/icon/200000/200041.tex",0,"pair of silver contemporary pince-nez",0,"pairs of silver contemporary pince-nez",0,0,1,0,0,"A piece of silver facewear.","Silver Contemporary Pince-nez"
75,202115,"Contemporary Pince-nez","ui/icon/200000/200040.tex",0,"pair of gold contemporary pince-nez",0,"pairs of gold contemporary pince-nez",0,0,1,0,0,"A piece of gold facewear.","Gold Contemporary Pince-nez"
76,267651,"Contemporary Pince-nez","ui/icon/200000/200042.tex",0,"pair of black contemporary pince-nez",0,"pairs of black contemporary pince-nez",0,0,1,0,0,"A piece of black facewear.","Black Contemporary Pince-nez"
77,333187,"Contemporary Pince-nez","ui/icon/200000/200047.tex",0,"pair of white contemporary pince-nez",0,"pairs of white contemporary pince-nez",0,0,1,0,0,"A piece of white facewear.","White Contemporary Pince-nez"
78,398723,"Contemporary Pince-nez","ui/icon/200000/200038.tex",0,"pair of grey contemporary pince-nez",0,"pairs of grey contemporary pince-nez",0,0,1,0,0,"A piece of grey facewear.","Grey Contemporary Pince-nez"
79,464259,"Contemporary Pince-nez","ui/icon/200000/200045.tex",0,"pair of red contemporary pince-nez",0,"pairs of red contemporary pince-nez",0,0,1,0,0,"A piece of red facewear.","Red Contemporary Pince-nez"
80,529795,"Contemporary Pince-nez","ui/icon/200000/200044.tex",0,"pair of blue contemporary pince-nez",0,"pairs of blue contemporary pince-nez",0,0,1,0,0,"A piece of blue facewear.","Blue Contemporary Pince-nez"
81,595331,"Contemporary Pince-nez","ui/icon/200000/200048.tex",0,"pair of green contemporary pince-nez",0,"pairs of green contemporary pince-nez",0,0,1,0,0,"A piece of green facewear.","Green Contemporary Pince-nez"
82,660867,"Contemporary Pince-nez","ui/icon/200000/200039.tex",0,"pair of brass contemporary pince-nez",0,"pairs of brass contemporary pince-nez",0,0,1,0,0,"A piece of brass facewear.","Brass Contemporary Pince-nez"
83,726403,"Contemporary Pince-nez","ui/icon/200000/200043.tex",0,"pair of purple contemporary pince-nez",0,"pairs of purple contemporary pince-nez",0,0,1,0,0,"A piece of purple facewear.","Purple Contemporary Pince-nez"
84,791939,"Contemporary Pince-nez","ui/icon/200000/200046.tex",0,"pair of brown contemporary pince-nez",0,"pairs of brown contemporary pince-nez",0,0,1,0,0,"A piece of brown facewear.","Brown Contemporary Pince-nez"
85,71044,"Rimless Glasses","ui/icon/200000/200097.tex",0,"pair of rimless glasses",0,"pairs of rimless glasses",0,0,1,0,0,"A piece of undyed facewear.","Rimless Glasses"
86,136580,"Rimless Glasses","ui/icon/200000/200101.tex",0,"pair of silver rimless glasses",0,"pairs of silver rimless glasses",0,0,1,0,0,"A piece of silver facewear.","Silver Rimless Glasses"
87,202116,"Rimless Glasses","ui/icon/200000/200100.tex",0,"pair of gold rimless glasses",0,"pairs of gold rimless glasses",0,0,1,0,0,"A piece of gold facewear.","Gold Rimless Glasses"
88,267652,"Rimless Glasses","ui/icon/200000/200102.tex",0,"pair of black rimless glasses",0,"pairs of black rimless glasses",0,0,1,0,0,"A piece of black facewear.","Black Rimless Glasses"
89,333188,"Rimless Glasses","ui/icon/200000/200107.tex",0,"pair of white rimless glasses",0,"pairs of white rimless glasses",0,0,1,0,0,"A piece of white facewear.","White Rimless Glasses"
90,398724,"Rimless Glasses","ui/icon/200000/200098.tex",0,"pair of grey rimless glasses",0,"pairs of grey rimless glasses",0,0,1,0,0,"A piece of grey facewear.","Grey Rimless Glasses"
91,464260,"Rimless Glasses","ui/icon/200000/200105.tex",0,"pair of red rimless glasses",0,"pairs of red rimless glasses",0,0,1,0,0,"A piece of red facewear.","Red Rimless Glasses"
92,529796,"Rimless Glasses","ui/icon/200000/200104.tex",0,"pair of blue rimless glasses",0,"pairs of blue rimless glasses",0,0,1,0,0,"A piece of blue facewear.","Blue Rimless Glasses"
93,595332,"Rimless Glasses","ui/icon/200000/200108.tex",0,"pair of green rimless glasses",0,"pairs of green rimless glasses",0,0,1,0,0,"A piece of green facewear.","Green Rimless Glasses"
94,660868,"Rimless Glasses","ui/icon/200000/200099.tex",0,"pair of brass rimless glasses",0,"pairs of brass rimless glasses",0,0,1,0,0,"A piece of brass facewear.","Brass Rimless Glasses"
95,726404,"Rimless Glasses","ui/icon/200000/200103.tex",0,"pair of purple rimless glasses",0,"pairs of purple rimless glasses",0,0,1,0,0,"A piece of purple facewear.","Purple Rimless Glasses"
96,791940,"Rimless Glasses","ui/icon/200000/200106.tex",0,"pair of brown rimless glasses",0,"pairs of brown rimless glasses",0,0,1,0,0,"A piece of brown facewear.","Brown Rimless Glasses"
97,71045,"Thick-rimmed Glasses","ui/icon/200000/200109.tex",0,"pair of thick-rimmed glasses",0,"pairs of thick-rimmed glasses",0,0,1,0,0,"A piece of undyed facewear.","Thick-rimmed Glasses"
98,136581,"Thick-rimmed Glasses","ui/icon/200000/200113.tex",0,"pair of silver thick-rimmed glasses",0,"pairs of silver thick-rimmed glasses",0,0,1,0,0,"A piece of silver facewear.","Silver Thick-rimmed Glasses"
99,202117,"Thick-rimmed Glasses","ui/icon/200000/200112.tex",0,"pair of gold thick-rimmed glasses",0,"pairs of gold thick-rimmed glasses",0,0,1,0,0,"A piece of gold facewear.","Gold Thick-rimmed Glasses"
100,267653,"Thick-rimmed Glasses","ui/icon/200000/200114.tex",0,"pair of black thick-rimmed glasses",0,"pairs of black thick-rimmed glasses",0,0,1,0,0,"A piece of black facewear.","Black Thick-rimmed Glasses"
101,333189,"Thick-rimmed Glasses","ui/icon/200000/200119.tex",0,"pair of white thick-rimmed glasses",0,"pairs of white thick-rimmed glasses",0,0,1,0,0,"A piece of white facewear.","White Thick-rimmed Glasses"
102,398725,"Thick-rimmed Glasses","ui/icon/200000/200110.tex",0,"pair of grey thick-rimmed glasses",0,"pairs of grey thick-rimmed glasses",0,0,1,0,0,"A piece of grey facewear.","Grey Thick-rimmed Glasses"
103,464261,"Thick-rimmed Glasses","ui/icon/200000/200117.tex",0,"pair of red thick-rimmed glasses",0,"pairs of red thick-rimmed glasses",0,0,1,0,0,"A piece of red facewear.","Red Thick-rimmed Glasses"
104,529797,"Thick-rimmed Glasses","ui/icon/200000/200116.tex",0,"pair of blue thick-rimmed glasses",0,"pairs of blue thick-rimmed glasses",0,0,1,0,0,"A piece of blue facewear.","Blue Thick-rimmed Glasses"
105,595333,"Thick-rimmed Glasses","ui/icon/200000/200120.tex",0,"pair of green thick-rimmed glasses",0,"pairs of green thick-rimmed glasses",0,0,1,0,0,"A piece of green facewear.","Green Thick-rimmed Glasses"
106,660869,"Thick-rimmed Glasses","ui/icon/200000/200111.tex",0,"pair of brass thick-rimmed glasses",0,"pairs of brass thick-rimmed glasses",0,0,1,0,0,"A piece of brass facewear.","Brass Thick-rimmed Glasses"
107,726405,"Thick-rimmed Glasses","ui/icon/200000/200115.tex",0,"pair of purple thick-rimmed glasses",0,"pairs of purple thick-rimmed glasses",0,0,1,0,0,"A piece of purple facewear.","Purple Thick-rimmed Glasses"
108,791941,"Thick-rimmed Glasses","ui/icon/200000/200118.tex",0,"pair of brown thick-rimmed glasses",0,"pairs of brown thick-rimmed glasses",0,0,1,0,0,"A piece of brown facewear.","Brown Thick-rimmed Glasses"
109,71046,"Minstrel's Spectacles","ui/icon/200000/200073.tex",0,"pair of minstrel's spectacles",0,"pairs of minstrel's spectacles",0,0,1,0,0,"A piece of undyed facewear.","Minstrel's Spectacles"
110,136582,"Minstrel's Spectacles","ui/icon/200000/200077.tex",0,"pair of silver minstrel's spectacles",0,"pairs of silver minstrel's spectacles",0,0,1,0,0,"A piece of silver facewear.","Silver Minstrel's Spectacles"
111,202118,"Minstrel's Spectacles","ui/icon/200000/200076.tex",0,"pair of gold minstrel's spectacles",0,"pairs of gold minstrel's spectacles",0,0,1,0,0,"A piece of gold facewear.","Gold Minstrel's Spectacles"
112,267654,"Minstrel's Spectacles","ui/icon/200000/200078.tex",0,"pair of black minstrel's spectacles",0,"pairs of black minstrel's spectacles",0,0,1,0,0,"A piece of black facewear.","Black Minstrel's Spectacles"
113,333190,"Minstrel's Spectacles","ui/icon/200000/200083.tex",0,"pair of white minstrel's spectacles",0,"pairs of white minstrel's spectacles",0,0,1,0,0,"A piece of white facewear.","White Minstrel's Spectacles"
114,398726,"Minstrel's Spectacles","ui/icon/200000/200074.tex",0,"pair of grey minstrel's spectacles",0,"pairs of grey minstrel's spectacles",0,0,1,0,0,"A piece of grey facewear.","Grey Minstrel's Spectacles"
115,464262,"Minstrel's Spectacles","ui/icon/200000/200081.tex",0,"pair of red minstrel's spectacles",0,"pairs of red minstrel's spectacles",0,0,1,0,0,"A piece of red facewear.","Red Minstrel's Spectacles"
116,529798,"Minstrel's Spectacles","ui/icon/200000/200080.tex",0,"pair of blue minstrel's spectacles",0,"pairs of blue minstrel's spectacles",0,0,1,0,0,"A piece of blue facewear.","Blue Minstrel's Spectacles"
117,595334,"Minstrel's Spectacles","ui/icon/200000/200084.tex",0,"pair of green minstrel's spectacles",0,"pairs of green minstrel's spectacles",0,0,1,0,0,"A piece of green facewear.","Green Minstrel's Spectacles"
118,660870,"Minstrel's Spectacles","ui/icon/200000/200075.tex",0,"pair of brass minstrel's spectacles",0,"pairs of brass minstrel's spectacles",0,0,1,0,0,"A piece of brass facewear.","Brass Minstrel's Spectacles"
119,726406,"Minstrel's Spectacles","ui/icon/200000/200079.tex",0,"pair of purple minstrel's spectacles",0,"pairs of purple minstrel's spectacles",0,0,1,0,0,"A piece of purple facewear.","Purple Minstrel's Spectacles"
120,791942,"Minstrel's Spectacles","ui/icon/200000/200082.tex",0,"pair of brown minstrel's spectacles",0,"pairs of brown minstrel's spectacles",0,0,1,0,0,"A piece of brown facewear.","Brown Minstrel's Spectacles"
121,71047,"Pince-nez","ui/icon/200000/200121.tex",0,"pair of pince-nez",0,"pairs of pince-nez",0,0,1,0,0,"A piece of undyed facewear.","Pince-nez"
122,136583,"Pince-nez","ui/icon/200000/200122.tex",0,"pair of silver pince-nez",0,"pairs of silver pince-nez",0,0,1,0,0,"A piece of silver facewear.","Silver Pince-nez"
123,202119,"Pince-nez","ui/icon/200000/200123.tex",0,"pair of gold pince-nez",0,"pairs of gold pince-nez",0,0,1,0,0,"A piece of gold facewear.","Gold Pince-nez"
124,267655,"Pince-nez","ui/icon/200000/200124.tex",0,"pair of black pince-nez",0,"pairs of black pince-nez",0,0,1,0,0,"A piece of black facewear.","Black Pince-nez"
125,333191,"Pince-nez","ui/icon/200000/200125.tex",0,"pair of white pince-nez",0,"pairs of white pince-nez",0,0,1,0,0,"A piece of white facewear.","White Pince-nez"
126,398727,"Pince-nez","ui/icon/200000/200126.tex",0,"pair of grey pince-nez",0,"pairs of grey pince-nez",0,0,1,0,0,"A piece of grey facewear.","Grey Pince-nez"
127,464263,"Pince-nez","ui/icon/200000/200127.tex",0,"pair of red pince-nez",0,"pairs of red pince-nez",0,0,1,0,0,"A piece of red facewear.","Red Pince-nez"
128,529799,"Pince-nez","ui/icon/200000/200128.tex",0,"pair of blue pince-nez",0,"pairs of blue pince-nez",0,0,1,0,0,"A piece of blue facewear.","Blue Pince-nez"
129,595335,"Pince-nez","ui/icon/200000/200129.tex",0,"pair of green pince-nez",0,"pairs of green pince-nez",0,0,1,0,0,"A piece of green facewear.","Green Pince-nez"
130,660871,"Pince-nez","ui/icon/200000/200130.tex",0,"pair of brass pince-nez",0,"pairs of brass pince-nez",0,0,1,0,0,"A piece of brass facewear.","Brass Pince-nez"
131,726407,"Pince-nez","ui/icon/200000/200131.tex",0,"pair of purple pince-nez",0,"pairs of purple pince-nez",0,0,1,0,0,"A piece of purple facewear.","Purple Pince-nez"
132,791943,"Pince-nez","ui/icon/200000/200132.tex",0,"pair of brown pince-nez",0,"pairs of brown pince-nez",0,0,1,0,0,"A piece of brown facewear.","Brown Pince-nez"
133,71048,"Magnifiers","ui/icon/200000/200133.tex",0,"pair of magnifiers",0,"pairs of magnifiers",0,0,1,0,0,"A piece of undyed facewear.","Magnifiers"
134,136584,"Magnifiers","ui/icon/200000/200134.tex",0,"pair of silver magnifiers",0,"pairs of silver magnifiers",0,0,1,0,0,"A piece of silver facewear.","Silver Magnifiers"
135,202120,"Magnifiers","ui/icon/200000/200135.tex",0,"pair of gold magnifiers",0,"pairs of gold magnifiers",0,0,1,0,0,"A piece of gold facewear.","Gold Magnifiers"
136,267656,"Magnifiers","ui/icon/200000/200136.tex",0,"pair of black magnifiers",0,"pairs of black magnifiers",0,0,1,0,0,"A piece of black facewear.","Black Magnifiers"
137,333192,"Magnifiers","ui/icon/200000/200137.tex",0,"pair of white magnifiers",0,"pairs of white magnifiers",0,0,1,0,0,"A piece of white facewear.","White Magnifiers"
138,398728,"Magnifiers","ui/icon/200000/200138.tex",0,"pair of grey magnifiers",0,"pairs of grey magnifiers",0,0,1,0,0,"A piece of grey facewear.","Grey Magnifiers"
139,464264,"Magnifiers","ui/icon/200000/200139.tex",0,"pair of red magnifiers",0,"pairs of red magnifiers",0,0,1,0,0,"A piece of red facewear.","Red Magnifiers"
140,529800,"Magnifiers","ui/icon/200000/200140.tex",0,"pair of blue magnifiers",0,"pairs of blue magnifiers",0,0,1,0,0,"A piece of blue facewear.","Blue Magnifiers"
141,595336,"Magnifiers","ui/icon/200000/200141.tex",0,"pair of green magnifiers",0,"pairs of green magnifiers",0,0,1,0,0,"A piece of green facewear.","Green Magnifiers"
142,660872,"Magnifiers","ui/icon/200000/200142.tex",0,"pair of brass magnifiers",0,"pairs of brass magnifiers",0,0,1,0,0,"A piece of brass facewear.","Brass Magnifiers"
143,726408,"Magnifiers","ui/icon/200000/200143.tex",0,"pair of purple magnifiers",0,"pairs of purple magnifiers",0,0,1,0,0,"A piece of purple facewear.","Purple Magnifiers"
144,791944,"Magnifiers","ui/icon/200000/200144.tex",0,"pair of brown magnifiers",0,"pairs of brown magnifiers",0,0,1,0,0,"A piece of brown facewear.","Brown Magnifiers"
