key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1043,"Fixtures","Housing",12,255,,1,False,True,True,True,True,True,True,True,False
1044,"Outdoor Furnishings","Housing",12,255,,2,False,True,True,True,True,True,True,True,True
1045,"Indoor Furnishings","Housing",12,255,,3,False,True,True,True,True,True,True,True,True
1046,"Tables/Rugs","Housing",12,255,,4,False,True,True,True,True,True,True,True,False
1047,"Tabletop","Housing",12,255,,5,False,True,True,True,True,True,True,True,True
1048,"Wall-mounted","Housing",12,255,,6,False,True,True,True,True,True,True,True,False
1049,"Other","Housing",12,255,,7,False,False,False,False,False,False,False,True,False
1050,"Ameliance","Custom Deliveries",80,255,"Of Mothers and Merchants",3,False,True,True,True,True,True,True,True,True
1051,"Master Recipes (10)","Master Recipes",90,255,,89,True,True,True,True,True,True,True,True,True
1052,"Ornaments (2)","Others",73,255,,4,False,False,False,False,False,False,False,True,False
1053,"Anden","Custom Deliveries",80,255,"That's So Anden",2,False,True,True,True,True,True,True,True,True
1054,"Loporrit Quests","Society Quests",80,255,,5,False,True,True,True,True,True,True,True,True
1055,"Splendorous Tools","Sidequests",90,255,"An Original Improvement",96,False,True,True,True,True,True,True,True,True
1056,"Margrat","Custom Deliveries",80,255,"A Request of One's Own",1,False,True,True,True,True,True,True,True,True
1057,"91-100","Collectables",90,255,,6,False,True,True,True,True,True,True,True,True
1058,"Wachumeqimeqi","Class",90,255,"Your Friendly Neighborhood Metalworker",92,False,False,True,True,True,False,False,False,False
1059,"Wachumeqimeqi","Class",90,255,"Pameka, the Scrivener",91,False,True,False,False,False,True,True,False,False
1060,"Wachumeqimeqi","Class",90,255,"Blame It on My Juice",90,False,False,False,False,False,False,False,True,True
1061,"","",0,0,,0,False,False,False,False,False,False,False,False,False
1062,"","",0,0,,0,False,False,False,False,False,False,False,False,False
2000,"Coerthas","Regional Folklore",255,50,,12,False,True,True,True,True,True,True,True,True
2001,"Dravania","Regional Folklore",255,50,,11,False,True,True,True,True,True,True,True,True
2002,"Abalathia","Regional Folklore",255,50,,10,False,True,True,True,True,True,True,True,True
2003,"Gyr Abania","Regional Folklore",255,60,,9,False,True,True,True,True,True,True,True,True
2004,"Othard","Regional Folklore",255,60,,8,False,True,True,True,True,True,True,True,True
2005,"Norvrandt","Regional Folklore",255,70,,7,False,True,True,True,True,True,True,True,True
2006,"Ishgard Restoration","Sidequests",255,1,,3,False,True,True,True,True,True,True,True,True
2007,"Skysteel Tools","Sidequests",255,80,"Mislaid Plans",2,False,True,True,True,True,True,True,True,True
2008,"50-70","Collectables",255,50,"Inscrutable Tastes",4,False,True,True,True,True,True,True,True,True
2009,"71-80","Collectables",255,70,"Inscrutable Tastes",3,False,True,True,True,True,True,True,True,True
2010,"Ilsabard/Northern Empty","Regional Folklore",255,80,,6,False,True,True,True,True,True,True,True,True
2011,"Sea of Stars","Regional Folklore",255,80,"A Trip to the Moon",5,False,True,True,True,True,True,True,True,True
2012,"World Unsundered","Regional Folklore",255,80,"Hope Upon a Flower",4,False,True,True,True,True,True,True,True,True
2013,"81-90","Collectables",255,80,"Inscrutable Tastes",2,False,True,True,True,True,True,True,True,True
2014,"Splendorous Tools","Sidequests",255,90,"An Original Improvement",1,False,True,True,True,True,True,True,True,True
2015,"Yok Tural","Regional Folklore",255,90,,3,False,True,True,True,True,True,True,True,True
2016,"Xak Tural","Regional Folklore",255,90,,2,False,True,True,True,True,True,True,True,True
2017,"Alexandria","Regional Folklore",255,90,"All Aboard",1,False,True,True,True,True,True,True,True,True
2018,"91-100","Collectables",255,90,"Inscrutable Tastes",1,False,True,True,True,True,True,True,True,True
2019,"","",0,0,,0,False,False,False,False,False,False,False,False,False
