key,0,1,2
47,"Deathfrog Medium","ninja","Hellfrog Medium"
48,"Tenri Jindo","ninja","Ten Chi Jin"
49,"Higanbana","samurai","Iaijutsu"
50,"Tenka Goken","samurai","Iaijutsu"
51,"Midare Setsugekka","samurai","Iaijutsu"
52,"Kaeshi: Goken","samurai","Tsubame-gaeshi"
53,"Kaeshi: Setsugekka","samurai","Tsubame-gaeshi"
54,"Kaeshi: Namikiri","samurai","Tsubame-gaeshi"
55,"Tendo Goken","samurai","Iaijutsu"
56,"Tendo Setsugekka","samurai","Iaijutsu"
57,"Tendo Kaeshi Goken","samurai","Tsubame-gaeshi"
58,"Tendo Kaeshi Setsugekka","samurai","Tsubame-gaeshi"
59,"Unveiled Gibbet","reaper","Blood Stalk"
60,"Unveiled Gallows","reaper","Blood Stalk"
61,"Regress","reaper","Hell's Ingress"
62,"Regress",,"Hell's Egress"
63,"Void Reaping","reaper","Gibbet"
64,"Cross Reaping","reaper","Gallows"
65,"Grim Reaping","reaper","Guillotine"
66,"Harvest Moon","reaper","Soulsow"
67,"Lemure's Slice","reaper","Blood Stalk"
68,"Lemure's Scythe","reaper","Grim Swathe"
69,"Sacrificium","reaper","Gluttony"
70,"Executioner's Gibbet","reaper","Gibbet"
71,"Executioner's Gallows","reaper","Gallows"
72,"Executioner's Guillotine","reaper","Guillotine"
73,"Perfectio","reaper","Communio"
74,"Pitch Perfect","bard","the Wanderer's Minuet"
75,"Blast Arrow","bard","Apex Arrow"
76,"Rook Overload","machinist","Rook Overdrive"
77,"Detonator","machinist","Wildfire"
78,"Arm Punch","machinist",""
79,"Roller Dash","machinist",""
80,"Pile Bunker","machinist",""
81,"Crowned Collider","machinist",""
82,"Excavator","machinist","Chain Saw"
83,"Emboite","dancer",""
84,"Entrechat","dancer",""
85,"Jete","dancer",""
86,"Pirouette","dancer",""
87,"Standard Finish","dancer","Standard Step"
88,"Single Standard Finish",,"Standard Step"
89,"Double Standard Finish",,"Standard Step"
90,"Technical Finish","dancer","Technical Step"
91,"Single Technical Finish",,"Technical Step"
92,"Double Technical Finish",,"Technical Step"
93,"Triple Technical Finish",,"Technical Step"
94,"Quadruple Technical Finish",,"Technical Step"
95,"Improvised Finish","dancer","Improvisation"
96,"Tillana","dancer","Technical Step"
97,"Finishing Move","dancer","Standard Step"
98,"Dance of the Dawn","dancer","Saber Dance"
99,"Paradox","black mage","Fire"
100,"Astral Impulse","summoner","Ruin III"
101,"Astral Flare","summoner","Outburst"
102,"Deathflare","summoner","Astral Flow"
103,"Wyrmwave","summoner",""
104,"Akh Morn","summoner","Enkindle Bahamut"
105,"Ruby Rite","summoner","Gemshine"
106,"Topaz Rite","summoner","Gemshine"
107,"Emerald Rite","summoner","Gemshine"
108,"Fountain of Fire","summoner","Ruin III"
109,"Brand of Purgatory","summoner","Outburst"
110,"Summon Phoenix","summoner","Aethercharge"
111,"Everlasting Flight","summoner",""
112,"Rekindle","summoner","Astral Flow"
113,"Scarlet Flame","summoner",""
114,"Enkindle Phoenix","summoner","Enkindle Bahamut"
115,"Revelation","summoner",""
116,"Ruby Catastrophe","summoner","Precious Brilliance"
117,"Topaz Catastrophe","summoner","Precious Brilliance"
118,"Emerald Catastrophe","summoner","Precious Brilliance"
119,"Crimson Cyclone","summoner","Astral Flow"
120,"Crimson Strike","summoner","Crimson Cyclone"
121,"Mountain Buster","summoner","Astral Flow"
122,"Slipstream","summoner","Astral Flow"
123,"Umbral Impulse","summoner","Ruin III"
124,"Umbral Flare","summoner","Outburst"
125,"Summon Solar Bahamut","summoner","Aethercharge"
126,"Sunflare","summoner","Astral Flow"
127,"Luxwave","summoner",""
128,"Enkindle Solar Bahamut","summoner","Enkindle Bahamut"
129,"Exodus","summoner",""
130,"Enchanted Riposte","red mage","Riposte"
131,"Enchanted Zwerchhau","red mage","Zwerchhau"
132,"Enchanted Redoublement","red mage","Redoublement"
133,"Enchanted Moulinet","red mage","Moulinet"
134,"Enchanted Moulinet Deux","red mage","Enchanted Moulinet"
135,"Enchanted Moulinet Trois","red mage","Enchanted Moulinet"
136,"Verflare","red mage","Verthunder"
137,"Verholy","red mage","Veraero"
138,"Enchanted Reprise","red mage","Reprise"
139,"Scorch","red mage","Jolt II"
140,"Resolution","red mage","Scorch"
141,"Grand Impact","red mage",""
142,"Prefulgence","red mage","Manafication"
143,"Manifestation","scholar","Adloquium"
144,"Accession","scholar","Succor"
145,"Emergency Tactics",,"Emergency Tactics"
146,"Umbral Draw","astrologian","Astral Draw"
147,"the Balance","astrologian","Play I"
148,"the Arrow","astrologian","Play II"
149,"the Spire","astrologian","Play III"
150,"the Spear","astrologian","Play I"
151,"the Bole","astrologian","Play II"
152,"the Ewer","astrologian","Play III"
153,"Stellar Detonation",,"Earthly Star"
154,"Horoscope",,"Horoscope"
155,"Lord of Crowns","astrologian","Minor Arcana"
156,"Lady of Crowns","astrologian","Minor Arcana"
157,"Eukrasian Diagnosis","sage","Diagnosis"
158,"Eukrasian Prognosis","sage","Prognosis"
159,"Eukrasian Dosis","sage","Dosis"
160,"Eukrasian Dosis II","sage","Dosis II"
161,"Eukrasian Dosis III","sage","Dosis III"
162,"Eukrasian Dyskrasia","sage","Dyskrasia II"
163,"Eukrasian Prognosis II","sage","Eukrasian Prognosis"
164,"Hunter's Sting","viper","Steel Fangs"
165,"Swiftskin's Sting","viper","Reaving Fangs"
166,"Flanksting Strike","viper","Steel Fangs"
167,"Flanksbane Fang","viper","Steel Fangs"
168,"Hindsting Strike","viper","Reaving Fangs"
169,"Hindsbane Fang","viper","Reaving Fangs"
170,"Hunter's Bite","viper","Steel Maw"
171,"Swiftskin's Bite","viper","Reaving Maw"
172,"Jagged Maw","viper","Steel Maw"
173,"Bloodied Maw","viper","Reaving Maw"
174,"Death Rattle","viper","Serpent's Tail"
175,"Last Lash","viper","Serpent's Tail"
176,"Twinfang Bite","viper","Twinfang"
177,"Twinblood Bite","viper","Twinblood"
178,"Twinfang Thresh","viper","Twinfang"
179,"Twinblood Thresh","viper","Twinblood"
180,"First Generation","viper","Steel Fangs"
181,"Second Generation","viper","Reaving Fangs"
182,"Third Generation","viper","Hunter's Coil"
183,"Fourth Generation","viper","Swiftskin's Coil"
184,"Uncoiled Twinfang","viper","Twinfang"
185,"Uncoiled Twinblood","viper","Twinblood"
186,"Ouroboros","viper","Reawaken"
187,"First Legacy","viper","Serpent's Tail"
188,"Second Legacy","viper","Serpent's Tail"
189,"Third Legacy","viper","Serpent's Tail"
190,"Fourth Legacy","viper","Serpent's Tail"
191,"Aero in Green","pictomancer","Fire in Red"
192,"Water in Blue","pictomancer","Fire in Red"
193,"Pom Motif","pictomancer","Creature Motif"
194,"Wing Motif","pictomancer","Creature Motif"
195,"Pom Muse","pictomancer","Living Muse"
196,"Winged Muse","pictomancer","Living Muse"
197,"Aero II in Green","pictomancer","Fire II in Red"
198,"Water II in Blue","pictomancer","Fire II in Red"
199,"Hammer Motif","pictomancer","Weapon Motif"
200,"Striking Muse","pictomancer","Steel Muse"
201,"Stone in Yellow","pictomancer","Blizzard in Cyan"
202,"Thunder in Magenta","pictomancer","Blizzard in Cyan"
203,"Stone II in Yellow","pictomancer","Blizzard II in Cyan"
204,"Thunder II in Magenta","pictomancer","Blizzard II in Cyan"
205,"Starry Sky Motif","pictomancer","Landscape Motif"
206,"Starry Muse","pictomancer","Scenic Muse"
207,"Hammer Brush","pictomancer","Hammer Stamp"
208,"Polishing Hammer","pictomancer","Hammer Stamp"
209,"Claw Motif","pictomancer","Creature Motif"
210,"Maw Motif","pictomancer","Creature Motif"
211,"Clawed Muse","pictomancer","Living Muse"
212,"Fanged Muse","pictomancer","Living Muse"
213,"Retribution of the Madeen","pictomancer","Mog of the Ages"
214,"","adventurer",""
215,"","adventurer",""
216,"","adventurer",""
217,"","adventurer",""
218,"","adventurer",""
219,"","adventurer",""
220,"","adventurer",""
221,"","adventurer",""
222,"","adventurer",""
223,"","adventurer",""
224,"","adventurer",""
225,"","adventurer",""
226,"","adventurer",""
227,"","adventurer",""
228,"","adventurer",""
229,"","adventurer",""
230,"","adventurer",""
231,"","adventurer",""
232,"","adventurer",""
233,"","adventurer",""
234,"","adventurer",""
235,"","adventurer",""
236,"","adventurer",""
237,"","adventurer",""
238,"","adventurer",""
239,"","adventurer",""
240,"","adventurer",""
241,"","adventurer",""
242,"","adventurer",""
243,"","adventurer",""
244,"","adventurer",""
245,"","adventurer",""
246,"","adventurer",""
247,"","adventurer",""
248,"","adventurer",""
249,"","adventurer",""
250,"","adventurer",""
