key,0,1,2,3,4,5,6,7
38,"Gigantoad Skin",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
39,"Bomb Ash",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
40,"Puk Egg",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
41,"Night Milk",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
42,"Orobon Liver",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
43,"Blue Yarzon Leg",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
44,"Cactuar Needle",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
45,"Sandworm Fang",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
46,"Blue Landtrap Leaf",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
47,"Morbol Vine",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
48,"Formic Acid",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
49,"Raptor Shank",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
50,"Hippogryph Sinew",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
51,"Boar Hide",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
52,"Peiste Skin",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
53,"Fleece",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
54,"Spoken Blood",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
55,"Karakul Skin",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
56,"Grenade Ash",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
57,"Raptor Sinew",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
58,"Ochu Vine",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
59,"Pudding Flesh",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
60,"Basilisk Egg",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
61,"Buffalo Sirloin",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
62,"Apkallu Egg",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
63,"Apkallu Down",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
64,"Ahriman Wing",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
65,"Eft Tail",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
66,"Raptor Skin",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
67,"Snurble Tufts",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
68,"Ogre Horn",5,7,10,12,15,"Diadochos Sword","Diadochos Sword"
69,"Copper Ore",15,20,30,40,50,"Copper Ore","Diadochos Sword"
70,"Fire Shard",60,80,100,110,120,"Fire Shard","Diadochos Sword"
71,"Ice Shard",60,80,100,110,120,"Ice Shard","Diadochos Sword"
72,"Wind Shard",60,80,100,110,120,"Wind Shard","Diadochos Sword"
73,"Earth Shard",60,80,100,110,120,"Earth Shard","Diadochos Sword"
74,"Lightning Shard",60,80,100,110,120,"Lightning Shard","Diadochos Sword"
75,"Water Shard",60,80,100,110,120,"Water Shard","Diadochos Sword"
76,"Muddy Water",15,20,30,40,50,"Muddy Water","Diadochos Sword"
77,"Bone Chip",15,20,30,40,50,"Bone Chip","Diadochos Sword"
78,"Tin Ore",15,20,30,40,50,"Tin Ore","Diadochos Sword"
79,"Raw Sunstone",15,20,30,40,50,"Raw Sunstone","Diadochos Sword"
80,"Raw Lapis Lazuli",15,20,30,40,50,"Raw Lapis Lazuli","Diadochos Sword"
81,"Soiled Femur",15,20,30,40,50,"Soiled Femur","Diadochos Sword"
82,"Zinc Ore",15,20,30,40,50,"Zinc Ore","Diadochos Sword"
83,"Obsidian",15,20,30,40,50,"Obsidian","Diadochos Sword"
84,"Potter's Clay",15,20,30,40,50,"Potter's Clay","Diadochos Sword"
85,"Fine Sand",15,20,30,40,50,"Fine Sand","Diadochos Sword"
86,"Copper Sand",15,20,30,40,50,"Copper Sand","Diadochos Sword"
87,"Rock Salt",15,20,30,40,50,"Rock Salt","Diadochos Sword"
88,"Ragstone",15,20,30,40,50,"Ragstone","Diadochos Sword"
89,"Iron Ore",15,20,30,40,50,"Iron Ore","Diadochos Sword"
90,"Iron Sand",15,20,30,40,50,"Iron Sand","Diadochos Sword"
91,"Cinnabar",15,20,30,40,50,"Cinnabar","Diadochos Sword"
92,"Raw Malachite",15,20,30,40,50,"Raw Malachite","Diadochos Sword"
93,"Raw Sphene",15,20,30,40,50,"Raw Sphene","Diadochos Sword"
94,"Raw Fluorite",15,20,30,40,50,"Raw Fluorite","Diadochos Sword"
95,"Limestone",15,20,30,40,50,"Limestone","Diadochos Sword"
96,"Raw Danburite",15,20,30,40,50,"Raw Danburite","Diadochos Sword"
97,"Sunrise Tellin",15,20,30,40,50,"Sunrise Tellin","Diadochos Sword"
98,"Alumen",15,20,30,40,50,"Alumen","Diadochos Sword"
99,"Beryllium Ore",3,5,7,8,9,"Beryllium Ore","Diadochos Sword"
100,"Mudstone",15,20,30,40,50,"Mudstone","Diadochos Sword"
101,"Earth Rock",15,20,30,40,50,"Earth Rock","Diadochos Sword"
102,"Silver Sand",15,20,30,40,50,"Silver Sand","Diadochos Sword"
103,"Fire Rock",15,20,30,40,50,"Fire Rock","Diadochos Sword"
104,"Ice Rock",15,20,30,40,50,"Ice Rock","Diadochos Sword"
105,"Effervescent Water",15,20,30,40,50,"Effervescent Water","Diadochos Sword"
106,"Wind Rock",15,20,30,40,50,"Wind Rock","Diadochos Sword"
107,"Lightning Rock",15,20,30,40,50,"Lightning Rock","Diadochos Sword"
108,"Silver Ore",15,20,30,40,50,"Silver Ore","Diadochos Sword"
109,"Water Rock",15,20,30,40,50,"Water Rock","Diadochos Sword"
110,"Bomb Ash",15,20,30,40,50,"Bomb Ash","Diadochos Sword"
111,"Fire Crystal",30,60,100,110,120,"Fire Crystal","Diadochos Sword"
112,"Ice Crystal",30,60,100,110,120,"Ice Crystal","Diadochos Sword"
113,"Wind Crystal",30,60,100,110,120,"Wind Crystal","Diadochos Sword"
114,"Earth Crystal",30,60,100,110,120,"Earth Crystal","Diadochos Sword"
115,"Lightning Crystal",30,60,100,110,120,"Lightning Crystal","Diadochos Sword"
116,"Water Crystal",30,60,100,110,120,"Water Crystal","Diadochos Sword"
117,"Silex",15,20,30,40,50,"Silex","Diadochos Sword"
118,"Wyvern Obsidian",15,20,30,40,50,"Wyvern Obsidian","Diadochos Sword"
119,"Blue Pigment",15,20,30,40,50,"Blue Pigment","Diadochos Sword"
120,"Red Pigment",15,20,30,40,50,"Red Pigment","Diadochos Sword"
121,"Yellow Pigment",15,20,30,40,50,"Yellow Pigment","Diadochos Sword"
122,"Grey Pigment",15,20,30,40,50,"Grey Pigment","Diadochos Sword"
123,"Brown Pigment",15,20,30,40,50,"Brown Pigment","Diadochos Sword"
124,"Green Pigment",15,20,30,40,50,"Green Pigment","Diadochos Sword"
125,"Purple Pigment",15,20,30,40,50,"Purple Pigment","Diadochos Sword"
126,"Brimstone",15,20,30,40,50,"Brimstone","Diadochos Sword"
127,"Sandalwood Sap",3,5,7,8,9,"Sandalwood Sap","Diadochos Sword"
128,"Siltstone",15,20,30,40,50,"Siltstone","Diadochos Sword"
129,"Grade 1 La Noscean Topsoil",5,7,10,12,15,"Grade 1 La Noscean Topsoil","Diadochos Sword"
130,"Grade 1 Shroud Topsoil",5,7,10,12,15,"Grade 1 Shroud Topsoil","Diadochos Sword"
131,"Grade 1 Thanalan Topsoil",5,7,10,12,15,"Grade 1 Thanalan Topsoil","Diadochos Sword"
132,"Raw Garnet",15,20,30,40,50,"Raw Garnet","Diadochos Sword"
133,"Granite",15,20,30,40,50,"Granite","Diadochos Sword"
134,"Raw Heliodor",15,20,30,40,50,"Raw Heliodor","Diadochos Sword"
135,"Raw Goshenite",15,20,30,40,50,"Raw Goshenite","Diadochos Sword"
136,"Raw Peridot",15,20,30,40,50,"Raw Peridot","Diadochos Sword"
137,"Mythril Sand",15,20,30,40,50,"Mythril Sand","Diadochos Sword"
138,"Mythril Ore",15,20,30,40,50,"Mythril Ore","Diadochos Sword"
139,"Raw Amethyst",15,20,30,40,50,"Raw Amethyst","Diadochos Sword"
140,"Raw Aquamarine",15,20,30,40,50,"Raw Aquamarine","Diadochos Sword"
141,"Raw Tourmaline",15,20,30,40,50,"Raw Tourmaline","Diadochos Sword"
142,"Raw Spinel",15,20,30,40,50,"Raw Spinel","Diadochos Sword"
143,"Raw Zircon",15,20,30,40,50,"Raw Zircon","Diadochos Sword"
144,"Jade",15,20,30,40,50,"Jade","Diadochos Sword"
145,"Black Alumen",15,20,30,40,50,"Black Alumen","Diadochos Sword"
146,"Grenade Ash",15,20,30,40,50,"Grenade Ash","Diadochos Sword"
147,"Grade 2 La Noscean Topsoil",1,2,3,4,5,"Grade 2 La Noscean Topsoil","Diadochos Sword"
148,"Grade 2 Shroud Topsoil",1,2,3,4,5,"Grade 2 Shroud Topsoil","Diadochos Sword"
149,"Grade 2 Thanalan Topsoil",1,2,3,4,5,"Grade 2 Thanalan Topsoil","Diadochos Sword"
150,"Raw Turquoise",15,20,30,40,50,"Raw Turquoise","Diadochos Sword"
151,"Electrum Sand",15,20,30,40,50,"Electrum Sand","Diadochos Sword"
152,"Electrum Ore",15,20,30,40,50,"Electrum Ore","Diadochos Sword"
153,"Raw Amber",15,20,30,40,50,"Raw Amber","Diadochos Sword"
154,"Raw Rubellite",15,20,30,40,50,"Raw Rubellite","Diadochos Sword"
155,"Marble",15,20,30,40,50,"Marble","Diadochos Sword"
156,"Basilisk Egg",15,20,30,40,50,"Basilisk Egg","Diadochos Sword"
157,"Cobalt Ore",15,20,30,40,50,"Cobalt Ore","Diadochos Sword"
158,"Adamantoise Shell",15,20,30,40,50,"Adamantoise Shell","Diadochos Sword"
159,"Ogre Horn",15,20,30,40,50,"Ogre Horn","Diadochos Sword"
160,"Sweetmeat Mussel",1,2,3,4,5,"Diadochos Sword","Sweetmeat Mussel"
161,"Latex",15,20,30,40,50,"Latex","Diadochos Sword"
162,"Fire Shard",60,80,100,110,120,"Fire Shard","Diadochos Sword"
163,"Ice Shard",60,80,100,110,120,"Ice Shard","Diadochos Sword"
164,"Wind Shard",60,80,100,110,120,"Wind Shard","Diadochos Sword"
165,"Earth Shard",60,80,100,110,120,"Earth Shard","Diadochos Sword"
166,"Lightning Shard",60,80,100,110,120,"Lightning Shard","Diadochos Sword"
167,"Water Shard",60,80,100,110,120,"Water Shard","Diadochos Sword"
168,"Allagan Snail",15,20,30,40,50,"Allagan Snail","Diadochos Sword"
169,"Maple Sap",15,20,30,40,50,"Maple Sap","Diadochos Sword"
170,"Maple Log",15,20,30,40,50,"Maple Log","Diadochos Sword"
171,"Cinnamon",15,20,30,40,50,"Cinnamon","Diadochos Sword"
172,"Beehive Chip",15,20,30,40,50,"Beehive Chip","Diadochos Sword"
173,"Maple Branch",15,20,30,40,50,"Maple Branch","Diadochos Sword"
174,"Tinolqa Mistletoe",15,20,30,40,50,"Tinolqa Mistletoe","Diadochos Sword"
175,"Cock Feather",15,20,30,40,50,"Cock Feather","Diadochos Sword"
176,"La Noscean Orange",15,20,30,40,50,"La Noscean Orange","Diadochos Sword"
177,"La Noscean Orange Seeds",1,1,1,1,1,"La Noscean Orange Seeds","Diadochos Sword"
178,"Ash Log",15,20,30,40,50,"Ash Log","Diadochos Sword"
179,"Ash Branch",15,20,30,40,50,"Ash Branch","Diadochos Sword"
180,"Kukuru Bean",15,20,30,40,50,"Kukuru Bean","Diadochos Sword"
181,"Crow Feather",15,20,30,40,50,"Crow Feather","Diadochos Sword"
182,"Cloves",15,20,30,40,50,"Cloves","Diadochos Sword"
183,"Moko Grass",15,20,30,40,50,"Moko Grass","Diadochos Sword"
184,"Yellow Ginseng",15,20,30,40,50,"Yellow Ginseng","Diadochos Sword"
185,"Chanterelle",15,20,30,40,50,"Chanterelle","Diadochos Sword"
186,"Lowland Grapes",15,20,30,40,50,"Lowland Grapes","Diadochos Sword"
187,"Rye",15,20,30,40,50,"Rye","Diadochos Sword"
188,"Sunset Wheat",15,20,30,40,50,"Sunset Wheat","Diadochos Sword"
189,"Garlean Garlic",15,20,30,40,50,"Garlean Garlic","Diadochos Sword"
190,"Elm Log",15,20,30,40,50,"Elm Log","Diadochos Sword"
191,"Wild Onion",15,20,30,40,50,"Wild Onion","Diadochos Sword"
192,"Lavender",15,20,30,40,50,"Lavender","Diadochos Sword"
193,"Straw",15,20,30,40,50,"Straw","Diadochos Sword"
194,"Grass Viper",15,20,30,40,50,"Grass Viper","Diadochos Sword"
195,"Humus",15,20,30,40,50,"Humus","Diadochos Sword"
196,"Coerthan Carrot",15,20,30,40,50,"Coerthan Carrot","Diadochos Sword"
197,"Ogre Pumpkin",15,20,30,40,50,"Ogre Pumpkin","Diadochos Sword"
198,"Carnation",15,20,30,40,50,"Carnation","Diadochos Sword"
199,"La Noscean Lettuce",15,20,30,40,50,"La Noscean Lettuce","Diadochos Sword"
200,"Cinderfoot Olive",15,20,30,40,50,"Cinderfoot Olive","Diadochos Sword"
201,"Cotton Boll",15,20,30,40,50,"Cotton Boll","Diadochos Sword"
202,"Cieldalaes Spinach",15,20,30,40,50,"Cieldalaes Spinach","Diadochos Sword"
203,"Black Pepper",15,20,30,40,50,"Black Pepper","Diadochos Sword"
204,"Ruby Tomato",15,20,30,40,50,"Ruby Tomato","Diadochos Sword"
205,"Alpine Parsnip",15,20,30,40,50,"Alpine Parsnip","Diadochos Sword"
206,"Highland Parsley",15,20,30,40,50,"Highland Parsley","Diadochos Sword"
207,"Marjoram",15,20,30,40,50,"Marjoram","Diadochos Sword"
208,"Paprika",15,20,30,40,50,"Paprika","Diadochos Sword"
209,"Faerie Apple",15,20,30,40,50,"Faerie Apple","Diadochos Sword"
210,"Galago Mint",15,20,30,40,50,"Galago Mint","Diadochos Sword"
211,"Paprika Seeds",1,1,1,1,1,"Paprika Seeds","Diadochos Sword"
212,"Faerie Apple Seeds",1,1,1,1,1,"Faerie Apple Seeds","Diadochos Sword"
213,"Sun Lemon",15,20,30,40,50,"Sun Lemon","Diadochos Sword"
214,"Lalafellin Lentil",15,20,30,40,50,"Lalafellin Lentil","Diadochos Sword"
215,"Sun Lemon Seeds",1,1,1,1,1,"Sun Lemon Seeds","Diadochos Sword"
216,"Belladonna",15,20,30,40,50,"Belladonna","Diadochos Sword"
217,"Nopales",15,20,30,40,50,"Nopales","Diadochos Sword"
218,"Popoto",15,20,30,40,50,"Popoto","Diadochos Sword"
219,"Popoto Set",1,1,1,1,1,"Popoto Set","Diadochos Sword"
220,"Yew Log",15,20,30,40,50,"Yew Log","Diadochos Sword"
221,"Gil Bun",15,20,30,40,50,"Gil Bun","Diadochos Sword"
222,"Yew Branch",15,20,30,40,50,"Yew Branch","Diadochos Sword"
223,"Island Seedling",15,20,30,40,50,"Island Seedling","Diadochos Sword"
224,"Shroud Seedling",15,20,30,40,50,"Shroud Seedling","Diadochos Sword"
225,"Desert Seedling",15,20,30,40,50,"Desert Seedling","Diadochos Sword"
226,"White Scorpion",15,20,30,40,50,"White Scorpion","Diadochos Sword"
227,"Fireheart Cobalt",3,5,7,8,9,"Fireheart Cobalt","Diadochos Sword"
228,"Pixie Plums",15,20,30,40,50,"Pixie Plums","Diadochos Sword"
229,"Gridanian Walnut",15,20,30,40,50,"Gridanian Walnut","Diadochos Sword"
230,"Pixie Plum Seeds",1,1,1,1,1,"Pixie Plum Seeds","Diadochos Sword"
231,"Button Mushroom",15,20,30,40,50,"Button Mushroom","Diadochos Sword"
232,"Noble Grapes",15,20,30,40,50,"Noble Grapes","Diadochos Sword"
233,"Matron's Mistletoe",15,20,30,40,50,"Matron's Mistletoe","Diadochos Sword"
234,"Ala Mhigan Mustard",15,20,30,40,50,"Ala Mhigan Mustard","Diadochos Sword"
235,"Ala Mhigan Mustard Seeds",1,1,1,1,1,"Ala Mhigan Mustard Seeds","Diadochos Sword"
236,"Walnut Log",15,20,30,40,50,"Walnut Log","Diadochos Sword"
237,"Chamomile",15,20,30,40,50,"Chamomile","Diadochos Sword"
238,"Pearl Ginger",15,20,30,40,50,"Pearl Ginger","Diadochos Sword"
239,"Pearl Ginger Root",1,1,1,1,1,"Pearl Ginger Root","Diadochos Sword"
240,"Chamomile Seeds",1,1,1,1,1,"Chamomile Seeds","Diadochos Sword"
241,"Sticky Rice",15,20,30,40,50,"Sticky Rice","Diadochos Sword"
242,"Millioncorn",15,20,30,40,50,"Millioncorn","Diadochos Sword"
243,"Millioncorn Seeds",1,1,1,1,1,"Millioncorn Seeds","Diadochos Sword"
244,"Jade Peas",15,20,30,40,50,"Jade Peas","Diadochos Sword"
245,"Fire Crystal",30,60,100,110,120,"Fire Crystal","Diadochos Sword"
246,"Ice Crystal",30,60,100,110,120,"Ice Crystal","Diadochos Sword"
247,"Wind Crystal",30,60,100,110,120,"Wind Crystal","Diadochos Sword"
248,"Earth Crystal",30,60,100,110,120,"Earth Crystal","Diadochos Sword"
249,"Lightning Crystal",30,60,100,110,120,"Lightning Crystal","Diadochos Sword"
250,"Water Crystal",30,60,100,110,120,"Water Crystal","Diadochos Sword"
251,"Wizard Eggplant",15,20,30,40,50,"Wizard Eggplant","Diadochos Sword"
252,"Wizard Eggplant Seeds",1,1,1,1,1,"Wizard Eggplant Seeds","Diadochos Sword"
253,"Midland Cabbage",15,20,30,40,50,"Midland Cabbage","Diadochos Sword"
254,"Midland Cabbage Seeds",1,1,1,1,1,"Midland Cabbage Seeds","Diadochos Sword"
255,"Blue Pigment",15,20,30,40,50,"Blue Pigment","Diadochos Sword"
256,"Red Pigment",15,20,30,40,50,"Red Pigment","Diadochos Sword"
257,"Yellow Pigment",15,20,30,40,50,"Yellow Pigment","Diadochos Sword"
258,"Grey Pigment",15,20,30,40,50,"Grey Pigment","Diadochos Sword"
259,"Brown Pigment",15,20,30,40,50,"Brown Pigment","Diadochos Sword"
260,"Green Pigment",15,20,30,40,50,"Green Pigment","Diadochos Sword"
261,"Purple Pigment",15,20,30,40,50,"Purple Pigment","Diadochos Sword"
262,"Chocobo Feather",15,20,30,40,50,"Chocobo Feather","Diadochos Sword"
263,"Alligator Pear",15,20,30,40,50,"Alligator Pear","Diadochos Sword"
264,"Moor Leech",15,20,30,40,50,"Moor Leech","Diadochos Sword"
265,"Purpure Shell Chip",3,5,7,8,9,"Purpure Shell Chip","Diadochos Sword"
266,"Flax",15,20,30,40,50,"Flax","Diadochos Sword"
267,"Oak Branch",15,20,30,40,50,"Oak Branch","Diadochos Sword"
268,"Linseed",1,1,1,1,1,"Linseed","Diadochos Sword"
269,"Oak Log",15,20,30,40,50,"Oak Log","Diadochos Sword"
270,"Aloe",15,20,30,40,50,"Aloe","Diadochos Sword"
271,"Midland Basil",15,20,30,40,50,"Midland Basil","Diadochos Sword"
272,"Midland Basil Seeds",1,1,1,1,1,"Midland Basil Seeds","Diadochos Sword"
273,"Mandrake",15,20,30,40,50,"Mandrake","Diadochos Sword"
274,"Bloodgrass",15,20,30,40,50,"Bloodgrass","Diadochos Sword"
275,"White Truffle",15,20,30,40,50,"White Truffle","Diadochos Sword"
276,"Mandrake Seeds",1,1,1,1,1,"Mandrake Seeds","Diadochos Sword"
277,"Salt Leek",15,20,30,40,50,"Salt Leek","Diadochos Sword"
278,"Wildfowl Feather",15,20,30,40,50,"Wildfowl Feather","Diadochos Sword"
279,"Laurel",15,20,30,40,50,"Laurel","Diadochos Sword"
280,"Tarantula",15,20,30,40,50,"Tarantula","Diadochos Sword"
281,"Dragon Pepper",15,20,30,40,50,"Dragon Pepper","Diadochos Sword"
282,"Desert Saffron",15,20,30,40,50,"Desert Saffron","Diadochos Sword"
283,"Blood Currants",15,20,30,40,50,"Blood Currants","Diadochos Sword"
284,"Iron Acorn",15,20,30,40,50,"Iron Acorn","Diadochos Sword"
285,"Blood Currant Seeds",1,1,1,1,1,"Blood Currant Seeds","Diadochos Sword"
286,"Mahogany Log",15,20,30,40,50,"Mahogany Log","Diadochos Sword"
287,"Mugwort",15,20,30,40,50,"Mugwort","Diadochos Sword"
288,"Maiden Artichoke",15,20,30,40,50,"Maiden Artichoke","Diadochos Sword"
289,"Ramhorn Zucchini",15,20,30,40,50,"Ramhorn Zucchini","Diadochos Sword"
290,"Thyme",15,20,30,40,50,"Thyme","Diadochos Sword"
291,"Nutmeg",15,20,30,40,50,"Nutmeg","Diadochos Sword"
292,"Almonds",15,20,30,40,50,"Almonds","Diadochos Sword"
293,"Almond Seeds",1,1,1,1,1,"Almond Seeds","Diadochos Sword"
294,"Sagolii Sage",15,20,30,40,50,"Sagolii Sage","Diadochos Sword"
295,"Mirror Apple",15,20,30,40,50,"Mirror Apple","Diadochos Sword"
296,"Black Scorpion",15,20,30,40,50,"Black Scorpion","Diadochos Sword"
297,"Mirror Apple Seeds",1,1,1,1,1,"Mirror Apple Seeds","Diadochos Sword"
298,"Rolanberry",15,20,30,40,50,"Rolanberry","Diadochos Sword"
299,"Rolanberry Seeds",1,1,1,1,1,"Rolanberry Seeds","Diadochos Sword"
300,"Mistletoe",15,20,30,40,50,"Mistletoe","Diadochos Sword"
301,"Dart Frog",15,20,30,40,50,"Dart Frog","Diadochos Sword"
302,"Rosewood Log",15,20,30,40,50,"Rosewood Log","Diadochos Sword"
303,"Rosewood Branch",15,20,30,40,50,"Rosewood Branch","Diadochos Sword"
304,"Thanalan Tea Leaves",15,20,30,40,50,"Thanalan Tea Leaves","Diadochos Sword"
305,"Lava Toad",15,20,30,40,50,"Lava Toad","Diadochos Sword"
306,"Maiden Grass",15,20,30,40,50,"Maiden Grass","Diadochos Sword"
307,"Ashen Alumen",3,5,7,8,9,"Ashen Alumen","Diadochos Sword"
308,"Crayfish",5,7,10,11,12,"Diadochos Sword","Crayfish"
309,"Finger Shrimp",3,5,7,8,9,"Diadochos Sword","Finger Shrimp"
310,"White Coral",3,5,7,8,9,"Diadochos Sword","White Coral"
311,"Princess Trout",3,5,7,8,9,"Diadochos Sword","Princess Trout"
312,"Dusk Goby",5,7,10,11,12,"Diadochos Sword","Dusk Goby"
313,"Pipira",5,7,10,11,12,"Diadochos Sword","Pipira"
314,"Crimson Crayfish",5,7,10,11,12,"Diadochos Sword","Crimson Crayfish"
315,"Coral Butterfly",5,7,10,11,12,"Diadochos Sword","Coral Butterfly"
316,"Brass Loach",5,7,10,11,12,"Diadochos Sword","Brass Loach"
317,"Maiden Carp",3,5,7,8,9,"Diadochos Sword","Maiden Carp"
318,"Tiger Cod",5,7,10,11,12,"Diadochos Sword","Tiger Cod"
319,"Helmet Crab",3,5,7,8,9,"Diadochos Sword","Helmet Crab"
320,"Rothlyt Oyster",3,5,7,8,9,"Diadochos Sword","Rothlyt Oyster"
321,"Navigator's Dagger",3,5,7,8,9,"Diadochos Sword","Navigator's Dagger"
322,"Bluebell Salmon",5,7,10,11,12,"Diadochos Sword","Bluebell Salmon"
323,"Razor Clam",3,5,7,8,9,"Diadochos Sword","Razor Clam"
324,"Blowfish",5,7,10,11,12,"Diadochos Sword","Blowfish"
325,"Warmwater Trout",5,7,10,11,12,"Diadochos Sword","Warmwater Trout"
326,"Black Eel",3,5,7,8,9,"Diadochos Sword","Black Eel"
327,"Dark Bass",5,7,10,11,12,"Diadochos Sword","Dark Bass"
328,"Blue Coral",3,5,7,8,9,"Diadochos Sword","Blue Coral"
329,"Bianaq Bream",3,5,7,8,9,"Diadochos Sword","Bianaq Bream"
330,"Black Sole",3,5,7,8,9,"Diadochos Sword","Black Sole"
331,"Hammerhead Shark",1,2,3,4,5,"Diadochos Sword","Hammerhead Shark"
332,"Indigo Herring",3,5,7,8,9,"Diadochos Sword","Indigo Herring"
333,"Ash Tuna",5,7,10,11,12,"Diadochos Sword","Ash Tuna"
334,"Fullmoon Sardine",3,5,7,8,9,"Diadochos Sword","Fullmoon Sardine"
335,"Whitelip Oyster",3,5,7,8,9,"Diadochos Sword","Whitelip Oyster"
336,"Velodyna Carp",5,7,10,11,12,"Diadochos Sword","Velodyna Carp"
337,"Red Coral",3,5,7,8,9,"Diadochos Sword","Red Coral"
338,"Silver Shark",1,2,3,4,5,"Diadochos Sword","Silver Shark"
339,"Raincaller",1,2,3,4,5,"Diadochos Sword","Raincaller"
340,"Blacklip Oyster",3,5,7,8,9,"Diadochos Sword","Blacklip Oyster"
341,"Northern Pike",5,7,10,11,12,"Diadochos Sword","Northern Pike"
