key,0,1,2,3,4,5,6
17,"Crab Bow","Diadochos Sword","Diadochos Sword","Raptorskin Jacket","Raptorskin Armguards","Raptorskin Brais","Raptorskin Leg Guards"
18,"Giantsgall Longbow","Diadochos Sword","Diadochos Sword","Shikaree's Doublet","Shikaree's Gloves","Shikaree's Gaskin","Shikaree's Boots"
19,"The Bow of Crags","Diadochos Sword","Diadochos Sword","Ballad Corselet","Ballad Gauntlets","Ballad Sarouel","Ballad Boots"
20,"Direwolf Longbow","Diadochos Sword","Diadochos Sword","Augmented Saurian Tabard of Aiming","Saurian Gloves of Aiming","Cashmere Skirt of Aiming","Saurian Boots of Aiming"
21,"Boarskin Himantes","Diadochos Sword","Diadochos Sword","Boarskin Harness","Fingerless Boarskin Gloves","Boarskin Subligar","Steel-plated Caligae"
22,"Cobalt Claws","Diadochos Sword","Diadochos Sword","Raptorskin Harness","Fingerless Raptorskin Gloves","Raptorskin Subligar","Cobalt-plated Caligae"
23,"Giantsgall Claws","Diadochos Sword","Diadochos Sword","Fistfighter's Jackcoat","Fistfighter's Gloves","Fistfighter's Breeches","Fistfighter's Jackboots"
24,"Fists of Crags","Diadochos Sword","Diadochos Sword","Shirt of the Divine Hero","Cuffs of the Divine Hero","Sarouel of the Divine Hero","Boots of the Divine Hero"
25,"Direwolf Claws","Diadochos Sword","Diadochos Sword","Direwolf Shirt of Striking","Direwolf Gloves of Striking","Direwolf Skirt of Striking","Direwolf Thighboots of Striking"
26,"Heavy Steel Lance","Diadochos Sword","Diadochos Sword","Steel Scale Mail","Steel Scale Fingers","Toadskin Breeches","Steel Scale Greaves"
27,"Hart Guisarme","Diadochos Sword","Diadochos Sword","Tortoiseshell Scale Mail","Tortoiseshell Scale Fingers","Raptorskin Breeches","Tortoiseshell Scale Greaves"
28,"Giantsgall Trident","Diadochos Sword","Diadochos Sword","Darklight Cuirass","Darklight Gauntlets","Darklight Trousers","Darklight Sollerets"
29,"The Spear of Crags","Diadochos Sword","Diadochos Sword","Cuirass of Divine Wisdom","Vambraces of Divine Wisdom","Breeches of Divine Wisdom","Sabatons of Divine Wisdom"
30,"Direwolf Trident","Diadochos Sword","Diadochos Sword","Direwolf Cuirass of Maiming","Direwolf Gauntlets of Maiming","Direwolf Trousers of Maiming","Direwolf Sabatons of Maiming"
31,"Oak Radical","Diadochos Sword","Diadochos Sword","Loyalist's Bliaud","Acolyte's Halfgloves","Battlemage's Breeches","Battlemage's Crakows"
32,"Pastoral Mahogany Cane","Diadochos Sword","Diadochos Sword","Imperial Operative Dalmatica","Warlock's Ringbands","Mage's Chausses","Battlemage's Crakows"
33,"Alkalurops","Diadochos Sword","Diadochos Sword","Darklight Cowl of Healing","Darklight Gloves of Healing","Darklight Breeches of Healing","Darklight Boots of Healing"
34,"The Cane of Crags","Diadochos Sword","Diadochos Sword","Royal Vest","Royal Celestial Gloves","Royal Breeches","Royal Shoes"
35,"Direwolf Cane","Diadochos Sword","Diadochos Sword","Augmented Cashmere Robe of Healing","Saurian Gloves of Healing","Cashmere Skirt of Healing","Saurian Boots of Healing"
36,"Decorated Silver Scepter","Decorated Buckler","Diadochos Sword","Battlemage's Robe","Battlemage's Gloves","Battlemage's Breeches","Battlemage's Crakows"
37,"Ivory Staff","Diadochos Sword","Diadochos Sword","Dark Divinity Feldr","Dark Divinity Hanzkar","Dark Divinity Spjarrar","Dark Divinity Skor"
38,"Astrolabe","Diadochos Sword","Diadochos Sword","Darklight Cowl of Casting","Darklight Gloves of Casting","Darklight Breeches of Casting","Darklight Boots of Casting"
39,"The Cudgel of Crags","Diadochos Sword","Diadochos Sword","Robe of Divine Death","Halfgloves of Divine Death","Tonban of Divine Death","Crakows of Divine Death"
40,"Direwolf Longstaff","Diadochos Sword","Diadochos Sword","Augmented Cashmere Robe of Casting","Saurian Gloves of Casting","Cashmere Breeches of Casting","Saurian Crakows of Casting"
41,"Book of Silver","Diadochos Sword","Diadochos Sword","Harlequin's Acton","Acolyte's Halfgloves","Harlequin's Tights","Torturer's Duckbills"
42,"Embossed Book of Electrum","Diadochos Sword","Diadochos Sword","Warlock's Robe","Militia Ringbands","Warlock's Tights","Militia Duckbills"
43,"Deus Ex Verbis","Diadochos Sword","Diadochos Sword","Vanya Robe of Casting","Vanya Gloves of Casting","Vanya Breeches of Casting","Vanya Crakows"
44,"The Greater Key of Titan","Diadochos Sword","Diadochos Sword","Crimson Vest","Crimson Celestial Gloves","Crimson Breeches","Crimson Shoes"
45,"Direwolf Grimoire of Casting","Diadochos Sword","Diadochos Sword","Direwolf Robe of Casting","Direwolf Gloves of Casting","Direwolf Breeches of Casting","Direwolf Crakows of Casting"
46,"Diadochos Sword","Diadochos Sword","Hood of the Black Griffin","Robe of the Black Griffin","Gloves of the Black Griffin","Chausses of the Black Griffin","Boots of the Black Griffin"
47,"Diadochos Sword","Diadochos Sword","Hood of the White Griffin","Robe of the White Griffin","Gloves of the White Griffin","Chausses of the White Griffin","Boots of the White Griffin"
48,"Diadochos Sword","Diadochos Sword","Silver Spectacles","Best Man's Jacket","Diadochos Sword","Best Man's Slacks","Best Man's Gaiters"
49,"Diadochos Sword","Diadochos Sword","Reindeer Antlers","Reindeer Suit","Diadochos Sword","Diadochos Sword","Diadochos Sword"
50,"Diadochos Sword","Diadochos Sword","Dried Yellow Oldrose","Spring Dress","Coronal Wristband","Patrician's Bottoms","Spring Dress Shoes"
51,"Diadochos Sword","Diadochos Sword","Snowman Head","Snowman Suit","Snowman Mitts","Diadochos Sword","Diadochos Sword"
52,"Diadochos Sword","Diadochos Sword","Bunny Crown","Bunny Bustier","Bunny Loops","Bunny Tights","Bunny Pumps"
53,"Diadochos Sword","Diadochos Sword","Orthodox Tricorne of Striking","Chimerical Felt Tabard of Scouting","Thavnairian Gloves","Serpentskin Brais of Striking","Serpentskin Thighboots of Scouting"
54,"Diadochos Sword","Diadochos Sword","Mask of Divine Wisdom","Coliseum Galerus","Claws of the Beast","Coliseum Subligar","Wolfseye Thighboots"
55,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword","Summer Evening Trunks","Diadochos Sword"
56,"Diadochos Sword","Diadochos Sword","Hallowed Chestnut Mask of Healing","Hallowed Ramie Doublet of Healing","Dragonskin Gloves of Healing","Hallowed Ramie Gaskins of Healing","Dragonskin Boots of Healing"
57,"Diadochos Sword","Diadochos Sword","Silver Tricorne","Kirimu Coat","Titanium Gauntlets of Fending","Chimerical Felt Breeches of Fending","Titanium Sollerets of Fending"
