key,0,1,2
171,"Brocade Carp","",0
172,"Yanxian Sturgeon","",0
173,"Dusk Shark","",0
174,"Mizuhiki","",0
175,"Heavensent Shark","",0
176,"Fishy Shark","",0
177,"Mermaid Scale","Maximum Mussel",0
178,"Broadhead","Squid Squadron",0
179,"Vivid Pink Shrimp","",42
180,"Sunken Coelacanth","",0
181,"Siren's Sigh","",0
182,"Black-jawed Helicoprion","",0
183,"Impostopus","",0
184,"Jade Shrimp","",0
185,"Nymeia's Wheel","",0
186,"Snapping Koban","",0
187,"Silkweft Prawn","",42
188,"Stingfin Trevally","",0
189,"Swordtip Squid","Squid Squadron",0
190,"Mailfish","",0
191,"Idaten's Bolt","",0
192,"Maelstrom Turban","Maximum Mussel",0
193,"Shoshitsuki","",0
194,"Spadefish","",0
195,"Fleeting Squid","Squid Squadron",0
196,"Bowbarb Lobster","",42
197,"Pitch Pickle","",0
198,"Senbei Octopus","",0
199,"Tentacle Thresher","",0
200,"Bekko Rockhugger","",0
201,"Yellow Iris","",0
202,"Crimson Sentry","",0
203,"Flying Squid","Squid Squadron",0
204,"Gensui Shrimp","",42
205,"Yato-no-kami","",0
206,"Heron's Eel","",0
207,"Crowshadow Mussel","Maximum Mussel",0
208,"Yanxian Goby","",0
209,"Iridescent Trout","",0
210,"Un-Namazu","",0
211,"Gakugyo","",0
212,"Ginrin Goshiki","",0
213,"Spectral Coelacanth","",0
214,"Spectral Wrasse","",0
215,"Spectral Snake Eel","",0
216,"Spectral Kotsu Zetsu","",0
217,"Taniwha","",0
218,"Glass Dragon","",0
219,"Hells' Claw","",0
220,"Jewel of Plum Spring","",0
