key,0,1,2,3,4,5,6,7,8,9,10
18,"The Light of Hope",0,"Chronicles of a New Era","Alliance Raids",1,"ui/icon/114000/114712.tex","ui/icon/114000/114112.tex","ui/icon/114000/114412.tex","The Crystal Tower","","A sky-scraping spire that shines with the light of a thousand stars─long thought to be but a legend, the Crystal Tower arose from the crags of Mor Dhona in the wake of the Calamity, striking awe and fear into the hearts of all who bore it witness. What lost secrets of ancient Allag await those brave souls who would probe its innermost sanctums?"
19,"Of Endings and Beginnings",0,"Chronicles of a New Era","Raids",2,"ui/icon/114000/114713.tex","ui/icon/114000/114113.tex","ui/icon/114000/114413.tex","Alexander","","This clockwork colossus emerged from the rushing waters of the Thaliak to loom over the lush hinterlands of Dravania. Summoned to stave off the threat of the sleeping primal before it stirs, the Warrior of Light steps within, and the curtain rises on a battle that will transcend space and time..."
20,"A Redbill Farewell",0,"Chronicles of a New Era","Alliance Raids",2,"ui/icon/114000/114714.tex","ui/icon/114000/114114.tex","ui/icon/114000/114414.tex","The Shadow of Mhach","","In an age of unprecedented air travel, sky pirates soar through the heavens on their airships in search of new frontiers and undiscovered treasures. When tales of a ghost ship haunting the clouds spread, the Warrior of Light answers the call and boards the baleful vessel forged by ancient and forbidden magicks."
21,"The Last Pillar to Fall",0,"Chronicles of a New Era","Trials",1,"ui/icon/114000/114715.tex","ui/icon/114000/114115.tex","ui/icon/114000/114415.tex","The Warring Triad","","Sealed deep within a research facility on Azys Lla are three eikons, beings of fearsome power that have slumbered there since the fall of the Allag. When one eikon─Sephirot, the Fiend─threatens to stir, the Warrior of Light sets off at the behest of the enigmatic Unukalhai to face it in an epic struggle..."
22,"To Kweh under Distant Skies",0,"Chronicles of a New Era","Raids",3,"ui/icon/114000/114716.tex","ui/icon/114000/114116.tex","ui/icon/114000/114416.tex","Omega","","Roused from age-old slumber to stave off a new primal threat looming over Eorzea, the ancient weapon known as Omega vanished into the far reaches of Gyr Abania after a mighty struggle against the draconic Shinryu. There did the Warrior of Light travel, not knowing that a dimension-spanning battle that would defy the imagination awaited..."
23,"In Bad Taste",0,"Chronicles of a New Era","Alliance Raids",3,"ui/icon/114000/114717.tex","ui/icon/114000/114117.tex","ui/icon/114000/114417.tex","Return to Ivalice","","Fresh off their widely acclaimed performance of <Emphasis>The Zodiac Brave Story</Emphasis> in Garlemald, the airborne theater troupe <Emphasis>Prima Vista</Emphasis> sets anchor in Kugane with a new story to be told. What brings them to these far lands? Sit back and let them regale you with a tale of the fabled kingdom of Ivalice, and perhaps you will understand..."
24,"The Fifth Lord",0,"Chronicles of a New Era","Trials",2,"ui/icon/114000/114718.tex","ui/icon/114000/114118.tex","ui/icon/114000/114418.tex","The Four Lords","","Hingan faerie tales sing of Tenzen, a legendary samurai who set forth to drive a host of demonic oni from the land. Accompanying him on his journey were the Four Lords, guardians of the Ruby Sea. Yet could it be that his adventure was more than mere myth? In a far corner of the vast ocean, a new legend will be born..."
25,"Her Last Vow",0,"Side Story","Hildibrand, Agent of Enquiry",1,"ui/icon/114000/114719.tex","ui/icon/114000/114119.tex","ui/icon/114000/114419.tex","Hildibrand, Agent of Enquiry","","Feared lost forever when the Calamity struck, a true Eorzean hero and legend has returned to the realm! Join Hildibrand Manderville, agent of enquiry, inspector extraordinaire, and his talented and charming assistant Nashu Mhakaracca as they scour all creation to solve the most perplexing cases to plague the people of Eorzea."
26,"If I Could Turn Back Time",0,"Side Story","Hildibrand, Agent of Enquiry",2,"ui/icon/114000/114720.tex","ui/icon/114000/114120.tex","ui/icon/114000/114420.tex","Further Hildibrand Adventures","","Nashu Mhakaracca arrives in Ishgard in search of her mentor, Hildibrand, agent of enquiry, inspector extraordinaire, who went flying through the skies after solving his greatest case to date. Has Eorzea's foremost gentleman and scholar once again survived against all odds, that he might lend his ever-insightful eye to the residents of the Holy See? The game is once again afoot!"
27,"Don't Do the Dewprism",0,"Side Story","Hildibrand, Agent of Enquiry",3,"ui/icon/114000/114721.tex","ui/icon/114000/114121.tex","ui/icon/114000/114421.tex","Even Further Hildibrand Adventures","","When Hildibrand, as is his wont, is sent sailing through the skies across the Ruby Sea, Nashu Mhakaracca sets her sights eastward. No sooner does she arrive in the port city of Kugane than she hears rumors of a dastardly thief known as the Wolf Burglar. And so the stage is set for a new chapter of intrigue and adventure..."
28,"The Life and Lies of Father Saturnois",0,"Side Story","Saint Endalim's Scholasticate",1,"ui/icon/114000/114722.tex","ui/icon/114000/114122.tex","ui/icon/114000/114422.tex","Saint Endalim's Scholasticate","","The dreadful truth behind the Dragonsong War laid bare by the Warrior of Light, the Ishgardian populace was cast into confusion and despair─the entire basis of their history and faith shaken to the core. In these uncertain times, even the young students at this storied academy cannot avoid being embroiled in a web of uncertainty and intrigue..."
29,"The Burdens We Bear",0,"Side Story","Additional Stories",1,"ui/icon/114000/114723.tex","ui/icon/114000/114123.tex","ui/icon/114000/114423.tex","Tales of the Dragonsong War","","The paths we walk, the oaths we swear, the legacies we leave... Sharing triumphs and bearing burdens, the Warrior of Light embarks on a journey of reminiscence and recollection in a land that now heals from a long and bitter war."
30,"Saving Captain Gairhard",0,"Crafter Quests","Carpenter",1,"ui/icon/114000/114724.tex","ui/icon/114000/114124.tex","ui/icon/114000/114424.tex","Carpenter - Part 1","Part 1","Nestled beneath the boughs of the Twelveswood, the city-state of Gridania is home to the finest carpenters in the realm. There, aspiring artisans toil under the strict eye of Beatin, head of the Carpenters' Guild. With saw in hand and a will to learn, you take your first steps on the path of carpentry."
31,"More Fierce than Fire",0,"Crafter Quests","Carpenter",2,"ui/icon/114000/114725.tex","ui/icon/114000/114125.tex","ui/icon/114000/114425.tex","Carpenter - Part 2","Part 2","Thanks to the bow you masterfully crafted, Beatin is able to welcome his dear friend Gairhard safely back to Gridania. This earns you the undying gratitude and trust of the timbermaster, who now turns to you once more with a request─to find the owner of a finely crafted spear. This mission will take you to the Holy See of Ishgard, where your skills with a saw will be tested as never before."
32,"Tea Party Rules",0,"Crafter Quests","Carpenter",3,"ui/icon/114000/114726.tex","ui/icon/114000/114126.tex","ui/icon/114000/114426.tex","Carpenter - Part 3","Part 3","The spear you crafted for Barthovieu grants him the means to avenge his father and clear his name. Your work in Ishgard done, you duly report back to Beatin in Gridania. But no sooner do you arrive than the timbermaster places one of his new recruits in your care, a task that will take you across the seas to Far Eastern shores."
33,"Waiting in the Winglet",0,"Crafter Quests","Blacksmith",1,"ui/icon/114000/114727.tex","ui/icon/114000/114127.tex","ui/icon/114000/114427.tex","Blacksmith - Part 1","Part 1","Rising from the roiling waves of the Rhotano Sea, the city-state of Limsa Lominsa is home to the finest blacksmiths in the realm. There, aspiring artisans toil under the keen eye of Brithael, head of the Blacksmiths' Guild. With hammer in hand and a fire in your belly, you take your first steps on the path of smithing."
34,"Integrity",0,"Crafter Quests","Blacksmith",2,"ui/icon/114000/114728.tex","ui/icon/114000/114128.tex","ui/icon/114000/114428.tex","Blacksmith - Part 2","Part 2","You have grown much in the short time you have spent with the guild. Indeed, even Brithael himself has named you one of the best blacksmiths he has ever known. Perhaps that is why it is to you he turns when seeking deft hands and an adept hammer to assist with a request from the Holy See."
35,"The Final Face-off",0,"Crafter Quests","Blacksmith",3,"ui/icon/114000/114729.tex","ui/icon/114000/114129.tex","ui/icon/114000/114429.tex","Blacksmith - Part 3","Part 3","Baroness Laurisse of House Jervaint is one step closer to knighthood thanks in no small part to your ingenuity and smithing prowess. Having received payment for your services, you return to the Blacksmiths' Guild in Limsa Lominsa, unaware that trouble has arrived from the Far East in the form of a problematic protégé."
36,"Rivalry and Respect",0,"Crafter Quests","Armorer",1,"ui/icon/114000/114730.tex","ui/icon/114000/114130.tex","ui/icon/114000/114430.tex","Armorer - Part 1","Part 1","Rising from the roiling waves of the Rhotano Sea, the city-state of Limsa Lominsa is home to the finest armorers in the realm. There, aspiring artisans toil under the sharp eye of H'naanza, head of the Armorers' Guild. With hammer in hand and a passion for plating, you take your first steps on the path of armorcraft."
37,"The Pride of Vymelli",0,"Crafter Quests","Armorer",2,"ui/icon/114000/114731.tex","ui/icon/114000/114131.tex","ui/icon/114000/114431.tex","Armorer - Part 2","Part 2","A rather unorthodox test of your skills by Admiral Merlwyb has saved the reputation of the Armorers' Guild. Though it proved a humbling experience for Blanstyr, he will need your help if he is to regain his footing as an armorer worthy of the name."
38,"A Confluence of Style",0,"Crafter Quests","Armorer",3,"ui/icon/114000/114732.tex","ui/icon/114000/114132.tex","ui/icon/114000/114432.tex","Armorer - Part 3","Part 3","With your help, Blanstyr has rediscovered the fire needed for his work in the forge and built himself an enviable reputation. However, the man isn't content to rest on these laurels, and reveals that he means to leave the Armorers' Guild in order to hone his skills in the Far East."
39,"Jaded",0,"Crafter Quests","Goldsmith",1,"ui/icon/114000/114733.tex","ui/icon/114000/114133.tex","ui/icon/114000/114433.tex","Goldsmith - Part 1","Part 1","A flower blooming amidst the sands of Thanalan, the city-state of Ul'dah is home to the finest goldsmiths in the realm. There, aspiring artisans toil under the not-so-attentive eye of Serendipity, master of the Goldsmiths' Guild. With hammer in hand and a burning desire to learn, you take your first steps on the path of goldsmithing."
40,"Two Hearts Beat as One",0,"Crafter Quests","Goldsmith",2,"ui/icon/114000/114734.tex","ui/icon/114000/114134.tex","ui/icon/114000/114434.tex","Goldsmith - Part 2","Part 2","During your time at the Goldsmiths' Guild, you not only grow to become a master of your craft, but assist in bringing the notorious thief Jade Fox to justice. Having attained considerable renown for your work, it comes as no surprise when an agent of Eshtaime's Lapidaries comes to you with an important commission."
41,"Sultana Dreaming",0,"Crafter Quests","Goldsmith",3,"ui/icon/114000/114735.tex","ui/icon/114000/114135.tex","ui/icon/114000/114435.tex","Goldsmith - Part 3","Part 3","The music boxes you crafted for Jeweled Peak and Still River give the couple an anniversary they will never forget. There can be no doubt that you are a master of your craft, which is perhaps why you have been handpicked by the sultana herself to serve as the headmaster of a new artisans' school."
42,"Accept No Imitations",0,"Crafter Quests","Leatherworker",1,"ui/icon/114000/114736.tex","ui/icon/114000/114136.tex","ui/icon/114000/114436.tex","Leatherworker - Part 1","Part 1","Nestled beneath the boughs of the Twelveswood, the city-state of Gridania is home to the finest leatherworkers in the realm. There, aspiring artisans toil under the shrewd eye of Geva, master of the Leatherworkers' Guild. With knife in hand and the resolve to learn, you take your first steps on the path of leatherworking."
43,"A Winter's Sale",0,"Crafter Quests","Leatherworker",2,"ui/icon/114000/114737.tex","ui/icon/114000/114137.tex","ui/icon/114000/114437.tex","Leatherworker - Part 2","Part 2","Your efforts in the annual exhibition have earned you recognition as a full-fledged artisan of the Leatherworkers' Guild. Perhaps that is why a fledgling business in Ishgard has seen fit to have you serve as their advisor."
44,"True to Life",0,"Crafter Quests","Leatherworker",3,"ui/icon/114000/114738.tex","ui/icon/114000/114138.tex","ui/icon/114000/114438.tex","Leatherworker - Part 3","Part 3","Elde's business is flourishing, the people of Ishgard coming to recognize both her quality products and your remarkable craftsmanship. Geva too has taken note of your exploits, and she can think of no better artisan to attend Eorzea's premier naturalist."
45,"A Miner Reborn",0,"Crafter Quests","Weaver",1,"ui/icon/114000/114739.tex","ui/icon/114000/114139.tex","ui/icon/114000/114439.tex","Weaver - Part 1","Part 1","A flower blooming amidst the sands of Thanalan, the city-state of Ul'dah is home to the finest weavers in the realm. There, aspiring artisans toil under the astute eye of Redolent Rose, master of the Weavers' Guild. With needle in hand and a passion for fashion, you take your first steps on the path of clothcraft."
46,"Never Leave without a Good-bye",0,"Crafter Quests","Weaver",2,"ui/icon/114000/114740.tex","ui/icon/114000/114140.tex","ui/icon/114000/114440.tex","Weaver - Part 2","Part 2","Your fashionable tastes and skill with a needle helped a young Lalafell follow his heart; now Redolent Rose would follow his own to Ishgard, that he might look upon the latest fashions of the nobles. Alas, his commitments keep him in Ul'dah, and thus it falls to you to be his eyes in the Holy See."
47,"Send Me an Angel",0,"Crafter Quests","Weaver",3,"ui/icon/114000/114741.tex","ui/icon/114000/114141.tex","ui/icon/114000/114441.tex","Weaver - Part 3","Part 3","Your latest creation will accompany Averil to the battlefield, her love steadfast beside her. Having accomplished your task in Ishgard, you report back to the Weavers' Guild, where Redolent Rose tells you of a prospective business partner hailing from the Far East."
48,"Momentary Miracle",0,"Crafter Quests","Alchemist",1,"ui/icon/114000/114742.tex","ui/icon/114000/114142.tex","ui/icon/114000/114442.tex","Alchemist - Part 1","Part 1","A flower blooming amidst the sands of Thanalan, the city-state of Ul'dah is home to the finest alchemists in the realm. There, aspiring artisans toil under the eccentric eye of Severian, master of the Alchemists' Guild. With alembic in hand and an inquisitive mind, you take your first steps on the path of alchemy."
49,"What Death Can Join Together",0,"Crafter Quests","Alchemist",2,"ui/icon/114000/114743.tex","ui/icon/114000/114143.tex","ui/icon/114000/114443.tex","Alchemist - Part 2","Part 2","Though only for a fleeting moment, Severian succeeds in resurrecting his lost love─a feat made possible by your assistance. Freed at last from his years-long obsession, the master alchemist urges you to join him in his continuing exploration of the limitless realm of alchemy."
50,"A Love Beyond Lifetimes",0,"Crafter Quests","Alchemist",3,"ui/icon/114000/114744.tex","ui/icon/114000/114144.tex","ui/icon/114000/114444.tex","Alchemist - Part 3","Part 3","Who would have guessed your work as an alchemist would help unravel a murder mystery? Two times now your work has involved dealings with death, and it seems Severian is not wont to break your streak. Your next assignment, as he explains it, will have you visit the burial chambers of Ul'dah."
51,"Revenge of the Chefsbane",0,"Crafter Quests","Culinarian",1,"ui/icon/114000/114745.tex","ui/icon/114000/114145.tex","ui/icon/114000/114445.tex","Culinarian - Part 1","Part 1","Rising from the roiling waves of the Rhotano Sea, the city-state of Limsa Lominsa is home to the finest culinarians in the realm. There, aspiring artisans toil under the discerning nose of Lyngsath, master of the Culinarians' Guild. With frypan in hand and a taste for learning, you take your first steps on the path of cooking."
52,"The Spirit of Hospitality",0,"Crafter Quests","Culinarian",2,"ui/icon/114000/114746.tex","ui/icon/114000/114146.tex","ui/icon/114000/114446.tex","Culinarian - Part 2","Part 2","Your culinary creations have both delighted the sultana and preserved the good reputation of the Bismarck, a feat that prompts Lyngsath to declare you have surpassed him. Recognizing your need for challenge, your erstwhile mentor now suggests you lend your services to an acquaintance of his who is in the employ of the Sanguine Sirens."
53,"The Way to a Father's Heart",0,"Crafter Quests","Culinarian",3,"ui/icon/114000/114747.tex","ui/icon/114000/114147.tex","ui/icon/114000/114447.tex","Culinarian - Part 3","Part 3","You emerge victorious in the Dellemont d'Or with a perfect ten, the first in the prestigious competition's history. With this remarkable achievement comes great fame, and it isn't long before an admirer comes knocking on the guild's doors, hoping to learn from a culinary legend."
54,"Canyon of Regret",0,"Gatherer Quests","Miner",1,"ui/icon/114000/114748.tex","ui/icon/114000/114148.tex","ui/icon/114000/114448.tex","Miner - Part 1","Part 1","Beneath the barren wastes of Thanalan lies a vast mineral bounty ripe for the digging─assuming one knows where to train one's pickaxe. Hoping to attain an understanding of the lay of the land, you seek out Adalberta, the master of the Miners' Guild."
55,"The Hole Truth",0,"Gatherer Quests","Miner",2,"ui/icon/114000/114749.tex","ui/icon/114000/114149.tex","ui/icon/114000/114449.tex","Miner - Part 2","Part 2","Your time as a miner is spent uncovering a great deal more than ore and minerals, as you help bring to light a grave misunderstanding between Adalberta and Deep Canyon. Seeing what a capable and committed miner you've become, the guildmaster suggests you answer a recent request she received from a company of sellswords in Ishgard."
56,"A Miner Success",0,"Gatherer Quests","Miner",3,"ui/icon/114000/114750.tex","ui/icon/114000/114150.tex","ui/icon/114000/114450.tex","Miner - Part 3","Part 3","Your contributions to the mineral survey not only secured much-needed resources for Ishgard, but also ensured the safety of Hatchling and his crew. On the back of these accomplishments, Adalberta turns to you for a new assignment, one that will take you to Idyllshire."
57,"Seeds of Hope",0,"Gatherer Quests","Botanist",1,"ui/icon/114000/114751.tex","ui/icon/114000/114151.tex","ui/icon/114000/114451.tex","Botanist - Part 1","Part 1","The bounty of the Twelveswood is plentiful, but only those able to uphold the balance between man and nature may partake of her riches. So it is that you seek out Fufucha, head of the Botanists' Guild, that you might better understand the way of the woods."
58,"Seeds Know No Borders",0,"Gatherer Quests","Botanist",2,"ui/icon/114000/114752.tex","ui/icon/114000/114152.tex","ui/icon/114000/114452.tex","Botanist - Part 2","Part 2","By reminding Fufucha how botany has improved people's lives, you help her to regain her former passion, and she returns to Gridania to resume her duties. A while thereafter, a reporter from <Emphasis>The Raven</Emphasis> arrives with a request to follow the doings of the guild's best. Fortunately, your guildmaster knows just the person for the job."
59,"Edgyth's Winning Streak",0,"Gatherer Quests","Botanist",3,"ui/icon/114000/114753.tex","ui/icon/114000/114153.tex","ui/icon/114000/114453.tex","Botanist - Part 3","Part 3","Mujih has penned several articles noting your exemplary work as a botanist, which are sure to inspire countless others to aspire to your greatness. Yet a botanist's work is never done, and this time Fufucha requests your company for a new venture in Idyllshire."
60,"So Long, and Thanks for All the Fish",0,"Gatherer Quests","Fisher",1,"ui/icon/114000/114754.tex","ui/icon/114000/114154.tex","ui/icon/114000/114454.tex","Fisher - Part 1","Part 1","Blessed with the bounty of the Rhotano Sea, Limsa Lominsa has long been home to a flourishing fishing industry. Wishing to learn the way of rod and lure, you present yourself at the Fishermen's Guild, where fishers practice their craft under the tutelage of its netmaster, Wawalago, and his dedicated assistant, Sisipu."
61,"Carpe Diem",0,"Gatherer Quests","Fisher",2,"ui/icon/114000/114755.tex","ui/icon/114000/114155.tex","ui/icon/114000/114455.tex","Fisher - Part 2","Part 2","In an impressive display, you reel in a fish of monstrous proportions─sufficient evidence for Storm Marshal Slafyrsyn to lift the fishing ban. With normality restored, Sisipu entrusts you with a seemingly simple task: returning a fishing rod to its absent-minded owner. Little do you know that it will lead you on an exciting excursion to Ishgard."
62,"Farewell, and Thanks for the Fish",0,"Gatherer Quests","Fisher",3,"ui/icon/114000/114756.tex","ui/icon/114000/114156.tex","ui/icon/114000/114456.tex","Fisher - Part 3","Part 3","Elusive though it is, the catkiller does not elude you for long, and you succeed in recovering the Rougecarpe Ring and securing Ansaulme's birthright. Having proven your talent for finding rare fish, Wawalago now turns to you with an even greater challenge: finding something believed to be extinct."
63,"The Rematch",0,"Tank Quests","Gladiator / Paladin",1,"ui/icon/114000/114757.tex","ui/icon/114000/114157.tex","ui/icon/114000/114457.tex","Gladiator","","In Ul'dah, no form of entertainment is held in higher regard than the gladiatorial arts on display at the Coliseum, many of whose champions cut their teeth at the Gladiators' Guild. Drawn to the blade and shield, you take up training under Guildmaster Mylla, but soon you discover there is more to the Coliseum than meets the eye."
64,"Bringing Down the Mountain",0,"Tank Quests","Marauder / Warrior",1,"ui/icon/114000/114758.tex","ui/icon/114000/114158.tex","ui/icon/114000/114458.tex","Marauder","","Since olden days, the axe has been inextricably bound to the seafaring culture of Limsa Lominsa, a fact that is attested by the existence of the storied Marauders' Guild. Under Guildmaster Wyrnzoen's guidance, you embark on the marauder's path, and your duties soon lead you on a mission to save a young boy and avenge his family."
65,"In Nature's Embrace",0,"Healer Quests","Conjurer / White Mage",1,"ui/icon/114000/114759.tex","ui/icon/114000/114159.tex","ui/icon/114000/114459.tex","Conjurer","","Conjury is an arcane art which evolved from man's communion with the elementals, and preserving its ways and imparting its secrets is the domain of the Conjurers' Guild. During your training under Brother E–Sumi–Yan, you encounter a strong-willed young conjurer-in-training, with whom you will learn what it truly means to be one with nature."
66,"Sinking Doesmaga",0,"DPS Quests","Arcanist / Summoner",1,"ui/icon/114000/114760.tex","ui/icon/114000/114160.tex","ui/icon/114000/114460.tex","Arcanist","","Originating in the south sea isles, arcanima is traditionally passed down only from master to chosen disciple. In a bid to prevent the art from dying out, the Arcanists' Guild was established in Limsa Lominsa, and it is there, under the guidance of the acting guildmaster, Thubyrgeim, that you endeavor to master its mysteries."
