key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
14,3,"Smithing","RecipeLevelTable#6","",2481,"Gil",5056,"Fire Shard",5361,"Gil",0,"",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
15,3,"Smithing","RecipeLevelTable#7","",1603,"Gil",5056,"Gil",5275,"Gil",5432,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
16,3,"Smithing","RecipeLevelTable#7","",2392,"Gil",5056,"Gil",5091,"Gil",5361,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
17,3,"Smithing","RecipeLevelTable#7","",1751,"Gil",5056,"Fire Shard",5361,"Gil",0,"",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
18,3,"Smithing","RecipeLevelTable#8","",2520,"Gil",5056,"Gil",5324,"Gil",5361,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
19,3,"Smithing","RecipeLevelTable#8","",2417,"Gil",5056,"Gil",5361,"Gil",5258,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
20,3,"Smithing","RecipeLevelTable#9","",1752,"Gil",1750,"Gil",5056,"Gil",0,"",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,150,75,100,0,0,0,0,"",,0,False,True,"Petrification","",0,0,False,False,0,65535,0
21,3,"Smithing","RecipeLevelTable#9","",2329,"Gil",5056,"Gil",5361,"Gil",5482,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
22,3,"Smithing","RecipeLevelTable#10","",2356,"Gil",5056,"Fire Shard",5276,"Gil",0,"",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
23,3,"Smithing","RecipeLevelTable#10","",2381,"Gil",5056,"Gil",5091,"Gil",4856,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
24,3,"Smithing","RecipeLevelTable#10","",2482,"Gil",5056,"Fire Shard",5364,"Gil",0,"",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
25,3,"Smithing","RecipeLevelTable#10","",2342,"Gil",5056,"Gil",5324,"Gil",5364,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
26,3,"Smithing","RecipeLevelTable#10","",2393,"Gil",5056,"Gil",5091,"Gil",5364,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
27,3,"Smithing","RecipeLevelTable#11","",2431,"Gil",5056,"Gil",5364,"Gil",5483,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
28,3,"Smithing","RecipeLevelTable#11","",2560,"Gil",5056,"Gil",5364,"Gil",5258,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
29,3,"Smithing","RecipeLevelTable#11","",2368,"Gil",5056,"Gil",5364,"Gil",0,"",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
30,3,"Smithing","RecipeLevelTable#11","",2521,"Gil",5056,"Gil",5324,"Gil",5364,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
31,3,"Smithing","RecipeLevelTable#11","",2418,"Gil",5056,"Gil",5364,"Gil",5258,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
32,3,"Smithing","RecipeLevelTable#12","",2508,"Gil",5056,"Gil",5364,"Gil",5258,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
33,3,"Smithing","RecipeLevelTable#12","",2534,"Gil",5056,"Gil",5364,"Gil",5503,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
34,3,"Smithing","RecipeLevelTable#12","",2316,"Gil",5056,"Gil",5091,"Gil",5364,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
35,3,"Smithing","RecipeLevelTable#12","",2547,"Gil",5056,"Gil",5364,"Gil",0,"",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
36,3,"Smithing","RecipeLevelTable#12","",2394,"Gil",2393,"Gil",5091,"Fire Shard",0,"",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,150,75,100,0,0,0,0,"",,0,False,True,"Petrification","",0,0,False,False,0,65535,0
37,3,"Smithing","RecipeLevelTable#13","",1684,"Gil",5056,"Fire Shard",5276,"Gil",0,"",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
38,3,"Smithing","RecipeLevelTable#13","",1605,"Gil",5056,"Gil",5276,"Gil",5434,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
39,3,"Smithing","RecipeLevelTable#14","",1753,"Gil",5056,"Ice Shard",5364,"Gil",0,"",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
40,3,"Smithing","RecipeLevelTable#14","",2419,"Gil",2417,"Gil",5258,"Gil",5063,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,150,75,100,0,0,0,0,"",,0,False,True,"Petrification","",0,0,False,False,0,65535,0
41,3,"Smithing","RecipeLevelTable#15","",2343,"Gil",5056,"Gil",5325,"Gil",5364,"Gil",5483,"Gil",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
42,3,"Smithing","RecipeLevelTable#15","",2369,"Gil",5056,"Gil",5071,"Gil",5364,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
43,1,"Smithing","RecipeLevelTable#16","",5057,"Gil",5111,"Ice Shard",0,"",0,"",0,"",0,"",0,"",2,"Gil",-1,"RecipeNotebookList#0",0,0,False,0,50,80,58,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
44,3,"Smithing","RecipeLevelTable#16","",2522,"Gil",2520,"Gil",5276,"Gil",5352,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,150,75,100,0,0,0,0,"",,0,False,True,"Petrification","",0,0,False,False,0,65535,0
45,3,"Smithing","RecipeLevelTable#16","",1607,"Gil",1602,"Gil",5063,"Fire Shard",0,"",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,150,75,100,0,0,0,0,"",,0,False,True,"Petrification","",0,0,False,False,0,65535,0
46,3,"Smithing","RecipeLevelTable#16","",2317,"Gil",2316,"Gil",5091,"Fire Shard",0,"",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,150,75,100,0,0,0,0,"",,0,False,True,"Petrification","",0,0,False,False,0,65535,0
47,3,"Smithing","RecipeLevelTable#16","",1686,"Gil",1684,"Gil",5063,"Gil",0,"",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,150,75,100,0,0,0,0,"",,0,False,True,"Petrification","",0,0,False,False,0,65535,0
48,3,"Smithing","RecipeLevelTable#17","",1754,"Gil",5057,"Fire Shard",5364,"Gil",0,"",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
49,3,"Smithing","RecipeLevelTable#17","",2548,"Gil",5057,"Gil",5364,"Gil",0,"",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
50,3,"Smithing","RecipeLevelTable#17","",1756,"Gil",5057,"Fire Shard",5367,"Gil",5276,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
51,1,"Smithing","RecipeLevelTable#18","",5092,"Gil",5057,"Gil",0,"",0,"",0,"",0,"",0,"",2,"Gil",-1,"RecipeNotebookList#0",0,0,False,50,50,80,58,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
52,3,"Smithing","RecipeLevelTable#18","",2344,"Gil",5057,"Gil",5325,"Gil",5367,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
53,3,"Smithing","RecipeLevelTable#18","",2395,"Gil",5057,"Gil",5092,"Gil",5367,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
54,3,"Smithing","RecipeLevelTable#18","",2370,"Gil",5057,"Gil",5367,"Gil",0,"",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
55,3,"Smithing","RecipeLevelTable#19","",2433,"Gil",5057,"Gil",5367,"Gil",4856,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
56,3,"Smithing","RecipeLevelTable#19","",2549,"Gil",5057,"Gil",5367,"Gil",0,"",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
57,3,"Smithing","RecipeLevelTable#19","",2420,"Gil",5057,"Gil",5364,"Gil",5259,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
58,3,"Smithing","RecipeLevelTable#19","",2536,"Gil",5057,"Gil",5367,"Gil",5504,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
59,3,"Smithing","RecipeLevelTable#20","",1609,"Gil",1603,"Gil",5063,"Gil",5277,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,150,75,100,0,0,0,0,"",,0,False,True,"Petrification","",0,0,False,False,0,65535,0
60,3,"Smithing","RecipeLevelTable#20","",2523,"Gil",5057,"Gil",5325,"Gil",5364,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
61,3,"Smithing","RecipeLevelTable#20","",2318,"Gil",5057,"Gil",5092,"Gil",5364,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
62,3,"Smithing","RecipeLevelTable#20","",2331,"Gil",5057,"Gil",5367,"Gil",5483,"Gil",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
63,3,"Smithing","RecipeLevelTable#20","",1611,"Gil",1607,"Gil",5277,"Gil",0,"",0,"",0,"",0,"",2,"Gil",5,"RecipeNotebookList#1",0,0,True,50,150,75,100,0,0,0,0,"",,0,False,True,"Petrification","",0,0,False,False,0,65535,0
64,3,"Smithing","RecipeLevelTable#21","",2510,"Gil",5057,"Gil",5367,"Gil",5259,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
65,3,"Smithing","RecipeLevelTable#21","",2562,"Gil",5057,"Gil",5367,"Gil",5259,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
66,3,"Smithing","RecipeLevelTable#21","",2484,"Gil",5057,"Fire Shard",5367,"Gil",0,"",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
67,3,"Smithing","RecipeLevelTable#21","",1758,"Gil",1754,"Gil",5057,"Gil",5063,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#1",0,0,True,50,150,75,100,0,0,0,0,"",,0,False,True,"Petrification","",0,0,False,False,0,65535,0
68,3,"Smithing","RecipeLevelTable#21","",2345,"Gil",5057,"Gil",5325,"Gil",5368,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
69,3,"Smithing","RecipeLevelTable#21","",2396,"Gil",5057,"Gil",5092,"Gil",5368,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
70,3,"Smithing","RecipeLevelTable#21","",2371,"Gil",5057,"Gil",5368,"Gil",0,"",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
71,3,"Smithing","RecipeLevelTable#22","",2358,"Gil",5057,"Fire Shard",5277,"Gil",0,"",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
72,3,"Smithing","RecipeLevelTable#22","",2383,"Gil",5057,"Gil",5092,"Gil",4856,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
73,3,"Smithing","RecipeLevelTable#22","",2524,"Gil",5057,"Gil",5325,"Gil",5367,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
74,3,"Smithing","RecipeLevelTable#22","",1614,"Gil",5057,"Fire Shard",5367,"Gil",5277,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
75,3,"Smithing","RecipeLevelTable#23","",2537,"Gil",5057,"Gil",5367,"Gil",5504,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
76,3,"Smithing","RecipeLevelTable#23","",2434,"Gil",5057,"Gil",5368,"Gil",4856,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
77,3,"Smithing","RecipeLevelTable#23","",1694,"Gil",5072,"Gil",5057,"Gil",5277,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#1",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
78,3,"Smithing","RecipeLevelTable#24","",1764,"Gil",5057,"Fire Shard",5368,"Gil",4856,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#2",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
79,3,"Smithing","RecipeLevelTable#24","",2550,"Gil",2549,"Gil",5063,"Gil",4856,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#2",0,0,True,50,150,75,100,0,0,0,0,"",,0,False,True,"Petrification","",0,0,False,False,0,65535,0
80,3,"Smithing","RecipeLevelTable#24","",2319,"Gil",5057,"Gil",5092,"Gil",5367,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#2",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
81,3,"Smithing","RecipeLevelTable#24","",2332,"Gil",5057,"Gil",5368,"Gil",5484,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#2",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
82,3,"Smithing","RecipeLevelTable#24","",2485,"Gil",5057,"Fire Shard",5368,"Gil",0,"",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#2",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
83,3,"Smithing","RecipeLevelTable#25","",2421,"Gil",5057,"Gil",5368,"Gil",5259,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#2",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
84,3,"Smithing","RecipeLevelTable#25","",1622,"Gil",5057,"Gil",5277,"Gil",5435,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#2",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
85,3,"Smithing","RecipeLevelTable#25","",2511,"Gil",5057,"Gil",5368,"Gil",5259,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#2",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
86,3,"Smithing","RecipeLevelTable#25","",2563,"Gil",5057,"Gil",5368,"Gil",5259,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#2",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
87,1,"Smithing","RecipeLevelTable#26","",5058,"Gil",5528,"Gil",5111,"Fire Shard",0,"",0,"",0,"",0,"",2,"Fire Shard",-1,"RecipeNotebookList#0",0,0,False,0,50,80,58,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
88,3,"Smithing","RecipeLevelTable#26","",2397,"Gil",2396,"Gil",5092,"Gil",5063,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#2",0,0,True,50,150,75,100,0,0,0,0,"",,0,False,True,"Petrification","",0,0,False,False,0,65535,0
89,3,"Smithing","RecipeLevelTable#26","",2372,"Gil",5057,"Gil",5072,"Gil",5371,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#2",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
90,3,"Smithing","RecipeLevelTable#26","",2346,"Gil",5057,"Gil",5325,"Gil",5371,"Gil",4856,"Gil",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#2",0,0,True,50,100,100,100,0,0,0,0,"",,0,True,True,"Petrification","",0,0,False,False,0,65535,0
91,3,"Smithing","RecipeLevelTable#26","",1766,"Gil",1758,"Gil",5057,"Gil",5064,"Gil",0,"",0,"",0,"",2,"Fire Shard",5,"RecipeNotebookList#2",0,0,True,50,150,75,100,0,0,0,0,"",,0,False,True,"Petrification","",0,0,False,False,0,65535,0
