key,0
256,"coral formation"
257,"coral formation"
258,"rough black rock"
259,"rough black rock"
260,"rough black rock"
261,"rough black rock"
262,"rough black rock"
263,"rough black rock"
264,"rough black rock"
265,"rough black rock"
266,"rough black rock"
267,"rough black rock"
268,"rough black rock"
269,"rough black rock"
270,"rough black rock"
271,"rough black rock"
272,"quartz formation"
273,"quartz formation"
274,"quartz formation"
275,"quartz formation"
276,"quartz formation"
277,"quartz formation"
278,"quartz formation"
279,"quartz formation"
280,"quartz formation"
281,"quartz formation"
282,"quartz formation"
283,"quartz formation"
284,"quartz formation"
285,"quartz formation"
286,"speckled rock"
287,"speckled rock"
288,"speckled rock"
289,"speckled rock"
290,"speckled rock"
291,"speckled rock"
292,"speckled rock"
293,"speckled rock"
294,"speckled rock"
295,"speckled rock"
296,"speckled rock"
297,"speckled rock"
298,"mound of dirt"
299,"mound of dirt"
300,"mound of dirt"
301,"mound of dirt"
302,"mound of dirt"
303,"mound of dirt"
304,"mound of dirt"
305,"mound of dirt"
306,"mound of dirt"
307,"mound of dirt"
308,"mound of dirt"
309,"mound of dirt"
310,"mound of dirt"
311,"mound of dirt"
312,"mound of dirt"
313,"agave plant"
314,"agave plant"
315,"agave plant"
316,"agave plant"
317,"agave plant"
318,"agave plant"
319,"agave plant"
320,"agave plant"
321,"agave plant"
322,"agave plant"
323,"agave plant"
324,"agave plant"
325,"agave plant"
326,"agave plant"
327,"agave plant"
328,"agave plant"
329,"agave plant"
330,"agave plant"
331,"agave plant"
332,"agave plant"
333,"partially consumed cabbage"
334,"partially consumed cabbage"
335,"partially consumed cabbage"
336,"partially consumed cabbage"
337,"partially consumed cabbage"
338,"partially consumed cabbage"
339,"smooth white rock"
340,"smooth white rock"
341,"smooth white rock"
342,"smooth white rock"
343,"smooth white rock"
344,"smooth white rock"
345,"smooth white rock"
346,"smooth white rock"
347,"smooth white rock"
348,"speckled rock"
349,"speckled rock"
350,"speckled rock"
351,"speckled rock"
352,"speckled rock"
353,"speckled rock"
354,"speckled rock"
355,"rough black rock"
356,"rough black rock"
357,"rough black rock"
358,"rough black rock"
359,"rough black rock"
360,"cotton plant"
361,"cotton plant"
362,"cotton plant"
363,"cotton plant"
364,"cotton plant"
365,"cotton plant"
366,"cotton plant"
367,"cotton plant"
368,"cotton plant"
369,"cotton plant"
370,"tualong tree"
371,"tualong tree"
372,"tualong tree"
373,"tualong tree"
374,"tualong tree"
375,"tualong tree"
376,"tualong tree"
377,"tualong tree"
378,"tualong tree"
379,"tualong tree"
380,"tualong tree"
381,"tualong tree"
382,"tualong tree"
383,"tualong tree"
384,"tualong tree"
385,"sugarcane"
386,"sugarcane"
387,"sugarcane"
388,"agave plant"
389,"agave plant"
390,"agave plant"
391,"agave plant"
392,"agave plant"
393,"agave plant"
394,"agave plant"
395,"agave plant"
396,"agave plant"
397,"agave plant"
398,"agave plant"
399,"agave plant"
400,"agave plant"
401,"agave plant"
402,"wild parsnip"
403,"wild parsnip"
404,"wild parsnip"
405,"wild parsnip"
406,"wild parsnip"
407,"palm tree"
408,"palm tree"
409,"palm tree"
410,"palm tree"
411,"palm tree"
412,"mahogany tree"
413,"mound of dirt"
414,"mound of dirt"
415,"submerged sand"
416,"submerged sand"
417,"submerged sand"
418,"submerged sand"
419,"multicolored isleblooms"
420,"multicolored isleblooms"
421,"multicolored isleblooms"
422,"multicolored isleblooms"
423,"multicolored isleblooms"
424,"multicolored isleblooms"
425,"multicolored isleblooms"
426,"multicolored isleblooms"
427,"multicolored isleblooms"
428,"multicolored isleblooms"
429,"multicolored isleblooms"
430,"glowing fungus"
431,"glowing fungus"
432,"glowing fungus"
433,"glowing fungus"
434,"glowing fungus"
435,"glowing fungus"
436,"glowing fungus"
437,"glowing fungus"
438,"glowing fungus"
439,"glowing fungus"
440,"glowing fungus"
441,"glowing fungus"
442,"composite rock"
443,"composite rock"
444,"composite rock"
445,"composite rock"
446,"composite rock"
447,"composite rock"
448,"composite rock"
449,"stalagmite"
450,"stalagmite"
451,"stalagmite"
452,"stalagmite"
453,"stalagmite"
454,"stalagmite"
455,"stalagmite"
456,"stalagmite"
457,"stalagmite"
458,"stalagmite"
459,"composite rock"
460,"composite rock"
461,"composite rock"
462,"glowing fungus"
463,"glowing fungus"
464,"glowing fungus"
465,"glowing fungus"
466,"composite rock"
467,"composite rock"
468,"composite rock"
469,"composite rock"
470,"composite rock"
471,"composite rock"
472,"composite rock"
473,"yellowish rock"
474,"yellowish rock"
475,"yellowish rock"
476,"yellowish rock"
477,"yellowish rock"
478,"yellowish rock"
479,"island crystal cluster"
480,"island crystal cluster"
481,"island crystal cluster"
482,"island crystal cluster"
483,"yellowish rock"
