key,0,1,2,3,4,5,6,7,8,9,10,11
9,"ui/icon/027000/027909.tex","pomander of fortune",0,"pomanders of fortune",0,0,1,0,0,"Pomander of Fortune","Increases the chance enemies <If(Equal(PlayerParameter(109),4))>in<Else/>on</If> the current <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch> will drop treasure coffers.","Pomander of Fortune"
10,"ui/icon/027000/027910.tex","pomander of witching",0,"pomanders of witching",0,0,1,0,0,"Pomander of Witching","Transforms all targets within range into a frog, imp, or chicken.","Pomander of Witching"
11,"ui/icon/027000/027911.tex","pomander of serenity",0,"pomanders of serenity",0,0,1,0,0,"Pomander of Serenity","Removes all enchantments from the current <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch>.","Pomander of Serenity"
12,"ui/icon/027000/027912.tex","pomander of rage",0,"pomanders of rage",0,0,1,0,0,"Pomander of Rage","Transforms user into a manticore.","Pomander of Rage"
13,"ui/icon/027000/027913.tex","pomander of lust",0,"pomanders of lust",0,0,1,0,0,"Pomander of Lust","Transforms user into a succubus.","Pomander of Lust"
14,"ui/icon/027000/027916.tex","pomander of intuition",0,"pomanders of intuition",0,0,1,0,0,"Pomander of Intuition","Reveals the current floor's hidden treasure.","Pomander of Intuition"
15,"ui/icon/027000/027914.tex","pomander of raising",0,"pomanders of raising",0,0,1,0,0,"Pomander of Raising","Instantly raises the first party member to be KO'd.","Pomander of Raising"
16,"ui/icon/027000/027915.tex","pomander of resolution",0,"pomanders of resolution",0,0,1,0,0,"Pomander of Resolution","Transforms user into Kuribu.","Pomander of Resolution"
17,"ui/icon/027000/027919.tex","pomander of frailty",0,"pomanders of frailty",0,0,1,0,0,"Pomander of Frailty","Weakens all enemies <If(Equal(PlayerParameter(109),4))>in<Else/>on</If> current <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch>.","Pomander of Frailty"
18,"ui/icon/027000/027917.tex","pomander of concealment",0,"pomanders of concealment",0,0,1,0,0,"Pomander of Concealment","Renders party invisible to enemies and traps.","Pomander of Concealment"
19,"ui/icon/027000/027918.tex","pomander of petrification",0,"pomanders of petrification",0,0,1,0,0,"Pomander of Petrification","Turns all enemies <If(Equal(PlayerParameter(109),4))>in<Else/>on</If> current <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch> to stone.","Pomander of Petrification"
20,"ui/icon/027000/027920.tex","protomander of lethargy",0,"protomanders of lethargy",0,0,1,0,0,"Protomander of Lethargy","Slows all enemies <If(Equal(PlayerParameter(109),4))>in<Else/>on</If> the current <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch>.","魔土器：スロウガ"
21,"ui/icon/027000/027921.tex","protomander of storms",0,"protomanders of storms",0,0,1,0,0,"Protomander of Storms","Reduces the HP of all enemies <If(Equal(PlayerParameter(109),4))>in<Else/>on</If> the current <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch> to a single digit.","魔土器：ミールストーム"
22,"ui/icon/027000/027922.tex","protomander of dread",0,"protomanders of dread",0,0,1,0,0,"Protomander of Dread","Transforms user into a dreadnaught.","魔土器：ドレッドノート化"
23,"ui/icon/027000/027901.tex","protomander of safety",0,"protomanders of safety",0,0,1,0,0,"Protomander of Safety","Removes all traps from the current <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch>.","Pomander of Safety"
24,"ui/icon/027000/027902.tex","protomander of sight",0,"protomanders of sight",0,0,1,0,0,"Protomander of Sight","Reveals the current <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch>'s map and the location of all hidden traps.","Pomander of Sight"
25,"ui/icon/027000/027903.tex","protomander of strength",0,"protomanders of strength",0,0,1,0,0,"Protomander of Strength","Increases damage dealt and HP recovered via healing magic by 30%.","Pomander of Strength"
26,"ui/icon/027000/027904.tex","protomander of steel",0,"protomanders of steel",0,0,1,0,0,"Protomander of Steel","Decreases damage received by 40%.","Pomander of Steel"
27,"ui/icon/027000/027905.tex","protomander of affluence",0,"protomanders of affluence",0,0,1,0,0,"Protomander of Affluence","Increases the number of treasure coffers <If(Equal(PlayerParameter(109),4))>in<Else/>on</If> the next <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch>.","Pomander of Affluence"
28,"ui/icon/027000/027906.tex","protomander of flight",0,"protomanders of flight",0,0,1,0,0,"Protomander of Flight","Decreases the number of enemies <If(Equal(PlayerParameter(109),4))>in<Else/>on</If> the next <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch>.","Pomander of Flight"
29,"ui/icon/027000/027907.tex","protomander of alteration",0,"protomanders of alteration",0,0,1,0,0,"Protomander of Alteration","Changes the enemy occupying a random room <If(Equal(PlayerParameter(109),4))>in<Else/>on</If> the next <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch> into a mimic or a mandragora.","Pomander of Alteration"
30,"ui/icon/027000/027908.tex","protomander of purity",0,"protomanders of purity",0,0,1,0,0,"Protomander of Purity","Removes the Pox status.",""
31,"ui/icon/027000/027909.tex","protomander of fortune",0,"protomanders of fortune",0,0,1,0,0,"Protomander of Fortune","Increases the chance enemies <If(Equal(PlayerParameter(109),4))>in<Else/>on</If> the current <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch> will drop treasure coffers.","Pomander of Fortune"
32,"ui/icon/027000/027910.tex","protomander of witching",0,"protomanders of witching",0,0,1,0,0,"Protomander of Witching","Transforms all targets within range into a frog, imp, or chicken.","Pomander of Witching"
33,"ui/icon/027000/027911.tex","protomander of serenity",0,"protomanders of serenity",0,0,1,0,0,"Protomander of Serenity","Removes all enchantments from the current <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch>.","Pomander of Serenity"
34,"ui/icon/027000/027916.tex","protomander of intuition",0,"protomanders of intuition",0,0,1,0,0,"Protomander of Intuition","Reveals the current floor's hidden treasure.","Pomander of Intuition"
35,"ui/icon/027000/027914.tex","protomander of raising",0,"protomanders of raising",0,0,1,0,0,"Protomander of Raising","Instantly raises the first party member to be KO'd.","Pomander of Raising"
36,"ui/icon/027000/027923.tex","pomander of haste",0,"pomanders of haste",0,0,1,0,0,"Pomander of Haste","Renders party able to swiftly execute weaponskills, spells, and auto-attacks.","Pomander of Haste"
37,"ui/icon/027000/027924.tex","pomander of purification",0,"pomanders of purification",0,0,1,0,0,"Pomander of Purification","Removes all curable status ailments from the party, and erects a barrier against the next status ailment suffered.","Pomander of Purification"
38,"ui/icon/027000/027925.tex","pomander of devotion",0,"pomanders of devotion",0,0,1,0,0,"Pomander of Devotion","Guarantees a votive candelabra <If(Equal(PlayerParameter(109),4))>in<Else/>on</If> the next <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch>.","Pomander of Devotion"
