key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
23,8,7,0,-1,"3001, 2, 1, 0","No Color","3051, 2, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",65641,"No Color",65641,"No Color",65641,"No Color",65641,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
24,9,7,0,-1,"3001, 2, 1, 0","No Color","3051, 2, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",65644,"No Color",65644,"No Color",65644,"No Color",65644,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
25,10,7,0,-1,"3101, 11, 1, 0","No Color","3151, 11, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",65977,"No Color",65977,"No Color",393658,"No Color",65977,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
26,11,7,0,-1,"3101, 10, 1, 0","No Color","3151, 10, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",66114,"No Color",197184,"No Color",66114,"No Color",131649,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
27,12,7,0,-1,"3101, 16, 1, 0","No Color","3151, 16, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",65646,"No Color",65646,"No Color",65646,"No Color",65646,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
28,13,7,0,-1,"3101, 5, 1, 0","No Color","3151, 5, 1, 0","No Color","0, 0, 0, 0",0,66160,"No Color",197230,"No Color",197230,"No Color",262765,"No Color",262765,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
29,14,7,0,-1,"3101, 4, 1, 0","No Color","3151, 4, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",131785,"No Color",131785,"No Color",131785,"No Color",131785,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
30,15,7,0,-1,"3101, 13, 1, 0","No Color","3151, 13, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",197435,"No Color",197435,"No Color",197435,"No Color",197435,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
31,16,7,0,-1,"3001, 2, 1, 0","No Color","3051, 2, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",65631,"No Color",65631,"No Color",65631,"No Color",65631,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
32,17,7,0,-1,"3101, 11, 1, 0","No Color","3151, 11, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",65820,"No Color",65820,"No Color",65820,"No Color",65820,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
33,18,7,0,-1,"3001, 3, 1, 0","No Color","3051, 3, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",66282,"No Color",66282,"No Color",66282,"No Color",66282,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
34,19,7,0,-1,"3101, 6, 1, 0","No Color","3151, 6, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",65799,"No Color",65799,"No Color",65799,"No Color",65799,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
35,20,7,0,-1,"3001, 3, 1, 0","No Color","3051, 3, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",65972,"No Color",65972,"No Color",65972,"No Color",65972,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
36,21,7,0,-1,"3001, 2, 1, 0","No Color","3051, 2, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",65911,"No Color",65911,"No Color",65911,"No Color",65911,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
37,22,7,0,0,"3101, 11, 1, 0","No Color","3151, 11, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",65923,"No Color",65923,"No Color",65923,"No Color",65923,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
38,22,7,0,1,"3101, 11, 1, 0","No Color","3151, 11, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",65924,"No Color",65924,"No Color",0,"No Color",65924,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
39,23,7,0,0,"3101, 4, 1, 0","No Color","3151, 4, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",65684,"No Color",65684,"No Color",65684,"No Color",65684,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
40,23,7,0,1,"3101, 4, 1, 0","No Color","3151, 4, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",65683,"No Color",65683,"No Color",65683,"No Color",65683,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
41,24,7,0,-1,"3101, 4, 1, 0","No Color","3151, 4, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",71651,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
42,25,7,0,-1,"3001, 3, 1, 0","No Color","3051, 3, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",71598,"No Color",71598,"No Color",71598,"No Color",71598,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
43,26,7,0,-1,"3101, 5, 1, 0","No Color","3151, 5, 1, 0","No Color","0, 0, 0, 0",0,0,"No Color",71714,"No Color",71714,"No Color",71714,"No Color",71714,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
44,27,7,0,-1,"3101, 11, 1, 0","No Color","3151, 11, 1, 0","No Color","0, 0, 0, 0",0,71559,"No Color",71559,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
45,28,7,0,-1,"3101, 1, 1, 0","No Color","3151, 1, 1, 0","No Color","0, 0, 0, 0",0,1835028,"No Color",1507366,"No Color",5177382,"No Color",3407910,"No Color",6946854,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
46,29,7,0,-1,"3101, 6, 1, 0","No Color","3151, 6, 1, 0","No Color","0, 0, 0, 0",0,74770,"No Color",74770,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
47,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
48,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
49,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
50,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
51,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
52,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
53,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
54,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
55,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
56,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
57,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
58,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
59,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
60,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
61,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
62,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
63,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
64,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
65,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
66,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
67,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
68,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
69,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
70,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
71,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
72,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
73,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
74,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
75,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
76,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
77,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
78,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
79,0,0,0,-1,"0, 0, 0, 0","No Color","0, 0, 0, 0","No Color","0, 0, 0, 0",0,0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color",0,"No Color"
