key,0,1,2
46,"Interactive Furnishings","Alps Striking Dummy",410
47,"Lighting","Sahagin Living Lamp",410
48,"Miscellaneous","Sahagin Hanging Larder",410
49,"Miscellaneous","Ixali Shelter",410
50,"Miscellaneous","Ixali Banner",410
51,"Miscellaneous","Automaton Digger",410
52,"Miscellaneous","Kobold Furnace",410
53,"Interactive Furnishings","Round Garden Patch",410
54,"Interactive Furnishings","Oblong Garden Patch",410
55,"Interactive Furnishings","Deluxe Garden Patch",410
56,"Interactive Furnishings","Chocobo Stable",410
57,"Plants","Rounded Shrub",410
58,"Plants","Lattice Planter",410
59,"Ponds/Fountains","Water Lilies",410
60,"Ponds/Fountains","Garden Pond",410
61,"Miscellaneous","Cast-iron Cookpot",410
62,"Stepping Stones/Stepladders","Stepladder",410
63,"Stepping Stones/Stepladders","Straight Stepping Stones",410
64,"Stepping Stones/Stepladders","Curved Stepping Stones",410
65,"Stepping Stones/Stepladders","Straight Stepping Stumps",410
66,"Stepping Stones/Stepladders","Curved Stepping Stumps",410
67,"Plants","Planter Box",410
68,"Plants","Large Planter Box",410
69,"Lighting","Riviera Path Light",410
70,"Lighting","Glade Path Light",410
71,"Lighting","Oasis Path Light",410
72,"Lighting","Glade Lamppost",410
73,"Lighting","Oasis Lamppost",410
74,"Ponds/Fountains","Dried Well",410
75,"Interactive Furnishings","Oriental Striking Dummy",410
76,"Plants","Wild Banana Tree",410
77,"Miscellaneous","Personal Astroscope",410
78,"Miscellaneous","Riviera Garden Table Set",410
79,"Miscellaneous","Dodo's Nest",410
80,"Plants","Topiary Moogle",410
81,"Plants","Topiary Chocobo",410
82,"Plants","Topiary Sabotender",410
83,"Miscellaneous","Standing Signboard",410
84,"Miscellaneous","Laundry Pole",410
85,"Miscellaneous","Ultimate Kettle",410
86,"Miscellaneous","Ultimate Kettle Zenith",410
87,"Miscellaneous","Ultimate Kettle Nexus",410
88,"Miscellaneous","Retainer Cartonnier",410
89,"Tables","Retainer Counter",410
90,"Ponds/Fountains","Expanse Fountain",410
91,"Ponds/Fountains","Boundless Expanse Fountain",410
92,"Plants","Sephirot Root",410
93,"Plants","Sephirot Tree",410
94,"Plants","Lupin Plot",410
95,"Miscellaneous","Explorer's Campfire",410
96,"Interactive Furnishings","Old World Striking Dummy",410
97,"Plants","Sunflower Plot",410
98,"Plants","Oriental Grass Plot",410
99,"Plants","Dravanian Down Tree",410
100,"Miscellaneous","Dinosaur Skull",410
101,"Miscellaneous","Dinosaur Skeleton",410
102,"Miscellaneous","Dinosaur Tailbone",410
103,"Plants","Dandelion Plot",410
104,"Miscellaneous","Living Arch",410
105,"Ponds/Fountains","Shishi-odoshi",410
106,"Miscellaneous","Cold Knight's Cookfire",410
107,"Miscellaneous","Oriental Snowcave",410
108,"Interactive Furnishings","Faust Striking Dummy",410
109,"Lighting","Gnathic Lamp Tree",410
110,"Chairs ","Beach Chair",410
111,"Plants","Morning Glory Plot",410
112,"Ponds/Fountains","Large Garden Pond",410
113,"Miscellaneous","Oriental Wood Bridge",410
114,"Chairs ","Oriental Deck",410
115,"Plants","Autumnal Maple Tree",410
116,"Plants","Autumnal Ginkgo Tree",410
117,"Plants","Maple Leaf Pile",410
118,"Plants","Topiary Paissa",410
119,"Plants","Moongrass Plot",410
120,"Plants","Ginkgo Leaf Pile",410
121,"Miscellaneous","Firecrest Trophy",410
122,"Miscellaneous","Glass Pumpkin Trophy",410
123,"Plants","Eastern Pine",410
124,"Chairs ","Eastern Teahouse Bench",410
125,"Plants","Topiary Carbuncle",410
126,"Miscellaneous","Moai Statue",410
127,"Miscellaneous","Dataqi Standard",410
128,"Interactive Furnishings","Gyr Abanian Striking Dummy",410
129,"Plants","Hedge Partition",410
130,"Plants","Far Eastern Willow",410
131,"Lighting","Toro Lantern",410
132,"Plants","Corner Hedge Partition",410
133,"Plants","Bamboo Copse",410
134,"Ponds/Fountains","Hingan Hot Spring",410
135,"Chairs ","Odder Otter Bench",410
136,"Interactive Furnishings","Dodo Message Book Stand",410
137,"Miscellaneous","Picnic Set",410
138,"Miscellaneous","Miniature Heaven-on-High",410
139,"Plants","Fallen Tree",500
140,"Plants","Simple Treehouse",410
141,"Lighting","Odder Otter Andon Lamp",410
142,"Miscellaneous","Namazu Effigy",410
143,"Ponds/Fountains","Birdbath",410
144,"Miscellaneous","Garden Gravel",410
145,"Stepping Stones/Stepladders","Brick Garden Circle",410
146,"Miscellaneous","Botanist's Garden",410
147,"Miscellaneous","Big One Festival Float",410
148,"Interactive Furnishings","Crystarium Striking Dummy",500
149,"Lighting","Firebloom",500
150,"Lighting","Seastone Brazier",500
151,"Miscellaneous","BBQ Spit",410
152,"Miscellaneous","Vegetable Garden",510
153,"Plants","Cedar Tree",510
154,"Stalls","Armorer's Stall",510
155,"Stalls","Weaponsmith's Stall",510
156,"Stalls","Jeweler's Stall",510
157,"Stalls","Florist's Stall",510
158,"Stalls","Baker's Stall",510
159,"Stalls","Fruiterer's Stall",510
160,"Stalls","Greengrocer's Stall",510
161,"Stalls","Bookseller's Stall",510
162,"Stalls","Enchanter's Stall",510
163,"Stalls","Butcher's Stall",510
164,"Miscellaneous","Wooden Deck",510
165,"Plants","Dohn Trellis",520
166,"Plants","Lakeland Elf Tree",520
167,"Plants","Lakeland Flower Garden",520
168,"Plants","Brick Garden Wall",520
169,"Miscellaneous","Nomad's Tent",530
170,"Miscellaneous","Red Brick Kitchen",530
171,"Stepping Stones/Stepladders","Wooden Footbridge",530
172,"Plants","Gulg Planter",530
173,"Miscellaneous","Oriental Wooden Deck",530
174,"Stalls","Toymaker's Show Window",540
175,"Stalls","Designer's Show Window",540
176,"Stalls","Smith's Show Window",540
177,"Stalls","Artist's Show Window",540
178,"Stalls","Baker's Show Window",540
179,"Plants","Parkside Tree",540
180,"Miscellaneous","Brick Paving",540
181,"Plants","La Noscean Grape Pergola",540
182,"Plants","Fruitful Fountain",540
183,"Miscellaneous","Forging Bench",550
184,"Miscellaneous","Garden Anvil",550
185,"Miscellaneous","Materiel Table",550
186,"Miscellaneous","Fête Party Balloons",550
187,"Miscellaneous","Fête Skyrise Balloon",550
188,"Plants","Plot of Hydrangeas",550
189,"Miscellaneous","Glade Gazebo",550
190,"Miscellaneous","Garden Tool Shelf",550
191,"Plants","Eastern Wisteria",550
192,"Ponds/Fountains","Il Mheg Garden Fountain",600
193,"Chairs ","Hanging Bench",600
194,"Plants","Coldbare Tree",600
195,"Ponds/Fountains","Poroggo Lawn Ornament",600
196,"Miscellaneous","Miniature Antique Clock Tower",600
197,"Miscellaneous","Shirogane Pinwheel",600
198,"Interactive Furnishings","Thavnairian Striking Dummy",600
199,"Miscellaneous","Garlean Containers",600
200,"Lighting","Sharlayan Lamppost",600
201,"Miscellaneous","Thavnairian Dhow",600
202,"Ponds/Fountains","Alpine Open-air Bath",610
203,"Miscellaneous","Ivy-covered Bridge",610
204,"Chairs ","Snowy Red Brick Bench",610
205,"Miscellaneous","Raised Wooden Deck",610
206,"Miscellaneous","Garden Gate",610
207,"Plants","Planter Set",610
208,"Miscellaneous","Sweet Lawn Ornaments",610
209,"Miscellaneous","Damaged Ishgardian Wall",610
210,"Lighting","Ishgardian Lamppost",610
211,"Miscellaneous","Camping Tent",620
212,"Miscellaneous","Damaged Highland Turret",620
213,"Miscellaneous","Shoveled Snow",620
214,"Tables","Blooming Garden Table",620
215,"Miscellaneous","Bamboo Fence",620
216,"Miscellaneous","Camping Furniture",620
217,"Ponds/Fountains","Far Eastern Well",620
218,"Lighting","Far Eastern Lamppost",620
219,"Miscellaneous","Elpis Stone Pillar",620
220,"Miscellaneous","Chocobo Stable Essentials",620
221,"Plants","Low Garden Hedge",630
222,"Miscellaneous","Orthos Display Stand",630
223,"Ponds/Fountains","Smaller Water Otter Fountain",630
224,"Lighting","Hannish Lamppost",630
225,"Ponds/Fountains","Simple Fountain",630
226,"Miscellaneous","Jinrikisha",630
227,"Stalls","Lemonade Stand",630
228,"Miscellaneous","Dorpokkur Kiln",630
229,"Stepping Stones/Stepladders","Stone Garden Wall",630
230,"Plants","Colorful Flower Patch",630
231,"Miscellaneous","Island Garden Fence",640
232,"Tables","Island Parasol Table",640
233,"Chairs ","Island Wooden Chair",640
234,"Stepping Stones/Stepladders","Railway Sleepers",640
235,"Ponds/Fountains","Garden Creek",640
236,"Lighting","Mushroom Medley Lamp",640
237,"Chairs ","Country Swing Seat",640
238,"Ponds/Fountains","Ornate Fountain",640
239,"Plants","Smashed Flower Pot",640
240,"Ponds/Fountains","Well Pump",640
241,"Miscellaneous","Ivy-canopied Deck",640
242,"Miscellaneous","Komainu Statue",640
243,"Miscellaneous","Stone Toro Lantern",640
244,"Miscellaneous","Planted Toro Lantern",640
245,"Stepping Stones/Stepladders","Mobile Garden Stairs",650
246,"Miscellaneous","Flower-wreathed Gazebo",650
247,"Ponds/Fountains","Elpis Garden Fountain",650
248,"Plants","Wildflower Bed",650
249,"Miscellaneous","Imitation Magitek Repair Station (Wall Unit)",650
250,"Miscellaneous","Imitation Magitek Repair Station (Floor Unit)",650
251,"Lighting","Labyrinthos Grape Lamppost",650
252,"Miscellaneous","Minute Mindflayer Sprinkler",650
253,"Miscellaneous","South Seas Coelacanth Display",650
254,"Miscellaneous","Sagely Sparrow Statue",650
255,"Plants","Aloalo Island Palm",650
256,"Plants","Aloalo Roselle Hedge",650
257,"Plants","Il Mheg Arbor",700
258,"Lighting","Alzadaal's Garden Lamp",700
259,"Miscellaneous","Hingan Rock Garden",700
260,"Ponds/Fountains","Sharlayan Reflecting Pool",700
261,"Interactive Furnishings","Everkeep Striking Dummy",700
262,"Miscellaneous","Stargazing Deck",700
263,"Miscellaneous","Wooden Garden Gate",700
264,"Plants","Yak T'el Scale Tree",700
265,"Lighting","Neo Kingdom Lamppost",700
266,"Miscellaneous","Far Eastern Gazebo",710
267,"Stepping Stones/Stepladders","Square Stepping Stones",710
268,"Miscellaneous","Electrope Turret",710
269,"Miscellaneous","Lesser Pillar of Tural",710
270,"Plants","Ihuykatumu Flower Plot",710
271,"Lighting","Zormor Stone Lantern",710
272,"Plants","Ja Ja Gural Tree",710
273,"Plants","East End Tree",720
274,"Miscellaneous","Gardener's Gate",720
275,"Stepping Stones/Stepladders","Hewn Stone Circle",720
276,"Plants","Hedge-trimmed Flower Bed",720
277,"Ponds/Fountains","Chocobo Chick Fountain",720
278,"Plants","",0
279,"Lighting","Stellar Lamppost",720
