key,0,1,2,3,4,5,6,7,8,9
157,"Mining",5,"Bone Chip","","","","","","Wind Shard","Lightning Shard"
158,"Mining",15,"","","Iron Ore","","","","","Water Shard"
159,"Quarrying",15,"Cinnabar","Copper Sand","Iron Sand","","","","","Water Shard"
160,"Mining",20,"Raw Malachite","Raw Fluorite","Alumen","","","","","Fire Shard"
161,"Mining",20,"Raw Danburite","Sunrise Tellin","","","","","","Ice Shard"
162,"Quarrying",30,"","","","","Blue Pigment","","","Water Shard"
163,"Quarrying",30,"","","","","Green Pigment","","","Wind Shard"
164,"Quarrying",20,"","","","","Grade 1 Carbonized Matter","","","Fire Shard"
165,"Logging",30,"","","","","Grey Pigment","","Ice Crystal","Ice Shard"
166,"Quarrying",20,"Mudstone","Limestone","","","","","","Ice Shard"
167,"Quarrying",25,"Fire Rock","Lightning Rock","Water Rock","","","","","Earth Shard"
168,"Mining",30,"Wyvern Obsidian","Saltpeter","","","","","","Fire Shard"
169,"Quarrying",30,"Bomb Ash","Silex","","","","","","Lightning Shard"
170,"Logging",5,"","","","","","","ruby spruce branch","Ice Shard"
171,"Logging",30,"","","","Brown Pigment","Yellow Pigment","","Earth Crystal","Earth Shard"
172,"Quarrying",30,"","","","","Red Pigment","","","Fire Shard"
173,"Logging",30,"","","","","Green Pigment","","Wind Crystal","Wind Shard"
174,"Quarrying",30,"","","","","Purple Pigment","","","Lightning Shard"
175,"Logging",30,"","","","","Purple Pigment","","Lightning Crystal","Lightning Shard"
176,"Quarrying",30,"Brimstone","Siltstone","","","","","","Earth Shard"
177,"Mining",35,"Raw Heliodor","Mythril Ore","","","","","","Lightning Shard"
178,"Mining",35,"Raw Peridot","Raw Amethyst","Granite","","","","","Wind Shard"
179,"Mining",35,"Raw Aquamarine","Raw Garnet","Raw Goshenite","","","","","Water Shard"
180,"Mining",40,"Raw Zircon","Jade","","","","","","Ice Shard"
181,"Mining",5,"","","","","","","small granite rock","Earth Shard"
182,"Quarrying",40,"","","","","","","",""
183,"Quarrying",30,"","","","Brown Pigment","Yellow Pigment","","","Earth Shard"
184,"Logging",30,"","","","","Blue Pigment","","Water Crystal","Water Shard"
185,"Mining",45,"Raw Amber","Raw Rubellite","","","","","","Fire Shard"
186,"Mining",45,"Raw Turquoise","Electrum Ore","","","","","","Earth Shard"
187,"Mining",10,"Raw Sunstone","","","","","","","Earth Shard"
188,"Logging",40,"","","","","","","Wind Crystal","Wind Shard"
189,"Mining",50,"Cobalt Ore","Ogre Horn","Adamantoise Shell","Basilisk Egg","","","","Wind Shard"
190,"Mining",20,"Raw Sphene","","","","","","","Earth Shard"
191,"Quarrying",50,"","","","","","","","Wind Shard"
192,"Quarrying",50,"","","","","","","","Ice Shard"
193,"Quarrying",50,"","","","","","","","Earth Shard"
194,"Quarrying",15,"Rock Salt","Ragstone","Fine Sand","","","","","Lightning Shard"
195,"Logging",40,"","","","","","","Ice Crystal","Ice Shard"
196,"Logging",40,"","","","","","","",""
197,"Logging",50,"","","","","","","Fire Crystal","Fire Shard"
198,"Logging",50,"","","","","","","Water Crystal","Water Shard"
199,"Logging",50,"","","","","","","Lightning Crystal","Lightning Shard"
200,"Quarrying",30,"","","","","Green Pigment","","Wind Crystal","Wind Shard"
201,"Quarrying",30,"","","","","Red Pigment","","Fire Crystal","Fire Shard"
202,"Quarrying",30,"","","","","Purple Pigment","","Lightning Crystal","Lightning Shard"
203,"Quarrying",30,"","","","Brown Pigment","Yellow Pigment","","Earth Crystal","Earth Shard"
204,"Quarrying",30,"","","","","Blue Pigment","","Water Crystal","Water Shard"
205,"Quarrying",30,"","","","","Grey Pigment","","Ice Crystal","Ice Shard"
206,"Mining",5,"","","","","","","clear water shard","Lightning Shard"
207,"Quarrying",40,"","","","","","","",""
208,"Mining",5,"","","","","","","chunk of furite","Ice Shard"
209,"Quarrying",50,"","","","","","","Wind Crystal","Wind Shard"
210,"Quarrying",50,"","","","","","","Ice Crystal","Ice Shard"
211,"Logging",50,"Spruce Log","","","","","","",""
212,"Logging",50,"Vampire Plant","","","","","","",""
213,"Logging",50,"Thavnairian Mistletoe","","","","","","",""
214,"Logging",50,"Prickly Pineapple","Prickly Pineapple Seeds","","","","","",""
215,"Logging",50,"Fire Cluster","Ice Cluster","Wind Cluster","Earth Cluster","","Lightning Cluster","Water Cluster",""
216,"Harvesting",50,"Silkworm Cocoon","Mazlaya Greens","","","","","",""
217,"Harvesting",50,"Trillium","Mazlaya Greens","","","","","",""
218,"Harvesting",50,"Trillium Bulb","Kidragora","Mazlaya Greens","","","","",""
219,"Harvesting",50,"Honey Lemon","Honey Lemon Seeds","","","","","",""
220,"Harvesting",50,"Dzemael Tomato","Dzemael Tomato Seeds","","","","","",""
221,"Harvesting",50,"Black Truffle","Mazlaya Greens","","","","","",""
222,"Mining",50,"Darksteel Ore","Gregarious Worm","","","","","",""
223,"Mining",50,"Gold Ore","Coblyn Larva","Gregarious Worm","","","","",""
224,"Quarrying",50,"Volcanic Rock Salt","","","","","","",""
225,"Quarrying",50,"Astral Rock","","","","","","",""
226,"Quarrying",50,"Gold Sand","","","","","","",""
227,"Quarrying",50,"Fire Cluster","Ice Cluster","Wind Cluster","Earth Cluster","","Lightning Cluster","Water Cluster",""
228,"Logging",50,"","","","","","","",""
229,"Quarrying",50,"","","","","","","",""
230,"Logging",50,"Scarlet Sap","","","","","","",""
231,"Logging",50,"Apricot","","","","","","",""
232,"Logging",50,"Blood Orange","Bamboo Stick","","","","","",""
233,"Harvesting",50,"Shroud Tea Leaves","Mazlaya Greens","","","","","",""
234,"Harvesting",50,"La Noscean Leek","Mazlaya Greens","Waterfowl Feather","","","","",""
235,"Harvesting",50,"Young Cieldalaes Spinach","Mazlaya Greens","","","","","",""
236,"Mining",50,"Ferberite","Raw Iolite","Raw Topaz","Gregarious Worm","","","",""
237,"Mining",50,"Native Gold","Raw Diamond","Raw Emerald","Gregarious Worm","","","",""
238,"Mining",50,"Raw Ruby","Raw Sapphire","Gregarious Worm","","","","",""
239,"Quarrying",50,"Grade 3 La Noscean Topsoil","Fire Cluster","","","","","",""
240,"Quarrying",50,"Grade 3 Shroud Topsoil","Umbral Rock","","","","","",""
241,"Quarrying",50,"Grade 3 Thanalan Topsoil","Water Cluster","","","","","",""
242,"Logging",50,"Fragrant Log","","","","","","",""
243,"Logging",5,"","","","","","","pristine oak branch","Earth Shard"
244,"Logging",5,"","","","","","","tangle mangrove branch","Lightning Shard"
245,"Logging",50,"Redolent Log","","","","","","",""
246,"Quarrying",50,"Antumbral Rock","","","","","","",""
247,"Mining",50,"Platinum Ore","Gregarious Worm","","","","","",""
248,"Logging",50,"Ebony Log","","","","","","",""
249,"Logging",50,"Cypress Log","","","","","","",""
250,"Quarrying",50,"Pumice","","","","","","",""
251,"Harvesting",50,"Rosemary","Mazlaya Greens","","","","","",""
252,"Mining",50,"Virgin Basilisk Egg","Gregarious Worm","","","","","",""
253,"Harvesting",55,"rubycress root","thick rubycress root","","","","","",""
254,"Harvesting",55,"tuft of saint's breath","","","","","","",""
255,"Logging",55,"Coerthan hemlock branch","Coerthan hemlock log","","","","","",""
256,"Harvesting",55,"gentian","perfect gentian","","","","","",""
257,"Harvesting",55,"sprig of bitterdrake","","","","","","",""
258,"Logging",55,"caelumtree root","","","","","","",""
259,"Harvesting",55,"definitely unclassified plant","possibly unclassified plant","","","","","",""
260,"Harvesting",55,"heirloom dandelion","","","","","","",""
261,"Harvesting",55,"head of letter lettuce","bunch of half-chewed herbs","","","","","",""
262,"Logging",60,"giant artichoke","","","","","","",""
263,"Harvesting",60,"bright bluecloud","","","","","","",""
264,"Harvesting",60,"sample of sweet-scented nectar","sample of aromatic nectar","","","","","",""
265,"Logging",60,"black cedar branch","black cedar log","","","","","",""
266,"Harvesting",60,"Thaliak's thumb","","","","","","",""
267,"Logging",60,"straight switch","supple switch","","","","","",""
268,"Mining",55,"chunk of porous volcanic rock","chunk of solid volcanic rock","","","","","",""
269,"Mining",55,"head-sized stone","","","","","","",""
270,"Mining",55,"slab of weather-worn rock","jagged stone","","","","","",""
271,"Mining",55,"foundation stone","rune-covered rock","","","","","",""
272,"Mining",55,"chunk of lancite","","","","","","",""
273,"Mining",55,"large raw star sapphire","","","","","","",""
274,"Mining",55,"sample of floating soil","chunk of floating rock","","","","","",""
275,"Quarrying",55,"pinch of heavensand","","","","","","",""
276,"Mining",55,"buried coin","burnished arrowhead","","","","","",""
277,"Mining",60,"chunk of fool's furite","","","","","","",""
278,"Quarrying",60,"pinch of lightsand","","","","","","",""
279,"Mining",60,"Dravanian pumice pebble","piece of Dravanian pumice","","","","","",""
280,"Mining",60,"chunk of pommel ore","chunk of high-quality pommel ore","","","","","",""
281,"Mining",60,"transparent crystal","","","","","","",""
282,"Mining",60,"cracked Sharlayan flagstone","Sharlayan flagstone","","","","","",""
283,"Mining",0,"","","","","","","",""
284,"Mining",50,"Dragon Obsidian","Yellow Copper Ore","","","","","","Ice Crystal"
285,"Mining",55,"Raw Larimar","Raw Mormorion","","","","","","Ice Crystal"
286,"Mining",55,"Raw Star Ruby","Raw Star Sapphire","Pyrite","Chalcocite","","","","Fire Crystal"
287,"Mining",55,"Raw Agate","Raw Tiger's Eye","Dravanian Spring Water","Limonite","","","","Fire Crystal"
288,"Quarrying",55,"Mythrite Sand","Yellow Quartz","Green Quartz","","","","","Ice Crystal"
289,"Mining",60,"Tungstite","","","","","","",""
290,"Quarrying",60,"Zeolite Ore","","","","","","",""
291,"Mining",60,"Luminium Ore","","","","","","",""
292,"Logging",60,"Teak Log","","","","","","",""
293,"Harvesting",60,"Star Cotton Boll","","","","","","",""
294,"Logging",50,"Cedar Log","Cedar Branch","","","","","","Ice Crystal"
295,"Logging",55,"Dark Chestnut Log","Dark Chestnut Branch","","","","","","Fire Crystal"
296,"Harvesting",55,"Rainbow Cotton Boll","Mist Dill","","","","","","Ice Crystal"
297,"Harvesting",55,"Highland Wheat","Stalk of Ramie","","","","","","Fire Crystal"
298,"Harvesting",55,"Magma Beet","","","","","","","Earth Crystal"
299,"Logging",60,"Brown Mushroom","","","","","","",""
300,"Harvesting",60,"Rue","Coriander","Whitefrost Cotton Boll","Ice Stalagmite","","","","Ice Crystal"
301,"Harvesting",60,"Noble Sage","","","","","","",""
302,"Mining",0,"","","","","","","",""
303,"Mining",0,"","","","","","","",""
304,"Harvesting",60,"Cow Bitter","Gaelicatnip","","","","","","Wind Crystal"
305,"Quarrying",60,"Lightning Moraine","","","","Radiant Astral Moraine","Radiant Lightning Moraine","Bright Lightning Rock","Lightning Crystal"
306,"Mining",55,"Rarefied Pyrite","Rarefied Chalcocite","Rarefied Limonite","","","","",""
307,"Quarrying",60,"Fire Moraine","","","","Radiant Astral Moraine","Radiant Fire Moraine","Bright Fire Rock","Fire Crystal"
308,"Mining",60,"Rarefied Abalathian Spring Water","Rarefied Aurum Regis Sand","","","","","",""
309,"Quarrying",60,"Fire Moraine","","","","Radiant Astral Moraine","Radiant Fire Moraine","Bright Fire Rock","Fire Crystal"
310,"Mining",65,"Rarefied Raw Triphane","Rarefied Raw Kyanite","","","","","",""
311,"Quarrying",60,"Fire Moraine","","","","Radiant Astral Moraine","Radiant Fire Moraine","Bright Fire Rock","Fire Crystal"
312,"Mining",65,"Rarefied Raw Star Spinel","","","","","","",""
313,"Quarrying",60,"Lightning Moraine","","","","Radiant Astral Moraine","Radiant Lightning Moraine","Bright Lightning Rock","Lightning Crystal"
314,"Mining",0,"","","","","","","",""
315,"Mining",0,"","","","","","","",""
316,"Quarrying",80,"Trona Ore","Clear Rock Salt","Karellian Black Salt","Bioluminescent Rock Moss","","","","Wind Crystal"
317,"Quarrying",80,"Limestone Coral","Elysian Rock Salt","Supremest Space Oyster","","","","","Wind Crystal"
318,"Quarrying",60,"Abalathian Rock Salt","Red Quartz","","","","","",""
319,"Quarrying",80,"Bryophyte","Diatom Cluster","Porous Stone","","","","","Wind Crystal"
320,"Mining",60,"Adamantite Ore","","","","","","",""
321,"Quarrying",60,"Astral Moraine","Violet Quartz","","","","","",""
322,"Mining",80,"Salt-like Rock","Pillowy Cosmoclay","Monumental Whetstone","","","","","Wind Crystal"
323,"Mining",60,"Aurum Regis Ore","Lumythrite Ore","","","","","",""
324,"Quarrying",60,"Sun Mica","","","","","","",""
325,"Quarrying",60,"Blue Quartz","","","","","","",""
326,"Mining",60,"Red Alumen","","","","","","",""
327,"Harvesting",60,"Highland Oregano","Pot Marjoram","Furymint","Water Mint","Clary Sage","Wild Sage","Lover's Laurel",""
328,"Mining",70,"Rarefied Raw Azurite","Rarefied Silvergrace Ore","","","","","",""
329,"Harvesting",60,"Highland Oregano","Pot Marjoram","Furymint","Water Mint","Clary Sage","Wild Sage","Lover's Laurel",""
330,"Mining",75,"Rarefied Titancopper Ore","Rarefied Raw Petalite","","","","","",""
331,"Harvesting",60,"Black Soil","Humic Soil","Granular Clay","Peat Moss","Lover's Laurel","","","Earth Crystal"
332,"Mining",75,"Rarefied Raw Lazurite","","","","","","",""
333,"Harvesting",60,"Black Soil","Humic Soil","Granular Clay","Peat Moss","Lover's Laurel","","","Earth Crystal"
334,"Mining",80,"Rarefied Sea Salt","Rarefied Raw Onyx","","","","","",""
335,"Harvesting",60,"Highland Oregano","Pot Marjoram","Furymint","Water Mint","Clary Sage","Wild Sage","Lover's Laurel",""
336,"Mining",80,"Mashable Worm","Delectable Worm","Metalsand","","","","","Wind Crystal"
337,"Harvesting",60,"Black Soil","Humic Soil","Granular Clay","Peat Moss","Lover's Laurel","","","Earth Crystal"
338,"Quarrying",90,"Raw Rutilated Quartz","Raw Zoisite","","","","","",""
339,"Harvesting",55,"Pearl Sprouts","Coerthan Tea Leaves","Chives","Pearl Sprout Seeds","Coerthan Tea Seeds","","",""
340,"Harvesting",50,"Old World Fig","Old World Fig Seeds","","","","","",""
341,"Logging",55,"Porcini","Dravanian Mistletoe","","","","","",""
342,"Logging",60,"Heavens Lemon","Abalathian Mistletoe","","","","","",""
343,"Logging",60,"Cloud Banana","Morel","","","","","",""
344,"Harvesting",60,"Chysahl Greens","","","","","","",""
345,"Harvesting",60,"Vanilla Beans","Dravanian Paprika","Frost Cotton Boll","","","","",""
346,"Mining",90,"Ilmenite","Prime Achondrite","","","","","",""
347,"Harvesting",60,"Seventh Heaven","","","","","","",""
348,"Logging",60,"Honeydew Almonds","","","","","","",""
349,"Harvesting",60,"Snurbleberry","","","","","","",""
350,"Logging",60,"Wattle Bark","","","","","","",""
351,"Mining",60,"Raw Citrine","Eventide Jade","Ice Stalagmite","","","","","Ice Crystal"
352,"Mining",60,"Raw Opal","Raw Carnelian","Eventide Jade","Beastkin Horn","Rainbow Pigment","","","Fire Crystal"
353,"Mining",60,"Raw Chrysolite","Wyrm Obsidian","Eventide Jade","Dated Radz-at-Han Coin","Light Kidney Ore","Cuprite","","Wind Crystal"
354,"Mining",60,"Abalathian Spring Water","Aurum Regis Sand","Eventide Jade","Glass Eye","","","Lightning Crystal","Water Crystal"
355,"Quarrying",60,"Hardsilver Sand","Cloud Mica","Tektite","Fossilized Dragon Bone","Lumythrite Sand","Duskfall Moss","","Earth Crystal"
356,"Logging",60,"Birch Branch","Birch Sap","Cloud Mushroom","Wind Widow","","","","Water Crystal"
357,"Mining",0,"","","","","","","",""
358,"Harvesting",60,"Coneflower","Periwinkle","Rainbow Pigment","","","","","Fire Crystal"
359,"Harvesting",60,"Dandelion","Periwinkle","Duskfall Moss","","","","","Earth Crystal"
360,"Harvesting",60,"Sesame Seeds","Periwinkle","Glass Eye","","","","","Lightning Crystal"
361,"Harvesting",60,"Cow Bitter","Gaelicatnip","Periwinkle","Dated Radz-at-Han Coin","","","","Wind Crystal"
362,"Logging",60,"Royal Mistletoe","Birch Branch","Birch Sap","Birch Log","","","","Earth Crystal"
363,"Logging",60,"Royal Mistletoe","Birch Branch","Birch Sap","Birch Log","","","","Earth Crystal"
364,"Harvesting",60,"Cloud Cotton Boll","Cyclops Onion","Emerald Beans","","","","","Earth Crystal"
365,"Harvesting",60,"Cloud Cotton Boll","Cyclops Onion","Emerald Beans","","","","","Earth Crystal"
366,"Logging",60,"Royal Mistletoe","Birch Branch","Birch Sap","Birch Log","","","","Wind Crystal"
367,"Logging",60,"Royal Mistletoe","Birch Branch","Birch Sap","Birch Log","","","","Wind Crystal"
368,"Harvesting",60,"Cloud Cotton Boll","Cyclops Onion","Emerald Beans","","","","","Wind Crystal"
369,"Harvesting",60,"Cloud Cotton Boll","Cyclops Onion","Emerald Beans","","","","","Wind Crystal"
370,"Logging",60,"Royal Mistletoe","Birch Branch","Birch Sap","Birch Log","","","","Water Crystal"
371,"Logging",60,"Royal Mistletoe","Birch Branch","Birch Sap","Birch Log","","","","Water Crystal"
372,"Harvesting",60,"Cloud Cotton Boll","Cyclops Onion","Emerald Beans","","","","","Water Crystal"
