key,0,1,2,3,4,5,6,7,8,9,10,11
37,5,"Eat Rice Ball",,"Joy",,,,0,,,,False
38,5,"Read",,"Joy",,,,0,,,,False
39,5,"High Five",,"Joy",,,,0,,,,False
40,5,"Lean",,"Joy",,,,0,,,,False
41,5,"Sweep Up",,"Joy",,,,0,,,,False
42,5,"Aback",,"Wave",,,,0,,,,False
43,5,"Sweat",,"Chuckle",,,,0,,,,False
44,5,"Guard",,"Me",,,,0,,,,False
45,5,"Malevolence",,"Me",,,,0,,,,False
46,5,"Eastern Greeting",,"Doubt",,,,0,,,,False
47,5,"Dote",,"Cheer",,,,0,,,,False
48,5,"Huzzah",,"Cheer",,,,0,,,,False
49,5,"Eureka",,"Cheer",,,,0,,,,False
50,5,"Senor Sabotender",,"Cheer",,,,0,,,,False
51,5,"Toast",,"Doubt",,,,0,,,,False
52,5,"Snap",,"Doubt",,,,0,,,,False
53,5,"Flower Shower",,"Doubt",,,,0,,,,False
54,5,"Vexed",,"Cheer",,,,0,,,,False
55,5,"Tomestone",,"Comfort",,,,0,,,,False
56,5,"Backflip",,"Doubt",,,,0,,,,False
57,5,"Eastern Stretch",,"Doubt",,,,0,,,,False
58,5,"Pretty Please",,"Doubt",,,,0,,,,False
59,5,"Power Up",,"Doubt",,,,0,,,,False
60,5,"Crimson Lotus",,"Doubt",,,,0,,,,False
61,5,"Eat Pizza",,"Doubt",,,,0,,,,False
62,5,"Eat Egg",,"Cheer",,,,0,,,,False
63,5,"Drink Tea",,"Doubt",,,,0,,,,False
64,5,"Consider",,"Cheer",,,,0,,,,False
65,5,"Pantomime",,"Doubt",,,,0,,,,False
66,5,"Bomb Dance",,"Cheer",,,,0,,,,False
67,5,"Red Ranger Pose A",,"Cheer",,,,0,,,,False
68,5,"Red Ranger Pose B",,"Cheer",,,,0,,,,False
69,5,"Black Ranger Pose A",,"Cheer",,,,0,,,,False
70,5,"Black Ranger Pose B",,"Cheer",,,,0,,,,False
71,5,"Yellow Ranger Pose A",,"Cheer",,,,0,,,,False
72,5,"Yellow Ranger Pose B",,"Cheer",,,,0,,,,False
73,5,"Eastern Dance",,"Doubt",,,,0,,,,False
74,5,"Songbird",,"Cheer",,,,0,,,,False
75,0,,,,,,,0,,,,False
76,0,,,,,,,0,,,,False
77,0,,,,,,,0,,,,False
78,5,"Box Step",,"Doubt",,,,0,,,,False
79,5,"Side Step",,"Doubt",,,,0,,,,False
80,5,"Get Fantasy",,"Doubt",,,,0,,,,False
81,5,"Popoto Step",,"Doubt",,,,0,,,,False
82,5,"Heel Toe",,"Doubt",,,,0,,,,False
83,5,"Goobbue Do",,"Doubt",,,,0,,,,False
84,5,"Wasshoi",,"Doubt",,,,0,,,,False
85,5,"Flame Dance",,"Cheer",,,,0,,,,False
86,0,,,,,,,0,,,,False
87,5,"Show Right",,"Cheer",,,,0,,,,False
88,5,"Show Left",,"Cheer",,,,0,,,,False
89,5,"Zantetsuken",,"Doubt",,,,0,,,,True
90,5,"Diamond Dust",,"Doubt",,,,0,,,,True
91,5,"Megaflare",,"Doubt",,,,0,,,,False
92,5,"Ultima",,"Doubt",,,,0,,,,True
93,0,,,,,,,0,,,,False
94,0,,,,,,,0,,,,False
95,5,"Fist Pump",,"Clap",,,,0,,,,False
96,5,"Shiver",,"Clap",,,,0,,,,False
97,5,"Scheme",,"Clap",,,,0,,,,False
98,5,"Paint It Black",,"Thumbs Up",,,,0,,,,False
99,0,,,,,,,0,,,,False
100,0,,,,,,,0,,,,False
101,0,,,,,,,0,,,,False
102,5,"Confirm",,"Thumbs Up",,,,0,,,,False
103,5,"Eat Apple",,"Clap",,,,0,,,,False
104,5,"Wring Hands",,"Clap",,,,0,,,,False
105,5,"Ritual Prayer",,"Huh",,,,0,,,,False
106,5,"Charmed",,"Huh",,,,0,,,,False
107,5,"Yol Dance",,"Huh",,,,0,,,,False
108,5,"Lali Hop",,"Huh",,,,0,,,,False
109,0,,,,,,,0,,,,False
110,0,,,,,,,0,,,,False
111,0,,,,,,,0,,,,False
112,5,"Fist Bump",,"Beckon",,,,0,,,,True
113,5,"Squats",,"Dance",,,,0,,,,False
114,5,"Push-ups",,"Dance",,,,0,,,,False
115,5,"Sit-ups",,"Dance",,,,0,,,,False
116,5,"Breath Control",,"Dance",,,,0,,,,False
117,5,"Attention",,"Bow",,,,0,,,,False
118,5,"At Ease",,"Bow",,,,0,,,,False
119,5,"Elucidate",,"Laugh",,,,0,,,,False
120,5,"Determined",,"Laugh",,,,0,,,,False
121,5,"Draw Weapon",,"Wave",,,,0,,,,False
122,5,"Sheathe Weapon",,"Wave",,,,0,,,,False
123,5,"Reprimand",,"Laugh",,,,0,,,,False
124,9,,,,,,,0,,,,False
125,9,,,,,,,0,,,,False
126,9,,,,,,,0,,,,False
127,9,,,,,,,0,,,,False
128,9,,,,,,,0,,,,False
129,9,,,,,,,0,,,,False
130,9,,,,,,,0,,,,False
131,9,,,,,,,0,,,,False
132,9,,,,,,,0,,,,False
133,9,,,,,,,0,,,,False
134,9,,,,,,,0,,,,False
135,9,,,,,,,0,,,,False
136,9,,,,,,,0,,,,False
137,9,,,,,,,0,,,,False
138,9,,,,,,,0,,,,False
139,9,,,,,,,0,,,,False
140,9,,,,,,,0,,,,False
141,9,,,,,,,0,,,,False
142,9,,,,,,,0,,,,False
143,9,,,,,,,0,,,,False
144,9,,,,,,,0,,,,False
145,9,,,,,,,0,,,,True
146,11,,,,,,,0,,,,True
147,11,,,,,,,0,,,,True
148,11,,,,,,,0,,,,True
149,11,,,,,,,0,,,,True
150,11,,,,,,,0,,,,True
151,11,,,,,,,0,,,,True
152,11,,,,,,,0,,,,True
153,9,,,,,,,0,,,,True
154,2,,,,,,,0,,,,False
155,2,,,,,,,0,,,,False
156,1,"The Rematch",,,"The Rematch",,,0,,,,False
157,1,"Bringing Down the Mountain",,,"Bringing Down the Mountain",,,0,,,,False
158,1,"In Nature's Embrace",,,"In Nature's Embrace",,,0,,,,False
159,1,"Return of the Holyfist",,,"Return of the Holyfist",,,0,,,,False
160,1,"Proof of Might",,,"Proof of Might",,,0,,,,False
161,1,"Cloying Victory",,,"Cloying Victory",,,0,,,,False
162,1,"The One That Got Away",,,"The One That Got Away",,,0,,,,False
163,1,"Facing Your Demons",,,"Facing Your Demons",,,0,,,,False
164,1,"Sinking Doesmaga",,,"Sinking Doesmaga",,,0,,,,False
165,1,"Paladin's Pledge",,,"Paladin's Pledge",,,0,,,,False
166,1,"Pride and Duty (Will Take You from the Mountain)",,,"Pride and Duty (Will Take You from the Mountain)",,,0,,,,False
167,1,"Our End",,,"Our End",,,0,,,,False
168,1,"The Makings of a Gunbreaker",,,"The Makings of a Gunbreaker",,,0,,,,False
169,1,"Seer Folly",,,"Seer Folly",,,0,,,,False
170,1,"Forgotten but Not Gone",,,"Forgotten but Not Gone",,,0,,,,False
171,1,"Stairway to the Heavens",,,"Stairway to the Heavens",,,0,,,,False
172,1,"Sage's Path",,,"Sage's Path",,,0,,,,False
173,1,"Brother from Another Mother",,,"Brother from Another Mother",,,0,,,,False
174,1,"Eye of the Dragon",,,"Eye of the Dragon",,,0,,,,False
175,1,"Peasants by Day, Ninjas by Night",,,"Peasants by Day, Ninjas by Night",,,0,,,,False
176,1,"The Way of the Samurai",,,"The Way of the Samurai",,,0,,,,False
177,1,"The Killer Instinct",,,"The Killer Instinct",,,0,,,,False
178,1,"A Song of Bards and Bowmen",,,"A Song of Bards and Bowmen",,,0,,,,False
179,1,"Savior of Skysteel",,,"Savior of Skysteel",,,0,,,,False
180,1,"Shall We Dance",,,"Shall We Dance",,,0,,,,False
181,1,"Taking the Black",,,"Taking the Black",,,0,,,,False
182,1,"Austerities of Flame",,,"Austerities of Flame",,,0,,,,False
183,1,"Taking the Red",,,"Taking the Red",,,0,,,,False
184,1,"Out of the Blue",,,"Out of the Blue",,,0,,,,False
185,1,"Keeping the Oath",,,"Keeping the Oath",,,0,,,,False
186,1,"How to Quit You",,,"How to Quit You",,,0,,,,False
187,1,"Our Answer",,,"Our Answer",,,0,,,,False
188,1,"Heart of the Forest",,,"Heart of the Forest",,,0,,,,False
189,1,"The Beast Within",,,"The Beast Within",,,0,,,,False
190,1,"Spearheading Initiatives",,,"Spearheading Initiatives",,,0,,,,False
191,1,"Five Easy Pieces",,,"Five Easy Pieces",,,0,,,,False
192,1,"Into the Dragon's Maw",,,"Into the Dragon's Maw",,,0,,,,False
193,1,"Master and Student",,,"Master and Student",,,0,,,,False
194,1,"Requiem for the Fallen",,,"Requiem for the Fallen",,,0,,,,False
195,1,"The Power of a Tourney",,,"The Power of a Tourney",,,0,,,,False
196,1,"Always Bet on Black",,,"Always Bet on Black",,,0,,,,False
197,1,"Primal Burdens",,,"Primal Burdens",,,0,,,,False
198,1,"The Real Folk Blues",,,"The Real Folk Blues",,,0,,,,False
199,1,"This Little Sword of Mine",,,"This Little Sword of Mine",,,0,,,,False
200,1,"And My Axe",,,"And My Axe",,,0,,,,False
201,1,"Absolution",,,"Absolution",,,0,,,,False
202,1,"Hands of Healing",,,"Hands of Healing",,,0,,,,False
203,1,"Forward, the Royal Marines",,,"Forward, the Royal Marines",,,0,,,,False
204,1,"The Hands of Fate",,,"The Hands of Fate",,,0,,,,False
205,1,"Appetite for Destruction",,,"Appetite for Destruction",,,0,,,,False
206,1,"Dragoon's Fate",,,"Dragoon's Fate",,,0,,,,False
207,1,"In Her Defense",,,"In Her Defense",,,0,,,,False
208,1,"The Face of True Evil",,,"The Face of True Evil",,,0,,,,False
209,1,"The Ballad of Oblivion",,,"The Ballad of Oblivion",,,0,,,,False
210,1,"Rise of the Machinists",,,"Rise of the Machinists",,,0,,,,False
211,1,"The Defiant Ones",,,"The Defiant Ones",,,0,,,,False
212,1,"A Flare for the Dramatic",,,"A Flare for the Dramatic",,,0,,,,False
213,1,"Stained in Scarlet",,,"Stained in Scarlet",,,0,,,,False
214,1,"Blue Cheese",,,"Blue Cheese",,,0,,,,False
215,1,"Raising the Sword",,,"Raising the Sword",,,0,,,,False
216,1,"The Heart of the Problem",,,"The Heart of the Problem",,,0,,,,False
217,1,"Our Compromise",,,"Our Compromise",,,0,,,,False
218,1,"Steel against Steel",,,"Steel against Steel",,,0,,,,False
219,1,"What She Always Wanted",,,"What She Always Wanted",,,0,,,,False
220,1,"Our Unsung Heroes",,,"Our Unsung Heroes",,,0,,,,False
221,1,"Foxfire",,,"Foxfire",,,0,,,,False
222,1,"The Power to Protect",,,"The Power to Protect",,,0,,,,False
223,1,"Dragon Sound",,,"Dragon Sound",,,0,,,,False
224,1,"When Clans Collide",,,"When Clans Collide",,,0,,,,False
225,1,"The Battle on Bekko",,,"The Battle on Bekko",,,0,,,,False
226,1,"Sweet Dreams Are Made of Peace",,,"Sweet Dreams Are Made of Peace",,,0,,,,False
227,1,"The Mongrel and the Knight",,,"The Mongrel and the Knight",,,0,,,,False
228,1,"Save the Last Dance for Me",,,"Save the Last Dance for Me",,,0,,,,False
229,1,"One Golem to Rule Them All",,,"One Golem to Rule Them All",,,0,,,,False
230,1,"An Art for the Living",,,"An Art for the Living",,,0,,,,False
231,1,"With Heart and Steel",,,"With Heart and Steel",,,0,,,,False
232,1,"A Future in Blue",,,"A Future in Blue",,,0,,,,False
233,0,,,,,,,0,,,,False
234,0,,,,,,,0,,,,False
235,1,"To Have Loved and Lost",,,"To Have Loved and Lost",,,0,,,,False
236,1,"The Soul of Temperance",,,"The Soul of Temperance",,,0,,,,False
237,1,"Courage Born of Fear",,,"Courage Born of Fear",,,0,,,,False
238,1,"A Tearful Reunion",,,"A Tearful Reunion",,,0,,,,False
239,1,"A Path Unveiled",,,"A Path Unveiled",,,0,,,,False
240,1,"The Gift of Mercy",,,"The Gift of Mercy",,,0,,,,False
241,1,"To Calmer Seas",,,"To Calmer Seas",,,0,,,,False
242,1,"Laid to Rest",,,"Laid to Rest",,,0,,,,False
243,1,"Ever March Heavensward",,,"Ever March Heavensward",,,0,,,,False
244,1,"Way of the Carpenter",,,"Way of the Carpenter",,,0,,,,False
245,1,"Way of the Blacksmith",,,"Way of the Blacksmith",,,0,,,,False
246,1,"Way of the Armorer",,,"Way of the Armorer",,,0,,,,False
247,1,"Way of the Goldsmith",,,"Way of the Goldsmith",,,0,,,,False
248,1,"Way of the Leatherworker",,,"Way of the Leatherworker",,,0,,,,False
249,1,"Way of the Weaver",,,"Way of the Weaver",,,0,,,,False
250,1,"Way of the Alchemist",,,"Way of the Alchemist",,,0,,,,False
251,1,"Way of the Culinarian",,,"Way of the Culinarian",,,0,,,,False
252,1,"Saving Captain Gairhard",,,"Saving Captain Gairhard",,,0,,,,False
253,1,"Waiting in the Winglet",,,"Waiting in the Winglet",,,0,,,,False
254,1,"Rivalry and Respect",,,"Rivalry and Respect",,,0,,,,False
255,1,"Jaded",,,"Jaded",,,0,,,,False
256,1,"Accept No Imitations",,,"Accept No Imitations",,,0,,,,False
257,1,"A Miner Reborn",,,"A Miner Reborn",,,0,,,,False
258,1,"Momentary Miracle",,,"Momentary Miracle",,,0,,,,False
259,1,"Revenge of the Chefsbane",,,"Revenge of the Chefsbane",,,0,,,,False
260,1,"More Fierce than Fire",,,"More Fierce than Fire",,,0,,,,False
261,1,"Integrity",,,"Integrity",,,0,,,,False
262,1,"The Pride of Vymelli",,,"The Pride of Vymelli",,,0,,,,False
263,1,"Two Hearts Beat as One",,,"Two Hearts Beat as One",,,0,,,,False
264,1,"A Winter's Sale",,,"A Winter's Sale",,,0,,,,False
265,1,"Never Leave without a Good-bye",,,"Never Leave without a Good-bye",,,0,,,,False
266,1,"What Death Can Join Together",,,"What Death Can Join Together",,,0,,,,False
267,1,"The Spirit of Hospitality",,,"The Spirit of Hospitality",,,0,,,,False
268,1,"Tea Party Rules",,,"Tea Party Rules",,,0,,,,False
269,1,"The Final Face-off",,,"The Final Face-off",,,0,,,,False
270,1,"A Confluence of Style",,,"A Confluence of Style",,,0,,,,False
271,1,"Sultana Dreaming",,,"Sultana Dreaming",,,0,,,,False
272,1,"True to Life",,,"True to Life",,,0,,,,False
273,1,"Send Me an Angel",,,"Send Me an Angel",,,0,,,,False
274,1,"A Love Beyond Lifetimes",,,"A Love Beyond Lifetimes",,,0,,,,False
275,1,"The Way to a Father's Heart",,,"The Way to a Father's Heart",,,0,,,,False
276,1,"Way of the Miner",,,"Way of the Miner",,,0,,,,False
277,1,"Way of the Botanist",,,"Way of the Botanist",,,0,,,,False
278,1,"Way of the Fisher",,,"Way of the Fisher",,,0,,,,False
279,1,"Canyon of Regret",,,"Canyon of Regret",,,0,,,,False
280,1,"Seeds of Hope",,,"Seeds of Hope",,,0,,,,False
281,1,"So Long, and Thanks for All the Fish",,,"So Long, and Thanks for All the Fish",,,0,,,,False
282,1,"The Hole Truth",,,"The Hole Truth",,,0,,,,False
283,1,"Seeds Know No Borders",,,"Seeds Know No Borders",,,0,,,,False
284,1,"Carpe Diem",,,"Carpe Diem",,,0,,,,False
285,1,"A Miner Success",,,"A Miner Success",,,0,,,,False
286,1,"Edgyth's Winning Streak",,,"Edgyth's Winning Streak",,,0,,,,False
287,1,"Farewell, and Thanks for the Fish",,,"Farewell, and Thanks for the Fish",,,0,,,,False
288,1,"The Iron Bellows",,,"The Iron Bellows",,,0,,,,False
289,1,"The Notes of Bond Restoring",,,"The Notes of Bond Restoring",,,0,,,,False
290,1,"Healing Old Wounds",,,"Healing Old Wounds",,,0,,,,False
291,1,"The Myth Takes Form",,,"The Myth Takes Form",,,0,,,,False
292,1,"Morsel of the Deep",,,"Morsel of the Deep",,,0,,,,False
293,1,"Wayback Machine",,,"Wayback Machine",,,0,,,,False
294,1,"The Promised Star",,,"The Promised Star",,,0,,,,False
295,1,"Sharlayan Cuisine",,,"Sharlayan Cuisine",,,0,,,,False
296,1,"The Culture of Love",,,"The Culture of Love",,,0,,,,False
297,1,"Pastures New",,,"Pastures New",,,0,,,,False
298,1,"World of Wonders",,,"World of Wonders",,,0,,,,False
299,1,"Into a Copper Hell",,,"Into a Copper Hell",,,0,,,,False
300,1,"Worth Fighting For",,,"Worth Fighting For",,,0,,,,False
301,1,"Once, Twice, Three Times a Warrior",,,"Once, Twice, Three Times a Warrior",,,0,,,,False
302,1,"Our Closure",,,"Our Closure",,,0,,,,False
303,1,"Gunblades of the Patriots",,,"Gunblades of the Patriots",,,0,,,,False
304,1,"Whence the Healing Springs",,,"Whence the Healing Springs",,,0,,,,False
305,1,"True Beauty",,,"True Beauty",,,0,,,,False
306,1,"Love, Astrologically",,,"Love, Astrologically",,,0,,,,False
307,1,"Life Ephemeral, Path Eternal",,,"Life Ephemeral, Path Eternal",,,0,,,,False
308,1,"A Monk's Legacy",,,"A Monk's Legacy",,,0,,,,False
309,1,"Gone but Not Forgiven",,,"Gone but Not Forgiven",,,0,,,,False
310,1,"Oboro's Big Idea",,,"Oboro's Big Idea",,,0,,,,False
311,1,"The Legend of Musosai",,,"The Legend of Musosai",,,0,,,,False
312,1,"The Killing Art",,,"The Killing Art",,,0,,,,False
313,1,"A Harmony from the Heavens",,,"A Harmony from the Heavens",,,0,,,,False
314,1,"Machinists for the Morrow",,,"Machinists for the Morrow",,,0,,,,False
315,1,"Rising to the Occasion",,,"Rising to the Occasion",,,0,,,,False
316,1,"A Home for a Tome",,,"A Home for a Tome",,,0,,,,False
317,1,"To Be Second Best",,,"To Be Second Best",,,0,,,,False
318,1,"Succession of Steel",,,"Succession of Steel",,,0,,,,False
319,4,,,"Copperbell Mines","the Unending Coil of Bahamut (Ultimate)",,,0,,,,False
320,4,,,"Copperbell Mines","the Weapon's Refrain (Ultimate)",,,0,,,,False
321,4,,,"Copperbell Mines","the Epic of Alexander (Ultimate)",,,0,,,,False
322,4,,,"Copperbell Mines","Dragonsong's Reprise (Ultimate)",,,0,,,,False
323,9,,,,,,,0,,,,True
324,11,,,,,,,0,,,,True
325,11,,,,,,,0,,,,True
326,11,,,,,,,0,,,,True
327,11,,,,,,,0,,,,True
328,11,,,,,,,0,,,,True
329,11,,,,,,,0,,,,True
330,11,,,,,,,0,,,,True
331,9,,,,,,,0,,,,True
332,9,,,,,,,0,,,,True
333,11,,,,,,,0,,,,True
334,11,,,,,,,0,,,,True
335,11,,,,,,,0,,,,True
336,11,,,,,,,0,,,,True
337,11,,,,,,,0,,,,True
338,11,,,,,,,0,,,,True
339,11,,,,,,,0,,,,True
340,9,,,,,,,0,,,,True
341,9,,,,,,,0,,,,False
342,9,,,,,,,0,,,,False
343,9,,,,,,,0,,,,False
344,9,,,,,,,0,,,,False
345,5,"Spirit",,"Laugh",,,,0,,,,False
346,1,"A Hero in the Making",,,"A Hero in the Making",,,0,,,,False
347,2,,,,,,,0,,,,False
348,6,"mammet #001",,"gigantpole",,,,0,,,,False
349,6,"wayward hatchling",,"gigantpole",,,,0,,,,False
350,6,"cherry bomb",,"gigantpole",,,,0,,,,False
351,6,"baby behemoth",,"morbol seedling",,,,0,,,,False
352,6,"morbol seedling",,"pudgy puk","baby behemoth",,,0,,,,False
353,6,"dust bunny",,"wind-up dullahan",,,,0,,,,False
354,6,"cactuar cutting",,"mammet #001",,,,0,,,,False
355,6,"smallshell",,"mammet #003G",,,,0,,,,False
356,6,"goobbue sproutling",,"mammet #001",,,,0,,,,False
357,6,"demon brick",,"pudgy puk","baby bun",,,0,,,,False
358,6,"wind-up cursor",,"dust bunny",,,,0,,,,False
359,6,"wind-up Qiqirn",,"mini mole",,,,0,,,,False
360,6,"wolf pup",,"mammet #001",,,,0,,,,False
361,6,"coeurl kitten",,"mammet #001",,,,0,,,,False
362,6,"wind-up tonberry",,"model vanguard",,,,0,,,,False
363,6,"magic broom",,"mini mole",,,,0,,,,False
364,6,"wind-up moogle",,"morbol seedling",,,,0,,,,False
365,6,"nutkin",,"model vanguard",,,,0,,,,False
366,6,"fat cat",,"demon brick",,,,0,,,,False
367,6,"water imp",,"bluebird",,,,0,,,,False
368,6,"accompaniment node",,"mammet #001",,,,0,,,,False
369,6,"paissa brat",,"infant imp",,,,0,,,,False
370,6,"korpokkur kid",,"pudgy puk","goobbue sproutling",,,0,,,,False
371,6,"odder otter",,"demon brick",,,,0,,,,False
372,6,"wind-up Namazu",,"model vanguard",,,,0,,,,False
373,6,"wind-up Khloe",,"bite-sized pudding",,,,0,,,,False
374,6,"mameshiba",,"demon brick",,,,0,,,,False
375,6,"the Great Serpent of Ronka",,"mammet #001",,,,0,,,,False
376,6,"giant beaver",,"Cait Sith doll",,,,0,,,,False
377,6,"the Major-General",,"flame hatchling",,,,0,,,,False
378,6,"Cait Sith doll",,"morbol seedling",,,,0,,,,True
379,6,"bluebird",,"model vanguard",,,,0,,,,False
380,6,"fledgling dodo",,"wind-up dullahan",,,,0,,,,False
381,6,"fledgling apkallu",,"flame hatchling",,,,0,,,,False
382,6,"tender lamb",,"mammet #003L",,,,0,,,,False
383,6,"kidragora",,"mammet #003G",,,,0,,,,False
384,6,"tight-beaked parrot",,"pudgy puk","dust bunny",,,0,,,,False
385,6,"wind-up succubus",,"mammet #003G",,,,0,,,,False
386,6,"wind-up Gilgamesh",,"dust bunny",,,,0,,,,False
387,6,"Onion Prince",,"mammet #003G",,,,0,,,,False
388,6,"Eggplant Knight",,"mammet #003G",,,,0,,,,False
389,6,"Garlic Jester",,"mammet #003G",,,,0,,,,False
390,6,"Tomato King",,"mammet #003G",,,,0,,,,False
391,6,"Mandragora Queen",,"mammet #003G",,,,0,,,,False
392,6,"wind-up Ultros",,"cactuar cutting","magic broom",,,0,,,,False
393,6,"Enkidu",,"cactuar cutting","wind-up Gilgamesh",,,0,,,,False
394,6,"atrophied Atomos",,"mini mole",,,,0,,,,False
395,6,"gaelikitten",,"pudgy puk","fledgling dodo",,,0,,,,False
396,6,"lesser panda",,"pudgy puk","wind-up aldgoat",,,0,,,,False
397,6,"penguin prince",,"flame hatchling",,,,0,,,,False
398,6,"Piggy",,"bluebird",,,,0,,,,False
399,6,"shaggy shoat",,"pudgy puk","spoony bard",,,0,,,,False
400,6,"road sparrow",,"pudgy puk","faepup",,,0,,,,False
401,6,"wind-up chimera",,"mini mole",,,,0,,,,False
402,6,"yukinko snowflake",,"mammet #003G",,,,0,,,,False
403,6,"fox kit",,"tiny bulb",,,,0,,,,False
404,6,"shoebill",,"pudgy puk",,,,0,,,,False
405,6,"bacon bits",,"demon brick",,,,0,,,,False
406,6,"sand fox",,"baby bat",,,,0,,,,False
407,6,"much-coveted Mora",,"flame hatchling",,,,0,,,,False
408,5,"Linkpearl",,"Laugh",,,,0,,,,False
409,9,,,,,,,0,,,,True
410,11,,,,,,,0,,,,True
411,11,,,,,,,0,,,,True
412,9,,,,,,,0,,,,True
413,11,,,,,,,0,,,,True
414,11,,,,,,,0,,,,True
415,11,,,,,,,0,,,,True
416,11,,,,,,,0,,,,True
417,11,,,,,,,0,,,,True
418,9,,,,,,,0,,,,True
419,11,,,,,,,0,,,,True
420,11,,,,,,,0,,,,True
421,9,,,,,,,0,,,,True
422,11,,,,,,,0,,,,True
423,11,,,,,,,0,,,,True
424,11,,,,,,,0,,,,True
425,11,,,,,,,0,,,,True
426,11,,,,,,,0,,,,True
427,9,,,,,,,0,,,,False
428,9,,,,,,,0,,,,False
429,9,,,,,,,0,,,,False
430,9,,,,,,,0,,,,False
431,9,,,,,,,0,,,,False
432,9,,,,,,,0,,,,False
433,9,,,,,,,0,,,,False
434,4,,,"Copperbell Mines","the Omega Protocol (Ultimate)",,,0,,,,False
435,6,"heavy hatchling",,"bluebird",,,,0,,,,False
436,6,"slime puddle",,"pudgy puk","infant imp",,,0,,,,False
437,6,"baby opo-opo",,"pudgy puk","black coeurl",,,0,,,,False
438,6,"Littlefoot",,"demon brick",,,,0,,,,False
439,6,"shalloweye",,"flame hatchling",,,,0,,,,False
440,6,"morpho",,"pudgy puk","clockwork barrow",,,0,,,,False
441,6,"Poro Roggo",,"mammet #001",,,,0,,,,False
442,6,"Drippy",,"pudgy puk",,,,0,,,,False
443,6,"Bom Boko",,"demon brick",,,,0,,,,False
444,6,"hedgehoglet",,"model vanguard",,,,0,,,,False
445,6,"pterosquirrel",,"baby bat",,,,0,,,,False
446,6,"Ghido",,"pudgy puk","wind-up Bartz",,,0,,,,False
447,6,"salt & pepper seal",,"pudgy puk","white whittret",,,0,,,,False
448,6,"axolotl eft",,"demon brick",,,,0,,,,False
449,6,"bitty duckbill",,"gravel golem",,,,0,,,,False
450,6,"ugly duckling",,"pudgy puk","cactuar cutting",,,0,,,,False
451,6,"Byakko cub",,"mini mole",,,,0,,,,False
452,6,"scarlet peacock",,"mini mole",,,,0,,,,False
453,6,"Seitei",,"mini mole",,,,0,,,,False
454,6,"wind-up Y'shtola",,"morbol seedling",,,,0,,,,False
455,6,"wind-up Minfilia",,"mammet #003L",,,,0,,,,False
456,6,"wind-up Thancred",,"mammet #003L",,,,0,,,,False
457,6,"wind-up Yda",,"morbol seedling",,,,0,,,,False
458,6,"wind-up Papalymo",,"morbol seedling",,,,0,,,,False
459,6,"wind-up Urianger",,"morbol seedling",,,,0,,,,False
460,6,"wind-up Alphinaud",,"mammet #001",,,,0,,,,False
461,6,"wind-up Alisaie",,"morbol seedling",,,,0,,,,False
462,6,"wind-up Tataru",,"morbol seedling",,,,0,,,,False
463,6,"wind-up Cid",,"mammet #001",,,,0,,,,False
464,6,"Felicitous Fuzzball",,"baby raptor",,,,0,,,,False
465,9,,,,,,,3176,,,,False
