key,0,1,2,3
153,"Freshwater",3,"Misteye",241
154,"Saltwater",4,"Lancetfish",99
155,"Freshwater",1,"Dark Crown",434
156,"Freshwater",1,"Dermogenys",441
157,"Saltwater",1,"Fiery Goby",430
158,"Freshwater",2,"Radzbalik",411
159,"Freshwater",2,"Longear Sunfish",401
160,"Saltwater",2,"Deepbody Boarfish",447
161,"Saltwater",2,"Keeled Fugu",440
162,"Saltwater",2,"Fate's Design",404
163,"Saltwater",3,"Roosterfish",322
164,"Saltwater",4,"Basilosaurus",100
165,"Freshwater",1,"Half-moon Betta",428
166,"Saltwater",1,"Dog-faced Puffer",414
167,"Saltwater",1,"Tebqeyiq Smelt",473
168,"Freshwater",2,"Flowerhorn",412
169,"Freshwater",2,"Katoptron",424
170,"Saltwater",2,"Aquamaton",389
171,"Saltwater",2,"Aetherolectric Guitarfish",454
172,"Saltwater",2,"Crown Fish",438
173,"Saltwater",3,"Blue Marlin",346
174,"Saltwater",4,"Junkmonger",6
175,"Freshwater",1,"Lemonfish",290
176,"Freshwater",1,"Handy Hamsa",429
177,"Saltwater",1,"Onihige",455
178,"Saltwater",2,"Cobalt Chromis",390
179,"Freshwater",2,"Tessera",394
180,"Freshwater",2,"Forgeflame",410
181,"Saltwater",2,"Rasa Fish",444
182,"Saltwater",2,"Othardian Wrasse",453
183,"Freshwater",3,"Greatsword Snook",363
184,"Saltwater",4,"Coral Manta",87
185,"Freshwater",1,"Blowgun",423
186,"Freshwater",1,"Verdigris Guppy",487
187,"Saltwater",1,"Mini Yasha",469
188,"Freshwater",2,"Imperial Pleco",416
189,"Freshwater",2,"Atamra Cichlid",446
190,"Saltwater",2,"Vidyutvat Wrasse",465
191,"Saltwater",2,"Shadowdart Sardine",405
192,"Saltwater",2,"Gilled Topknot",434
193,"Saltwater",3,"Kitefin Shark",359
194,"Saltwater",4,"Sothis",86
195,"Freshwater",1,"Green Swordtail",427
196,"Freshwater",1,"Catastrophizer",479
197,"Saltwater",1,"Meyhane Reveler",463
198,"Freshwater",2,"Raiamas",397
199,"Freshwater",2,"Bluegill",408
200,"Saltwater",2,"Othardian Lumpsucker",450
201,"Saltwater",2,"Heavensent Shark",481
202,"Saltwater",2,"Sirensong Mullet",477
203,"Freshwater",3,"Spectral Kotsu Zetsu",395
204,"Saltwater",4,"Taniwha",109
