key,0,1
49,"Marsh Green Dye","Diadochos Sword"
50,"Apple Green Dye","Diadochos Sword"
51,"Cactuar Green Dye","Diadochos Sword"
52,"Hunter Green Dye","Diadochos Sword"
53,"Ochu Green Dye","Diadochos Sword"
54,"Adamantoise Green Dye","Diadochos Sword"
55,"Nophica Green Dye","Diadochos Sword"
56,"Deepwood Green Dye","Diadochos Sword"
57,"Celeste Green Dye","Diadochos Sword"
58,"Turquoise Green Dye","Diadochos Sword"
59,"Morbol Green Dye","Diadochos Sword"
60,"Ice Blue Dye","Diadochos Sword"
61,"Sky Blue Dye","Diadochos Sword"
62,"Seafog Blue Dye","Diadochos Sword"
63,"Peacock Blue Dye","Diadochos Sword"
64,"Rhotano Blue Dye","Diadochos Sword"
65,"Corpse Blue Dye","Diadochos Sword"
66,"Ceruleum Blue Dye","Diadochos Sword"
67,"Woad Blue Dye","Diadochos Sword"
68,"Ink Blue Dye","Diadochos Sword"
69,"Raptor Blue Dye","Diadochos Sword"
70,"Othard Blue Dye","Diadochos Sword"
71,"Storm Blue Dye","Diadochos Sword"
72,"Void Blue Dye","Diadochos Sword"
73,"Royal Blue Dye","Diadochos Sword"
74,"Midnight Blue Dye","Diadochos Sword"
75,"Shadow Blue Dye","Diadochos Sword"
76,"Abyssal Blue Dye","Diadochos Sword"
77,"Lavender Purple Dye","Diadochos Sword"
78,"Gloom Purple Dye","Diadochos Sword"
79,"Currant Purple Dye","Diadochos Sword"
80,"Iris Purple Dye","Diadochos Sword"
81,"Grape Purple Dye","Diadochos Sword"
82,"Lotus Pink Dye","Diadochos Sword"
83,"Colibri Pink Dye","Diadochos Sword"
84,"Plum Purple Dye","Diadochos Sword"
85,"Regal Purple Dye","Diadochos Sword"
86,"Ruby Red Dye","Diadochos Sword"
87,"Cherry Pink Dye","Diadochos Sword"
88,"Canary Yellow Dye","Diadochos Sword"
89,"Vanilla Yellow Dye","Diadochos Sword"
90,"Dragoon Blue Dye","Diadochos Sword"
91,"Turquoise Blue Dye","Diadochos Sword"
92,"Gunmetal Black Dye","Diadochos Sword"
93,"Pearl White Dye","Diadochos Sword"
94,"Metallic Brass Dye","Diadochos Sword"
95,"Diadochos Sword","Diadochos Sword"
96,"Diadochos Sword","Diadochos Sword"
97,"Diadochos Sword","Diadochos Sword"
98,"Diadochos Sword","Diadochos Sword"
99,"Diadochos Sword","Diadochos Sword"
100,"Diadochos Sword","Diadochos Sword"
101,"General-purpose Pure White Dye","Pure White Dye"
102,"General-purpose Jet Black Dye","Jet Black Dye"
103,"General-purpose Pastel Pink Dye","Pastel Pink Dye"
104,"General-purpose Dark Red Dye","Dark Red Dye"
105,"General-purpose Dark Brown Dye","Dark Brown Dye"
106,"General-purpose Pastel Green Dye","Pastel Green Dye"
107,"General-purpose Dark Green Dye","Dark Green Dye"
108,"General-purpose Pastel Blue Dye","Pastel Blue Dye"
109,"General-purpose Dark Blue Dye","Dark Blue Dye"
110,"General-purpose Pastel Purple Dye","Pastel Purple Dye"
111,"General-purpose Dark Purple Dye","Dark Purple Dye"
112,"General-purpose Metallic Silver Dye","Metallic Silver Dye"
113,"General-purpose Metallic Gold Dye","Metallic Gold Dye"
114,"General-purpose Metallic Red Dye","Metallic Red Dye"
115,"General-purpose Metallic Orange Dye","Metallic Orange Dye"
116,"General-purpose Metallic Yellow Dye","Metallic Yellow Dye"
117,"General-purpose Metallic Green Dye","Metallic Green Dye"
118,"General-purpose Metallic Sky Blue Dye","Metallic Sky Blue Dye"
119,"General-purpose Metallic Blue Dye","Metallic Blue Dye"
120,"General-purpose Metallic Purple Dye","Metallic Purple Dye"
