key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
79,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
80,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
81,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
82,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
83,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
84,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
85,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
86,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
87,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
88,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
89,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
90,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
91,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
92,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
93,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
94,1134,1,0,"ui/icon/062000/062320.tex",0,"So You Want to Be a Fisher","","","","","","","","","","","","","","","","","","","","","","","",""
95,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
96,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
97,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
98,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
99,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
100,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
101,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
102,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
103,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
104,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
105,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
106,2943,1,0,"ui/icon/061000/061419.tex",0,"Songs in the Key of Kugane","","","","","","","","","","","","","","","","","","","","","","","",""
107,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
108,3662,1,0,"ui/icon/061000/061419.tex",0,"Minstrel from Another Mother","","","","","","","","","","","","","","","","","","","","","","","",""
109,3739,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
110,3740,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
111,3741,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
112,3742,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
113,3743,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
114,3744,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
115,3745,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
116,3746,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
117,3747,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
118,3748,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
119,3749,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
120,3759,1,0,"ui/icon/061000/061419.tex",0,"Memories Rekindled","","","","","","","","","","","","","","","","","","","","","","","",""
121,3760,1,0,"ui/icon/061000/061411.tex",0,"The Mendicant's Court","","","","","","","","","","","","","","","","","","","","","","","",""
122,3841,1,0,"ui/icon/061000/061411.tex",0,"The New Nest","","","","","","","","","","","","","","","","","","","","","","","",""
123,3930,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
124,3931,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
125,3932,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
126,3933,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
127,3934,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
128,3935,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
129,3936,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
130,3937,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
131,3938,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
132,3939,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
133,3940,1,0,"ui/icon/061000/061411.tex",0,"","","","","","","","","","","","","","","","","","","","","","","","",""
134,3972,1,0,"ui/icon/061000/061411.tex",0,"Featherfall","","","","","","","","","","","","","","","","","","","","","","","",""
135,4030,1,0,"ui/icon/061000/061419.tex",0,"Open and Inviting","","","","","","","","","","","","","","","","","","","","","","","",""
136,4042,1,0,"ui/icon/061000/061411.tex",0,"The Risensong Quarter","","","","","","","","","","","","","","","","","","","","","","","",""
137,4044,1,0,"ui/icon/061000/061419.tex",0,"A Message from Konogg","","","","","","","","","","","","","","","","","","","","","","","",""
138,4045,1,0,"ui/icon/061000/061419.tex",0,"Dwarves of a Beard","","","","","","","","","","","","","","","","","","","","","","","",""
139,4046,1,0,"ui/icon/061000/061419.tex",0,"Strange Glagg","","","","","","","","","","","","","","","","","","","","","","","",""
140,4047,1,0,"ui/icon/061000/061419.tex",0,"Dwarves of a Beard Freshened","","","","","","","","","","","","","","","","","","","","","","","",""
141,4048,1,0,"ui/icon/061000/061419.tex",0,"Stranger Glagg","","","","","","","","","","","","","","","","","","","","","","","",""
142,4049,1,0,"ui/icon/061000/061419.tex",0,"All's Well That Ends with Ale","ex3/luckta/luckta04030/luckta04030","","","","","","","","","","","","","","","","","","","","","","",""
143,4171,1,0,"ui/icon/061000/061419.tex",0,"I Wandered Sharlayan as a Minstrel","","","","","","","","","","","","","","","","","","","","","","","",""
144,5004,1,0,"ui/icon/061000/061419.tex",0,"How the West Was Sung","","","","","","","","","","","","","","","","","","","","","","","",""
145,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
146,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
147,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
148,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
149,437,15,0,"ui/icon/061000/061419.tex",0,"Triple Triad Trial","","","","","","","","","","","","","","","","","","","","","","","",""
150,488,15,0,"ui/icon/061000/061419.tex",0,"Scratch It Rich","","","","","","","","","","","","","","","","","","","","","","","",""
151,489,15,0,"ui/icon/061000/061419.tex",0,"Hitting the Cactpot","","","","","","","","","","","","","","","","","","","","","","","",""
152,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
153,3019,30,0,"ui/icon/061000/061419.tex",0,"Plucking the Heartstrings","","","","","","","","","","","","","","","","","","","","","","","",""
154,2389,47,0,"ui/icon/061000/061419.tex",0,"Squadron and Commander (Twin Adder)","","","","","","","","","","","","","","","","","","","","","","","",""
155,2390,47,0,"ui/icon/061000/061419.tex",0,"Squadron and Commander (Maelstrom)","","","","","","","","","","","","","","","","","","","","","","","",""
156,2391,47,0,"ui/icon/061000/061419.tex",0,"Squadron and Commander (Immortal Flames)","","","","","","","","","","","","","","","","","","","","","","","",""
157,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
158,2106,50,0,"ui/icon/061000/061419.tex",0,"Leves of Ishgard","","","","","","","","","","","","","","","","","","","","","","","",""
159,2109,50,0,"ui/icon/062000/062411.tex",0,"So You Want to Be a Machinist","","","","","","","","","","","","","","","","","","","","","","","",""
160,2110,50,0,"ui/icon/062000/062412.tex",0,"A Dark Spectacle","","","","","","","","","","","","","","","","","","","","","","","",""
161,2123,50,0,"ui/icon/062000/062413.tex",0,"What's Your Sign","","","","","","","","","","","","","","","","","","","","","","","",""
162,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
163,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
164,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
165,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
166,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
167,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
168,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
169,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
170,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
171,2107,52,0,"ui/icon/061000/061419.tex",0,"Sights of the North","","","","","","","","","","","","","","","","","","","","","","","",""
172,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
173,2099,60,0,"ui/icon/061000/061419.tex",0,"The Favors of the House","","","","","","","","","","","","","","","","","","","","","","","",""
174,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
175,2216,60,0,"ui/icon/061000/061419.tex",0,"The New Frontier","","","","","","","","","","","","","","","","","","","","","","","",""
176,2334,60,0,,0,"Recondition the Anima","","","","","","","","","","","","","","","","","","","","","","","",""
177,2920,60,0,"ui/icon/061000/061419.tex",0,"Sights of Crimson and Dawn","","","","","","","","","","","","","","","","","","","","","","","",""
178,2921,60,0,"ui/icon/061000/061419.tex",0,"Leves of Kugane","","","","","","","","","","","","","","","","","","","","","","","",""
179,2941,60,0,"ui/icon/061000/061419.tex",0,"Reach Long and Prosper","","","","","","","","","","","","","","","","","","","","","","","",""
180,2612,70,0,"ui/icon/061000/061419.tex",0,"And We Shall Call It Pyros","","","","","","","","","","","","","","","","","","","","","","","",""
181,2613,70,0,"ui/icon/061000/061419.tex",0,"And We Shall Call It Hydatos","","","","","","","","","","","","","","","","","","","","","","","",""
182,2942,70,0,"ui/icon/061000/061419.tex",0,"And We Shall Call It Pagos","","","","","","","","","","","","","","","","","","","","","","","",""
183,3088,70,0,,0,"Recall of Duty","","","","","","","","","","","","","","","","","","","","","","","",""
184,3602,70,0,"ui/icon/061000/061419.tex",0,"Leves of the Crystarium","","","","","","","","","","","","","","","","","","","","","","","",""
185,3603,70,0,"ui/icon/061000/061419.tex",0,"The Boutique Always Wins","","","","","","","","","","","","","","","","","","","","","","","",""
186,3604,70,0,"ui/icon/061000/061419.tex",0,"Sights of the First","","","","","","","","","","","","","","","","","","","","","","","",""
187,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
188,3605,80,0,"ui/icon/061000/061419.tex",0,"The Aspiring Skywatcher","","","","","","","","","","","","","","","","","","","","","","","",""
189,3842,80,0,"ui/icon/061000/061419.tex",0,"Weapon of Choice","","","","","","","","","","","","","","","","","","","","","","","",""
190,4041,80,0,,0,"Forged Anew","","","","","","","","","","","","","","","","","","","","","","","",""
191,4170,80,0,"ui/icon/061000/061419.tex",0,"Leves of Old Sharlayan","","","","","","","","","","","","","","","","","","","","","","","",""
192,4174,80,0,"ui/icon/061000/061419.tex",0,"Sights of the End","","","","","","","","","","","","","","","","","","","","","","","",""
193,4175,80,0,"ui/icon/061000/061419.tex",0,"Expanding House of Splendors","","","","","","","","","","","","","","","","","","","","","","","",""
194,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
195,4784,90,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
196,5003,90,0,"ui/icon/061000/061419.tex",0,"Leves of Tuliyollal","","","","","","","","","","","","","","","","","","","","","","","",""
197,5006,90,0,"ui/icon/061000/061419.tex",0,"Sights of the West","","","","","","","","","","","","","","","","","","","","","","","",""
198,5007,90,0,"ui/icon/061000/061419.tex",0,"Sights of the West and Beyond","","","","","","","","","","","","","","","","","","","","","","","",""
199,5008,90,0,"ui/icon/061000/061419.tex",0,"Dawn of a New Deal","","","","","","","","","","","","","","","","","","","","","","","",""
200,5408,91,0,,0,"The Pilgrim's Answer","","","","","","","","","","","","","","","","","","","","","","","",""
201,0,65535,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
202,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
203,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
204,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
205,1199,50,0,"ui/icon/061000/061419.tex",0,"Legacy of Allag","ffxiv/gaiusd/gaiusd20110/gaiusd20110","","","","","","","","","","","","","","","","","","","","","","",""
206,4651,90,0,"ui/icon/061000/061419.tex",0,"An Odd Job","","","","","","","","","","","","","","","","","","","","","","","",""
207,1176,50,0,"ui/icon/061000/061412.tex",0,"Moving On","","","","","","","","","","","","","","","","","","","","","","","",""
208,1177,50,0,"ui/icon/061000/061412.tex",0,"Flowers for One","","","","","","","","","","","","","","","","","","","","","","","",""
209,1178,50,0,"ui/icon/061000/061412.tex",0,"All Things in Time","","","","","","","","","","","","","","","","","","","","","","","",""
210,1179,50,0,"ui/icon/061000/061412.tex",0,"The Resolute","","","","","","","","","","","","","","","","","","","","","","","",""
211,1180,50,0,"ui/icon/061000/061412.tex",0,"Laying the Foundation","","","","","","","","","","","","","","","","","","","","","","","",""
212,1182,50,0,"ui/icon/061000/061412.tex",0,"Rock-solid Protection","","","","","","","","","","","","","","","","","","","","","","","",""
213,1183,50,0,"ui/icon/061000/061412.tex",0,"Crate Go Kaboom","","","","","","","","","","","","","","","","","","","","","","","",""
214,1181,50,0,"ui/icon/061000/061412.tex",0,"Better Late than Sever","","","","","","","","","","","","","","","","","","","","","","","",""
215,4644,1,0,"ui/icon/061000/061419.tex",0,"Seeing the Cieldalaes","","","","","","","","","","","","","","","","","","","","","","","",""
216,1184,50,0,"ui/icon/061000/061412.tex",0,"Hest of the Best","","","","","","","","","","","","","","","","","","","","","","","",""
217,1561,50,0,"ui/icon/061000/061412.tex",0,"Welcome to Morbol Country","","","","","","","","","","","","","","","","","","","","","","","",""
218,1185,50,0,"ui/icon/061000/061412.tex",0,"Pass the Smell Hest","","","","","","","","","","","","","","","","","","","","","","","",""
219,1562,50,0,"ui/icon/061000/061412.tex",0,"Answering the Call","","","","","","","","","","","","","","","","","","","","","","","",""
220,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
221,1186,50,0,"ui/icon/061000/061412.tex",0,"You're Gonna Carry That","","","","","","","","","","","","","","","","","","","","","","","",""
222,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
223,1187,50,0,"ui/icon/061000/061412.tex",0,"The Things We Do for Tea","","","","","","","","","","","","","","","","","","","","","","","",""
224,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
225,1188,50,0,"ui/icon/061000/061412.tex",0,"It's Possibly a Primal","","","","","","","","","","","","","","","","","","","","","","","",""
226,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
227,1193,50,0,"ui/icon/061000/061412.tex",0,"Build on the Stone","","","","","","","","","","","","","","","","","","","","","","","",""
228,1345,50,0,"ui/icon/061000/061412.tex",0,"Still Waters","","","","","","","","","","","","","","","","","","","","","","","",""
229,196,4,2,"ui/icon/061000/061412.tex",0,"An Eft for Effort","","","","","","","","","","","","","","","","","","","","","","","",""
230,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
231,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
232,1348,50,0,"ui/icon/061000/061412.tex",0,"Promises to Keep","","","","","","","","","","","","","","","","","","","","","","","",""
233,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
234,128,4,3,"ui/icon/061000/061412.tex",0,"Eggs over Queasy","","","","","","","","","","","","","","","","","","","","","","","",""
235,1349,50,0,"ui/icon/061000/061412.tex",0,"A Small-scale Operation","","","","","","","","","","","","","","","","","","","","","","","",""
236,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
237,1350,50,0,"ui/icon/061000/061412.tex",0,"Yugiri's Game","","","","","","","","","","","","","","","","","","","","","","","",""
238,324,4,3,"ui/icon/061000/061412.tex",0,"Disorderly Conduct","","","","","","","","","","","","","","","","","","","","","","","",""
239,1351,50,0,"ui/icon/061000/061412.tex",0,"If Wishes Were Horsebirds","","","","","","","","","","","","","","","","","","","","","","","",""
240,464,5,1,"ui/icon/061000/061412.tex",0,"Further Afield","","","","","","","","","","","","","","","","","","","","","","","",""
241,1353,50,0,"ui/icon/061000/061412.tex",0,"All Due Respect","","","","","","","","","","","","","","","","","","","","","","","",""
242,305,4,4,"ui/icon/061000/061412.tex",0,"Until a Quieter Time","","","","","","","","","","","","","","","","","","","","","","","",""
243,1354,50,0,"ui/icon/061000/061412.tex",0,"Full Belly, Happy Heart","","","","","","","","","","","","","","","","","","","","","","","",""
244,306,4,4,"ui/icon/061000/061412.tex",0,"Prudence at This Junction","","","","","","","","","","","","","","","","","","","","","","","",""
245,1355,50,0,"ui/icon/061000/061412.tex",0,"Writhing in the Dark","","","","","","","","","","","","","","","","","","","","","","","",""
246,198,4,5,"ui/icon/061000/061412.tex",0,"Butcher of Greentear","","","","","","","","","","","","","","","","","","","","","","","",""
247,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
248,125,4,5,"ui/icon/061000/061412.tex",0,"A Soldier's Breakfast","","","","","","","","","","","","","","","","","","","","","","","",""
249,1357,50,0,"ui/icon/061000/061412.tex",0,"Fireworks and Fish Don't Mix","","","","","","","","","","","","","","","","","","","","","","","",""
250,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
251,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
252,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
253,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
254,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
255,327,4,5,"ui/icon/061000/061412.tex",0,"Spriggan Cleaning","","","","","","","","","","","","","","","","","","","","","","","",""
256,374,10,0,"ui/icon/061000/061412.tex",0,"Feeding Time","","","","","","","","","","","","","","","","","","","","","","","",""
257,1444,50,0,"ui/icon/061000/061412.tex",0,"Shock and Awe","","","","","","","","","","","","","","","","","","","","","","","",""
258,1445,50,0,"ui/icon/061000/061412.tex",0,"Reap the Whirlwind","","","","","","","","","","","","","","","","","","","","","","","",""
259,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
260,0,0,0,,0,"","","","","","","","","","","","","","","","","","","","","","","","",""
261,398,10,0,"ui/icon/061000/061412.tex",0,"Courier for a Day","","","","","","","","","","","","","","","","","","","","","","","",""
262,1449,50,0,"ui/icon/061000/061412.tex",0,"A Sylphlands Sting","","","","","","","","","","","","","","","","","","","","","","","",""
263,1450,50,0,"ui/icon/061000/061412.tex",0,"Scattered Scions","","","","","","","","","","","","","","","","","","","","","","","",""
264,1451,50,0,"ui/icon/061000/061412.tex",0,"True to Form","","","","","","","","","","","","","","","","","","","","","","","",""
265,1452,50,0,"ui/icon/061000/061412.tex",0,"Levin an Impression","","","","","","","","","","","","","","","","","","","","","","","",""
266,1454,50,0,"ui/icon/061000/061412.tex",0,"A Hard Hapalit to Break","","","","","","","","","","","","","","","","","","","","","","","",""
